,frame,x,y,particle
146,146,82.87590807907293,-6.660566903590873,0
147,147,80.51047797476988,-6.017572194107654,0
148,148,82.42774322564736,-5.36140771672336,0
149,149,81.13861409760153,-5.943517058819989,0
150,150,80.53705488789385,-5.340204542351952,0
151,151,82.96609049039816,-5.744183674217592,0
152,152,,,0
153,153,82.65546390897711,-4.859658372860192,0
154,154,82.91101307066191,-4.752916631076456,0
155,155,82.46340204170014,-4.347803598104374,0
156,156,83.14487306566122,-4.7801422124321356,0
157,157,82.43238875790257,-4.7703511484824865,0
158,158,81.04969553562034,-5.004270722241952,0
159,159,82.30620416480119,-4.549180115345589,0
160,160,82.49700114733952,-4.324191721019641,0
161,161,83.11738386480101,-3.6287888766231013,0
162,162,82.151582235154,-4.083489833253676,0
163,163,81.81217186061656,-3.6112418121751624,0
164,164,82.6417402575619,-3.930755917055162,0
165,165,83.54116424967393,-2.987685150533334,0
166,166,82.96920316895154,-3.8007126669540092,0
167,167,81.9399645644265,-4.213226847741165,0
168,168,82.08760102771294,-4.870933821273351,0
169,169,81.30568188099807,-4.5798564615045585,0
170,170,81.9592870399112,-4.587968848213304,0
171,171,82.08710229792615,-4.485208902181025,0
172,172,81.24347729469142,-4.8059092268908294,0
173,173,82.53061579519323,-4.3026422648300375,0
174,174,82.03235560430866,-4.165656773785681,0
175,175,81.9287640260878,-4.075750467660637,0
176,176,81.45931173279064,-4.1836480113686,0
177,177,82.9163361505882,-4.875439385839993,0
178,178,80.98155698924748,-4.5908050332587,0
179,179,82.58282411984891,-4.500665402334075,0
180,180,81.4703687852626,-4.4309067508947315,0
181,181,81.56721746430654,-4.806086356592484,0
182,182,,,0
183,183,81.20232740302961,-4.5423700828570155,0
184,184,82.98980552530878,-5.030258836901648,0
185,185,82.50456029166887,-4.998248453185706,0
186,186,80.94970015991504,-6.188694543613391,0
187,187,81.7617785773493,-5.821702984216781,0
188,188,82.36205395584034,-5.939567492908306,0
189,189,81.38068510732114,-6.028381420032613,0
190,190,82.18671093914108,-5.431216486449639,0
191,191,80.38537136268653,-6.308543333933297,0
192,192,82.22957978149765,-6.03877041959981,0
193,193,79.57041473975198,-7.022826577736222,0
194,194,78.9327722789782,-6.305008609980771,0
195,195,80.08886609575731,-6.694083570895767,0
196,196,82.16294766040721,-6.160791165409076,0
197,197,80.62550849717573,-6.586550469717334,0
198,198,81.81975686202944,-6.515929662044467,0
199,199,82.71841054396137,-6.959327269574313,0
200,200,83.37192032067838,-6.292656415455095,0
201,201,82.98777487471511,-6.99226718289054,0
202,202,83.74216408127023,-6.524218928751193,0
203,203,82.05141153521663,-6.787194393097021,0
204,204,82.17304724334358,-7.0537945847156855,0
205,205,80.2520336402421,-7.140497296246476,0
206,206,82.34659091438326,-6.773196899094412,0
207,207,82.60537155846967,-6.506523972834994,0
208,208,82.63821696140101,-6.730915381760067,0
209,209,82.95879446581193,-6.708234046255907,0
210,210,80.55592463049925,-4.630177290914727,0
211,211,80.87111107740131,-5.868293749869505,0
212,212,81.44314061018119,-6.264082722819804,0
213,213,80.1646760872753,-6.826744366666471,0
214,214,82.60109467518294,-8.486412209085156,0
215,215,82.52318892704099,-6.594593678161029,0
216,216,80.65853256453059,-6.47541507485715,0
217,217,82.7713945546025,-5.562557270104062,0
218,218,80.35905134506513,-6.431256111253017,0
219,219,81.23927964359811,-6.272180896708985,0
220,220,82.60389049509143,-5.67730893791116,0
221,221,80.92394646700231,-5.452802892114132,0
222,222,81.47630974605113,-5.894662460315313,0
223,223,,,0
224,224,81.35272003166693,-4.897707159254647,0
225,225,82.8743270883846,-5.85641512467711,0
226,226,81.87454074767442,-4.592108856166785,0
227,227,81.5040529180392,-3.5397814819497704,0
228,228,,,0
229,229,82.1710284533695,-3.367097521544874,0
230,230,81.8980513538711,-3.4937070452260137,0
231,231,80.75139720974204,-4.1415328943983205,0
232,232,83.4508333063255,-3.1540338082445736,0
233,233,82.73562183636963,-2.7627301504316755,0
234,234,82.12741244448043,-3.056326862626289,0
235,235,81.72663869619262,-3.7797141969175776,0
236,236,79.95330983937808,-3.9769435950731484,0
237,237,81.38922145258255,-3.5317672133817517,0
238,238,81.70463025911764,-4.510697843962443,0
239,239,83.08667428099517,-3.433237585109648,0
240,240,,,0
241,241,82.0021928565832,-4.512720210951496,0
242,242,83.59093569452233,-5.174003452382291,0
243,243,81.77912097794822,-4.485941001031502,0
244,244,82.15687082649859,-4.334817751529098,0
245,245,82.97470340663591,-5.75270015202312,0
246,246,82.61091394392128,-4.565903709850968,0
247,247,,,0
248,248,80.68020078464482,-4.801273811231791,0
249,249,82.17907970408712,-4.986827243702461,0
250,250,82.38704910371914,-4.999115778601375,0
251,251,82.5313020184442,-4.716888047598555,0
252,252,81.8674537064187,-4.713071874057103,0
253,253,,,0
254,254,82.94138212690606,-3.926703214521634,0
255,255,83.12110913010838,-3.861422434672189,0
256,256,81.39095966957518,-3.734195501826118,0
257,257,82.67277619324437,-4.127073938304104,0
258,258,82.6951902948089,-3.3990863601497345,0
259,259,82.6619420702711,-3.354892520907722,0
260,260,82.5931019257259,-3.0835073242620545,0
261,261,81.78653306573594,-3.042246919604249,0
262,262,82.87345985100583,-2.9064357510990497,0
263,263,82.1956953575573,-3.138137916607061,0
264,264,83.45609858596836,-3.3053468478723538,0
265,265,82.95992791026546,-4.086894448205097,0
266,266,82.52624901066844,-3.0406518748680433,0
267,267,80.68723147536659,-2.937100131529032,0
268,268,83.27787284867338,-2.8932206408810224,0
269,269,82.03475481871396,-2.9934719098087577,0
270,270,,,0
271,271,81.1750837673994,-2.173510121077495,0
272,272,82.66953229646629,-1.938750836818425,0
273,273,83.12286733722826,-1.9016079637512995,0
274,274,,,0
275,275,82.26600794608771,-2.3916056764350877,0
276,276,83.24309943032412,-1.8067226107717964,0
277,277,82.96866562028225,-1.1583539543028074,0
278,278,80.76320926165019,-1.0285464492456775,0
279,279,82.83404443711561,-1.1243548624264825,0
280,280,83.33737631981438,3.285597195870853,0
281,281,,,0
282,282,81.75601576330561,0.39996658044131905,0
283,283,82.3745495169371,0.6798375715472424,0
284,284,81.72661649912897,1.1991332881589507,0
285,285,79.0329794881105,1.1259879430443256,0
286,286,81.09284283495418,2.386607991666043,0
287,287,83.09626098078084,2.6612596292463913,0
288,288,82.69502786338231,2.1026003791673453,0
289,289,82.27402461654125,3.0027733348334245,0
290,290,81.21233282900613,3.369598621154129,0
291,291,81.62138128940589,3.5002080825544546,0
292,292,79.64750274458527,2.9479528880933437,0
293,293,,,0
294,294,81.9032562021059,3.0223451881298367,0
295,295,,,0
296,296,80.36049652021416,3.4673926448967087,0
297,297,82.28685948808015,4.355910394122024,0
298,298,81.77810057624953,4.741388996738554,0
299,299,81.71745821058153,4.5638586870857445,0
300,300,82.22294992098921,4.695008413820663,0
301,301,81.21828101674453,4.680810467018777,0
302,302,82.20627324639398,5.569951190182284,0
303,303,82.6191992010105,6.188539515115227,0
304,304,82.474779216121,6.076991012201891,0
305,305,81.79350891386196,6.706671837435554,0
306,306,81.263279683277,6.552332729725979,0
307,307,78.04213972741385,7.272856793759448,0
308,308,81.24702592505312,6.568322482478013,0
309,309,82.9387470622031,7.412870491184638,0
310,310,81.46746615367357,7.23418453812295,0
311,311,82.63800727562352,8.284935842952311,0
312,312,83.33860015405492,7.687436634236153,0
313,313,81.57690512910449,7.893677478777565,0
314,314,79.68174497051643,7.4024736163232525,0
315,315,81.26372720746338,8.134468802964737,0
316,316,82.03308367615162,8.488821860714271,0
317,317,81.42195817939486,8.626867229565594,0
318,318,,,0
319,319,82.86030972040516,9.757440714279824,0
320,320,82.69576328356305,9.607668721386005,0
321,321,81.11723844485005,9.854350673550044,0
322,322,,,0
323,323,82.13823565723354,10.10285533770508,0
324,324,81.04859957339193,10.525778146834682,0
325,325,82.67602249290465,10.799036021461724,0
326,326,82.3783071051106,11.107872256865846,0
327,327,82.73026252380859,10.98000408314877,0
328,328,81.00870702350238,11.584306821256206,0
329,329,81.36490190845805,11.229484348049567,0
330,330,80.79965002794685,10.334241227407261,0
331,331,82.7597195139999,10.869136384619111,0
332,332,82.70535080601184,10.952742374066396,0
333,333,81.53687126294747,10.906502752167796,0
334,334,82.2581769696491,10.696341986477904,0
335,335,81.05635059185045,11.328093880417555,0
336,336,81.75955397381136,9.834460425076884,0
337,337,,,0
338,338,82.83847525164879,10.773781297755818,0
339,339,82.1374141100228,10.663736286358699,0
340,340,83.36896618218753,10.502031071032178,0
341,341,82.58105179217915,9.976263128493514,0
342,342,83.0985840144372,9.656215232735263,0
343,343,83.17007692503122,9.117514204226751,0
344,344,81.93099385758669,8.916319846429307,0
345,345,82.74176609863909,7.713183951276765,0
346,346,83.44762014501359,7.72404088119254,0
347,347,80.75744482583934,7.919316234568672,0
348,348,82.01355343046774,7.260865549160972,0
349,349,82.42424462009993,6.635389089120029,0
350,350,81.49053001596403,6.777367230929517,0
351,351,83.10973811895738,6.103941443100755,0
352,352,81.80173953839892,5.190252048492344,0
353,353,81.27539083874981,5.14887745801639,0
354,354,80.98695923504323,4.55533505656496,0
355,355,82.03355628110594,4.222540345525633,0
356,356,81.61201003170433,3.5316618891631073,0
357,357,83.0909297611415,4.441217760529046,0
358,358,81.91462567330447,4.131092203518822,0
359,359,81.72977573456012,3.3085677639653888,0
360,360,81.59149764649388,3.2912213337519667,0
361,361,83.53548137912497,3.1110390551949685,0
362,362,83.4316632465233,3.3652196868702084,0
363,363,82.24685622292853,2.975007959422957,0
364,364,82.90679702644036,3.2009850660789176,0
365,365,82.43786460196031,3.0895069554603403,0
366,366,83.23669836162253,4.398806971870048,0
367,367,80.7699284191684,3.996287822187899,0
368,368,82.20986797645361,3.5485095606496238,0
369,369,78.5424200647787,3.1167797871634413,0
370,370,79.82205936064364,3.166569907549107,0
371,371,80.60590041393542,2.8004820110648474,0
372,372,81.37321109209091,4.094917953783213,0
373,373,80.24728247860949,3.233973346186705,0
374,374,82.88415090996227,2.3538780282978315,0
375,375,80.27217078560659,2.6223790383419647,0
376,376,80.59032677439612,1.4278952846411848,0
377,377,82.6388489915633,1.5135503141595485,0
378,378,81.56378044102826,1.6202029012086747,0
379,379,82.09132737086591,1.2151057048630811,0
380,380,81.88361284407006,0.9287068793161133,0
381,381,82.83786319327609,1.1430050820878002,0
382,382,81.23332706980722,0.43853689069581847,0
383,383,81.33096456597477,0.43909079456836153,0
384,384,81.90536632475676,-0.3430381505598028,0
385,385,81.37258942270898,-1.1359117024401506,0
386,386,82.65158048903652,-0.2068825313035596,0
387,387,81.45371556560855,-1.023624953621006,0
388,388,81.38318147525561,-0.5068076862476367,0
389,389,82.13572159991392,-1.5099371492168778,0
390,390,83.26151236075924,-0.7176739556047345,0
391,391,81.15989363863363,-1.492129654235324,0
392,392,82.30253823803179,-1.8273047367688626,0
393,393,83.00157271282964,-1.6250312248889678,0
394,394,81.12742266324275,-2.395858699310704,0
395,395,82.12255417315149,-2.8711536786184375,0
396,396,82.51416603428876,-2.0523105857761514,0
397,397,83.06350427293259,-3.583609878579889,0
398,398,82.88935928781945,-3.354698030922318,0
399,399,82.15309280012835,-3.2672314399094056,0
400,400,81.99147935069621,-3.6805237743097017,0
401,401,80.89435150071444,-3.1882880050192988,0
402,402,82.49722883372903,-3.393751056350819,0
403,403,79.70314566206656,-2.7664306117227646,0
404,404,81.68047019482887,-4.058829577724506,0
405,405,79.71448847845232,-4.34988264351264,0
406,406,83.04271046123381,-3.704696329422287,0
407,407,81.9234762977299,-4.1926858801829745,0
408,408,82.05105575505598,-5.34248335753281,0
409,409,81.9554268393631,-5.14481612433789,0
410,410,81.71788503111313,-4.7194085639566445,0
411,411,82.67112785889051,-4.339809867009475,0
412,412,81.84120367419484,-4.601084048472412,0
413,413,81.98914630427643,-6.078520027301291,0
414,414,81.95132829023663,-4.869197197701791,0
415,415,81.04486322167605,-4.337387457065599,0
416,416,81.25409818336044,-4.38263040169306,0
417,417,82.67915174208724,-5.309656555789584,0
418,418,80.93085151608813,-4.99419542228031,0
419,419,81.82253885251194,-4.8617260061977525,0
420,420,82.24528468858412,-4.6366768022346,0
421,421,81.69620280807735,-4.739078210601431,0
422,422,78.45559984762667,-4.306455331616572,0
423,423,81.65148165411503,-5.4362461872886705,0
424,424,80.76450186300542,-5.510018556141656,0
425,425,82.49484460846233,-4.4316689422989235,0
426,426,82.32152845123176,-4.190293259947108,0
427,427,81.46124008880264,-4.1095016935271325,0
428,428,82.52029584001235,-3.5087398775573853,0
429,429,81.9165362783319,-3.0013277963730296,0
430,430,82.98626971104,-2.5707217283142505,0
431,431,82.50338866055219,-1.3136218741960555,0
432,432,82.9274591308345,-1.2577450961975067,0
433,433,79.40762615210852,-1.9522331424131174,0
434,434,82.02909167340559,-1.0862772609658826,0
435,435,80.8716657215125,-1.6598858315943197,0
436,436,81.54568857964756,-0.5956920283376483,0
437,437,80.63244233244512,-1.594386095389094,0
438,438,83.11544868195998,-1.358225817460319,0
439,439,81.92807929673302,-0.6792947541647685,0
440,440,81.4157699565605,1.2533570045325781,0
441,441,81.78533892557004,-1.026755133303677,0
442,442,82.2544299391694,0.025103836151235015,0
443,443,80.89758492255393,-0.9987841054466706,0
444,444,82.70581105599166,-0.056962663428972604,0
445,445,81.51346298421262,0.35839409757815943,0
446,446,,,0
447,447,82.22095352303347,-0.16832482838838914,0
448,448,83.7753362666561,-2.9697425270814186,0
449,449,81.84709639486519,0.39121749229071057,0
450,450,80.73614794438862,0.20431782865123083,0
451,451,83.06509067709456,0.07786801400741084,0
452,452,82.12707156050968,-0.3131361862881441,0
453,453,82.13994344513719,-0.26825900740413644,0
454,454,81.66726437801876,-0.9495284303779918,0
455,455,81.29155177563072,-1.128099059919915,0
456,456,82.74693636314558,-1.459794174708943,0
457,457,82.81214933021036,-1.3072932493218126,0
458,458,82.85370261649325,-1.1600881279145163,0
459,459,82.97211770406014,-1.136635909242326,0
460,460,82.70237970854413,-0.5259347737382107,0
461,461,83.00489155084554,-0.8470411310419159,0
462,462,81.95938437664407,-1.7158451551837253,0
463,463,82.06306332158968,-1.2664360311229323,0
464,464,83.07486452003175,-1.6562080566690973,0
465,465,82.19283580652387,-1.8169509286897743,0
466,466,81.01454223692295,-1.17202277524299,0
467,467,79.55741674728856,-2.742247737955463,0
468,468,82.52031027417567,-1.1424008650756967,0
469,469,82.75903474831705,-0.5239257998410345,0
470,470,81.82777049303604,-1.5266964937175338,0
471,471,81.91975218088587,-1.6963765698939106,0
472,472,82.01890632999758,0.3022209420071569,0
473,473,82.60630107004081,-0.8083869192392363,0
474,474,80.78704545397457,-0.45159173001144026,0
475,475,81.2056992744217,-0.6962873256697115,0
476,476,82.3607747905842,0.008758752896628863,0
477,477,82.96515948037941,0.23653526871513364,0
478,478,81.6186861658644,0.5255755387384831,0
479,479,83.01895064255592,0.4477038216205109,0
480,480,83.32247365270746,0.16811153563614667,0
481,481,82.5899354134315,2.080679538498348,0
482,482,82.62047174572086,-0.8933168097610711,0
483,483,83.28751053669399,-1.1060161145361143,0
484,484,82.22933570948592,-0.33344532216878164,0
485,485,82.00061502730338,-0.10744223293081845,0
486,486,82.0228464322625,-0.09995694683774659,0
487,487,83.2972686362586,-0.3306432560155166,0
488,488,81.93458436084603,-1.469866521914664,0
489,489,81.32866322489264,-1.3895224795805312,0
490,490,82.06535497763994,-0.5873946705915181,0
491,491,81.42043525570116,-1.4827268093393364,0
492,492,82.28424566662557,-2.079547232172356,0
493,493,83.37335521966148,-2.2901502127031357,0
494,494,82.1989967474706,-2.909261592041357,0
495,495,82.12663517093577,-2.732027024937988,0
496,496,82.8266343407422,-2.6997576789201467,0
497,497,80.10016546278055,-3.203141511737524,0
498,498,82.82764157435469,-3.093896710918383,0
499,499,82.88238597635996,-3.0960946525691746,0
500,500,81.53356327241195,-3.5443318865635227,0
501,501,81.43578650205927,-4.445293830570588,0
502,502,83.47142285100225,-3.7514595416454846,0
503,503,82.17816205201157,-3.7144067385771073,0
504,504,82.44339181876552,-3.297645128378573,0
505,505,82.5993974522597,-4.102499112460745,0
506,506,82.84805860800324,-4.397498568197843,0
507,507,80.8997680619216,-3.3520090263756934,0
508,508,81.01236774221738,-4.127391457551479,0
509,509,78.02162978461712,-5.540591939501436,0
510,510,81.44652434580337,-5.1632070686707685,0
511,511,78.38185332753324,-5.187013843259333,0
512,512,82.27650052353187,-5.901024974641555,0
513,513,79.21169959933127,-6.087425279289985,0
514,514,83.35922384026853,-5.225584035458265,0
515,515,79.86959479507638,-5.288771306748995,0
516,516,82.15577216217915,-5.867017497336487,0
517,517,81.91659223738276,-6.367018105749363,0
518,518,82.4590575178851,-6.277855156424035,0
519,519,80.821467073463,-6.397972263518422,0
520,520,81.71581380012006,-6.673764297667727,0
521,521,81.49101230514472,-6.515600181695017,0
522,522,82.297897914538,-6.55317254679974,0
523,523,82.95448859642843,-7.6473054462728065,0
524,524,82.87427584416722,-7.5419199917505715,0
525,525,83.01464019609591,-6.586685068669507,0
526,526,82.66743954288916,-6.114590359947609,0
527,527,80.80500938408235,-4.885011879548923,0
528,528,83.02634589148263,-5.195254494362555,0
529,529,82.17008343739585,-4.9488495185410635,0
530,530,83.69769640033081,-4.4754331177693665,0
531,531,82.28900255120504,-4.210793940561725,0
532,532,82.18743720834925,-3.963957287941124,0
533,533,82.45376635962413,-2.9906353982784104,0
534,534,81.23432552610399,-2.821732760894431,0
535,535,82.49444998667107,-3.4609747027265847,0
536,536,83.13056840465865,-3.219620003547899,0
537,537,82.74537002130509,-2.864657820675088,0
538,538,80.9423490428735,-3.3993706397729078,0
539,539,82.84933195721109,-2.873217695612791,0
540,540,79.83242690806944,-1.687618844391661,0
541,541,80.59074093500999,-3.0464027668997993,0
542,542,82.17544788856614,-1.8224915332277725,0
543,543,81.82699046152379,-1.4406154350110647,0
544,544,79.72339145039027,-1.7999815922571507,0
545,545,82.0801427579936,-8.57852553829667,0
546,546,80.39457522811716,-0.04648656295711007,0
547,547,81.56049934675042,-0.7061449433992344,0
548,548,81.52650446839021,-0.10623573279130127,0
549,549,82.42422759970842,0.6552118871805455,0
550,550,82.692181619499,0.5475553891623726,0
551,551,81.21448253309751,1.3509595287559115,0
552,552,82.32021890991047,1.9004607990737306,0
553,553,82.24605809876982,1.8803819363712968,0
554,554,82.38405294647626,2.423987280428978,0
555,555,81.62813605893277,2.36465908011127,0
556,556,79.2110794646116,2.1618452864265443,0
557,557,83.16040636200083,3.026437758671907,0
558,558,82.50535321868458,3.653444446717433,0
559,559,81.64636786219833,3.6262834464890012,0
560,560,82.79996828050864,4.046959880820513,0
561,561,80.37231125885214,4.5770754346741604,0
562,562,79.50481961468665,4.42129428781465,0
563,563,83.07202127691426,4.880375318151582,0
564,564,,,0
565,565,81.4221160515369,5.544845135632617,0
566,566,82.79517996253796,6.766077002104257,0
567,567,80.55597619585677,5.29633802714827,0
568,568,80.82421510381957,7.3107663235747715,0
569,569,,,0
570,570,81.10877618810093,9.52570428880179,0
571,571,82.24228940584084,8.809924918371454,0
572,572,82.20490460700739,9.220766795159449,0
573,573,83.13261841370871,9.443661994782985,0
574,574,81.00874184053771,9.799156940449905,0
575,575,,,0
576,576,80.01633494957031,10.667353424219073,0
577,577,81.65878051784378,11.221207578464345,0
578,578,78.03042650496951,12.526127279922832,0
579,579,81.39187570652533,10.321351067677114,0
580,580,79.96526750999368,10.434038585358707,0
581,581,81.09770489310216,10.9193493091081,0
582,582,81.04546560894278,11.903298074774995,0
583,583,,,0
584,584,81.13303765585053,12.451752627397553,0
585,585,81.39686628052112,14.639447712140168,0
586,586,79.57012918913605,13.806181437098303,0
587,587,79.13462454800609,13.977014597697064,0
588,588,80.49617944114414,13.527434660959244,0
589,589,80.08183303153388,13.647922514932986,0
590,590,78.00301206544341,13.85132655965819,0
591,591,79.29848467514262,13.553796109713858,0
592,592,77.39525487615256,13.09809084290464,0
593,593,79.65672323869717,13.223928452490298,0
594,594,77.43533173404973,13.288402384019008,0
595,595,78.66739526100804,12.500051541965888,0
596,596,81.09872868541979,13.557119822550078,0
597,597,79.1673777856233,12.97898756109916,0
598,598,79.10836979438332,13.410659065865708,0
599,599,78.29885104310603,12.86259377993224,0
600,600,77.09437402938107,13.164403432982539,0
601,601,75.74448696543544,13.568887521591563,0
602,602,79.16785004517075,13.032549997925742,0
603,603,78.76499894718916,13.95161558237146,0
604,604,76.59840810825975,14.495307612224678,0
605,605,74.18018220627977,14.499692705719788,0
606,606,76.20831062412282,14.273815257445136,0
607,607,78.5815714842488,14.925176083328864,0
608,608,78.87466753719679,15.064544279298019,0
609,609,78.32581474592675,15.094611069053684,0
610,610,77.80909892069525,14.99672633988476,0
611,611,78.6327967835515,15.951355915916366,0
612,612,75.59555584361243,16.393568639777897,0
613,613,75.27456291880188,14.737990687424599,0
614,614,75.47098475926504,15.991634476923224,0
615,615,74.37966343622196,15.077204377517376,0
616,616,76.89826087429066,17.10640636037499,0
617,617,,,0
618,618,78.02316967089794,16.871142828107025,0
619,619,76.86910603973999,17.129455040791697,0
620,620,76.81022206660913,18.027316134185583,0
621,621,76.128215841985,20.651000100225446,0
622,622,,,0
623,623,78.44032126041219,18.631601798565583,0
624,624,77.91744277234076,19.783736292106546,0
625,625,78.15306105787016,18.932845941771546,0
626,626,,,0
627,627,79.39658212313302,18.766019912164182,0
628,628,,,0
629,629,76.4709953918208,19.066170248762717,0
630,630,,,0
631,631,,,0
632,632,,,0
