frame,x,y,particle
0,0.0,-0.08260830349342996,0
50,1.0040957629532556,1.0288522304743708,0
100,-0.7222524453925132,1.4890955538145931,0
150,1.6243209062020583,1.4703134570700342,0
200,-5.061373647903878,1.47952372792588,0
250,2.0014811499490293,0.9983538164338768,0
300,2.316491089045172,0.034665976653968755,0
350,,,0
400,1.2416949768784775,0.9206330078331177,0
450,-4.063836472228928,1.0421174677410932,0
500,0.6352159145870644,2.0363618196965376,0
550,1.7174676021273285,1.0048019650419349,0
600,1.500117276541829,1.4871810095219757,0
650,1.827641166398024,0.5031775727211993,0
700,0.9963795953693761,1.5074752810691905,0
750,1.0605412770606222,0.02748520104105978,0
800,1.6646800927091476,0.5237916627772563,0
850,-0.31943284296747265,-0.07774989075846861,0
900,2.002458521175754,-0.026559420410052326,0
950,-4.291325842433082,0.04235345528033463,0
1000,0.5899607021625854,0.9345639450485521,0
1050,1.179856500125652,0.5296504980138366,0
1100,1.246823053696545,0.45550802638896926,0
1150,1.7109942757205374,0.48489363397979446,0
1200,0.699663645718374,0.3925536956111273,0
1250,2.3464463944294778,-0.017017240347030338,0
1300,0.24790710435996743,-0.5525802111932023,0
1350,1.7482532327677518,0.5782323321097635,0
1400,-0.9740711580022889,1.5411041380481834,0
1450,0.4555309236713754,1.5759970455621612,0
1500,-0.010818100221825944,3.0614017425520217,0
1550,,,0
1600,0.658479654040292,0.43217748822556246,0
1650,-3.1245200468192706,1.044685425250691,0
1700,0.8270995960312462,0.5112373409917836,0
1750,-0.7118270768042407,0.8975850312131683,0
1800,-0.0067667710577836715,0.562319518800706,0
1850,-2.3550257136193125,0.029193207239387675,0
1900,-6.047947883970124,1.0478906496553009,0
1950,1.3716304610391603,1.5120553609439469,0
2000,,,0
2050,,,0
2100,0.549522171405215,1.0207943238059443,0
2150,4.861266406895453,0.6014037013936218,0
2200,-0.7659027732042887,1.045670873203079,0
2250,-0.589726952755484,2.0936332330075516,0
2300,1.5582925171027568,1.9480210647710976,0
2350,1.8254748274336237,1.000597283824817,0
2400,-1.284346363007785,-0.004733955323416694,0
2450,2.0394906937527253,0.44850204401345195,0
2500,,,0
2550,1.37686428515579,1.0106270122359433,0
2600,1.5059362834181798,0.5583197672673066,0
2650,3.59201207339396,0.42422970101230817,0
2700,5.253987400650516,0.5776766454141296,0
2750,0.23854669353275426,-0.03282018344347648,0
2800,3.97539447867851,0.392051041712449,0
2850,1.6390929417079292,-0.4529114028969161,0
2900,1.3202213175500503,-0.006870647617091663,0
2950,1.2022907704064494,0.446296053321646,0
3000,,,0
3050,0.3991085219566628,-1.0800158406935338,0
3100,,,0
3150,-3.390988998277294,-0.49476924111357334,0
3200,2.115578711750203,-0.4935889068311212,0
3250,0.5939507017213259,0.5449253262165712,0
3300,,,0
3350,-0.08897664357758117,0.04942176285157984,0
3400,2.110307847953237,0.027955415496876412,0
3450,0.13566055013293976,0.0165007354010811,0
3500,,,0
3550,-1.265516716348344,-0.5851777976020571,0
3600,-0.03818018755472963,0.062110736782216236,0
3650,2.120759425679495,-0.4493187271731074,0
3700,-4.714374680430893,0.5613144925613938,0
3750,-5.055171189006302,0.5304024474732785,0
3800,-0.463873011275723,0.4401918131286493,0
3850,1.71664239378444,0.9792331146664992,0
3900,4.50575204279977,0.13179540965992942,0
3950,-4.771249830190612,-0.5021243147502332,0
4000,-0.29598538539192987,-0.10655574406226265,0
4050,3.5921372251621904,-0.02807851574280562,0
4100,4.7157836528207895,-0.06918356044172924,0
4150,0.5821036110034754,0.028593536427877098,0
4200,-0.4641248510680782,0.5680816719969357,0
4250,0.6712257370463703,2.0274299289256135,0
4300,1.55178286561096,1.471852756832277,0
4350,0.9205936005369608,0.5602769241729106,0
4400,0.3476012641993691,1.4678494217753837,0
4450,0.4094891650543957,1.9808820233094195,0
4500,-0.23731314333062414,1.048236672270889,0
4550,1.117010925251492,0.0024266747377907905,0
4600,,,0
4650,2.1467507549525067,1.0166342348459523,0
4700,4.545782084530032,0.927375341612418,0
4750,-4.828107160132163,1.0262409802096215,0
4800,0.783790334947156,0.46278770717913176,0
4850,,,0
4900,3.079949061332485,0.43591216071556005,0
4950,1.0607780826833277,0.9845480459858891,0
5000,1.5527483769981245,0.471769675362566,0
5050,1.2691744432431733,0.9517154800193453,0
5100,0.1878131454861034,1.4545313652324978,0
5150,2.116963676646037,1.485678223054009,0
5200,,,0
5250,-0.5865129880213544,0.4271051925094582,0
5300,1.1338568056837346,0.428369148070999,0
5350,4.5823118862790295,0.4536881732208542,0
5400,0.4149080680474526,0.941284878178692,0
5450,1.6096348742366047,-0.5292262323475541,0
5500,0.9418174888283772,0.48516859567047277,0
5550,,,0
5600,-0.03258311261095059,0.4502778838447341,0
5650,0.23985954330646564,-0.023488674995945757,0
5700,-0.19364434088478788,0.4800831278395492,0
5750,0.4994823911028732,0.5197534100909138,0
5800,1.0058056923462573,0.46911633427075117,0
5850,2.0602331609236444,0.4845030954169829,0
5900,2.1161839242782037,0.5080618682876832,0
5950,2.430373119520141,0.4785890796686658,0
6000,,,0
6050,,,0
6100,2.117137038342719,-0.5163839389564373,0
6150,1.0412060208415141,0.4989833713921712,0
6200,1.4502995562907302,1.0010160690337955,0
6250,1.458772436024475,1.4715786007019744,0
6300,0.8917124179994858,0.46455811690972837,0
6350,-4.834453949334716,0.02884965027831754,0
6400,1.8903802241533185,-0.036582979500281,0
6450,0.3014061613899912,-0.07749579820506369,0
6500,0.40601584009772296,0.529906733837862,0
6550,0.7271382244140057,0.48359345939809373,0
6600,2.004547639262114,0.4499823389071764,0
6650,1.3245101848604577,-0.48940426134026893,0
6700,0.4393155143656884,-0.504740258161263,0
6750,0.2860888577556011,0.4521866928112104,0
6800,1.639108144622611,-0.5320770821063832,0
6850,0.5143082092016016,-0.07987466807679766,0
6900,-4.87860673961174,0.49756524015271,0
6950,1.6656898531626894,0.49158098069975154,0
7000,1.6031957659274383,0.011424974342077121,0
7050,2.543320767165767,0.49794284580022463,0
7100,1.6699601277898353,0.9559594711636521,0
7150,1.8332730051880617,0.4838920698819891,0
7200,2.1412096398599374,0.5070189265036618,0
7250,1.3810202563069538,0.4771076545917765,0
7300,,,0
7350,1.2891953777560445,0.9777945148206868,0
7400,2.8097924205379456,0.4869094049790874,0
7450,,,0
7500,1.067238249259617,-0.49193254540105613,0
7550,,,0
7600,1.2313085750693915,0.02499220645856326,0
7650,1.1818988252425981,0.4605248790525991,0
7700,1.1538745041081029,0.5199596156450639,0
7750,1.268403441436675,0.4905127689397091,0
7800,1.3287644654441237,-0.011657486320473254,0
7850,0.6671092478737819,0.4784036550749988,0
7900,,,0
7950,2.4353596996460567,0.5280031300635244,0
8000,2.153880981667811,0.5133175084710899,0
8050,-0.22145445966125976,-0.9798234678655717,0
8100,-0.09893390207960806,-1.5976584304825678,0
8150,-0.6349494287411517,-0.5426400848823789,0
8200,-0.08238398969808713,-0.04073762139802284,0
8250,1.0613941444122474,0.994861694561223,0
