x,y,frame,particle
12.280163691090545,2.9498476620148546,0,0
13.302216673809273,3.2017241486395633,1,0
11.906004086778818,2.9324811964697908,2,0
14.761391574200454,-7.357334590438245,3,0
13.28343020815709,2.4351687064587453,4,0
14.875463837221819,-14.058222037655545,5,0
17.211118593839,-11.004216250209545,6,0
18.64229507924764,-13.72835248126482,7,0
16.050048986016726,-13.153534643444,8,0
14.411760515468181,-13.719484351233183,9,0
20.30220525542573,-11.026006946295546,10,0
21.19315396490309,-9.790454252656183,11,0
17.181029070460273,-18.889529155627454,12,0
23.803066444248728,-8.85639639123591,13,0
20.624984857983545,-7.144263792554409,14,0
21.139579039250364,-11.260388787613454,15,0
26.102275789287727,-20.30962378950209,16,0
24.04947297466073,-10.885991959105729,17,0
22.56134850137118,-12.125757169067182,18,0
25.91009085399927,-18.75249124053518,19,0
25.316893344685727,-17.26450131750927,20,0
24.49624218937945,-15.921304195480637,21,0
23.57962961917891,-15.815512129879092,22,0
18.185875387605638,-19.656601924443184,23,0
21.65071660911891,-14.867957540777999,24,0
27.62283728560973,-14.412492969544909,25,0
25.651337749960817,-12.840691087654909,26,0
20.449078849858182,-13.486918409635637,27,0
14.84500266676509,-13.991853527853909,28,0
17.35478695669709,-16.170393410279637,29,0
17.511453293025546,-23.50570446159891,30,0
14.729206912783727,-14.547119317525272,31,0
21.358322779883544,-15.283945015758636,32,0
28.263457194001273,-13.556347782663636,33,0
21.368868219272727,-18.235427132489544,34,0
24.698774189678364,-12.164010886669727,35,0
24.59829011864082,-12.685608089587364,36,0
24.266956231633454,-16.042917968002364,37,0
26.709242967411274,-14.944856682679,38,0
24.706082212326546,-14.129044025303727,39,0
24.464402817790184,-21.371955583392726,40,0
24.892954517667725,-16.873906930164,41,0
28.74988125742136,-22.78891870332991,42,0
25.160620142130185,-21.576439955166272,43,0
20.507980527018365,-20.146221450022,44,0
22.84618761562909,-21.315050110232363,45,0
26.51116490845464,-19.289217861041458,46,0
22.035357274899365,-17.52511978247473,47,0
23.563497858465908,-20.79549362118418,48,0
20.460204096763,-18.134016415903638,49,0
21.985823040667544,-23.464990837707543,50,0
23.505669833222637,-21.029082211479455,51,0
23.70026272463191,-23.272919730280183,52,0
22.92730995326291,-23.280142479468363,53,0
24.50578503604182,-23.65616476194918,54,0
22.142505723882728,-22.769707312123543,55,0
20.067362963525092,-26.236899008233273,56,0
22.704729346094997,-25.230525801553,57,0
29.181741852473998,-30.186219838376182,58,0
34.87320084849063,-24.029190845429365,59,0
28.825689634964363,-17.292151423471275,60,0
44.36634889282764,-19.49322321582082,61,0
26.658283367055272,-17.05942559950709,62,0
26.278550126650362,-20.207754476715362,63,0
27.800442050608726,-14.744982326324092,64,0
23.654365625656816,-15.622808539736637,65,0
20.03614080675082,-8.311001291169573,66,0
24.42450829499182,-24.704379195243273,67,0
26.464061232263365,-10.216856028250092,68,0
26.576352448740817,-14.104177494365365,69,0
27.232131890360545,-15.462014013247638,70,0
24.891270248687363,-20.094297300050727,71,0
21.829937826909728,-17.330911493064182,72,0
26.06877076697091,-21.74459432778291,73,0
26.818113254750454,-19.031875724093638,74,0
29.176285785913453,-20.57671423916418,75,0
22.402463666523637,-18.344565996356366,76,0
26.298108551395455,-15.33303766716609,77,0
26.092323213507544,-16.804440632310545,78,0
26.684294868800183,-17.685746004284365,79,0
33.222442260710004,-22.09774554476864,80,0
27.04112302065582,-21.657857516071363,81,0
25.705062029738365,-17.377131983413456,82,0
22.68255505241727,-17.24527806096491,83,0
27.531725819411363,-18.325143499839456,84,0
25.232190327386,-14.231941345984728,85,0
20.741311494767636,-17.868992240562637,86,0
25.213100306608546,-19.88532297577991,87,0
24.716615430070547,-15.396908249043454,88,0
23.283264602766,-23.56813871550818,89,0
23.67841399697945,-21.525759762351,90,0
25.708426838097182,-22.299636539653456,91,0
25.973235756391453,-18.466879978047363,92,0
30.321730846993727,-19.50017794106691,93,0
24.990534559177455,-19.17978844625582,94,0
24.63360743377282,-17.48141899298591,95,0
25.53079504190191,-22.96645521277691,96,0
23.07474969255073,-17.703910423604363,97,0
17.809590873984636,-22.35064809312627,98,0
20.55739204705709,-24.872098390764272,99,0
21.02266644155436,-16.060549997972455,100,0
24.285913850131816,-22.933615450148,101,0
22.05187977415309,-22.971265278562363,102,0
18.23727170432164,-28.723038367190362,103,0
18.93100576677391,-25.64973124431918,104,0
24.780367280984002,-21.275663441503365,105,0
24.49810034293182,-18.97650059471791,106,0
20.77815356778955,-17.277097747274457,107,0
22.588712910773452,-20.90648635822764,108,0
14.656285460564455,-23.76616787759618,109,0
14.724939531425909,-20.962368224289634,110,0
16.20442902862773,-19.68032559633227,111,0
21.724700281207635,-22.843469386592183,112,0
27.50997434881409,-22.920809724867272,113,0
19.22801988103327,-22.58679018405327,114,0
22.393910858605093,-24.231625654909635,115,0
22.591920852563273,-23.755285038555183,116,0
18.277673851164817,-27.336771463370546,117,0
20.070385715776816,-25.96071257435055,118,0
19.891922768296727,-24.086640056112728,119,0
21.13138582083682,-26.56677284770654,120,0
19.76073605030691,-26.90241082432627,121,0
21.677654623715,-22.874035629728183,122,0
20.63447522963209,-24.734929360442273,123,0
21.113349300965726,-28.263587642113364,124,0
23.572960816879,-24.883438626214726,125,0
21.16379030290427,-20.849008030973547,126,0
20.977164303982818,-27.566194342260818,127,0
21.824405496001,-24.269388237633454,128,0
21.230538729795366,-22.91359752600091,129,0
19.043821527279636,-25.997079049297543,130,0
18.89267642558527,-24.983869928673,131,0
17.975441509306453,-27.104142219878362,132,0
16.80571359368509,-27.224077973979636,133,0
22.208471170611816,-26.802796069121726,134,0
20.899684922341816,-26.74104529725318,135,0
21.62367887711973,-21.961470907876727,136,0
18.982861219163365,-24.012931139937272,137,0
20.522674553293726,-27.168903221289728,138,0
18.51171993917627,-28.992822245188,139,0
21.240902373264728,-27.95042992983709,140,0
19.18624627972218,-27.574959317673546,141,0
18.550493196918456,-29.09814484358609,142,0
15.000827465937544,-27.836013366849997,143,0
19.34435162458291,-30.32878900596855,144,0
16.376525306608002,-26.196427320526546,145,0
21.796514953863,-25.67627995341691,146,0
22.69165969152391,-27.035498367168092,147,0
