x,y,frame,particle
-31.150021094450274,-20.165425599781816,0,0
-24.535682220527637,-25.503617875695454,1,0
-27.368823106219818,-34.77760338078028,2,0
-21.990037409259184,-23.878104885542637,3,0
-21.155677514659455,-32.95632043122118,4,0
-13.85670406026082,-24.742144758784363,5,0
-18.521086660998364,-32.467919920592,6,0
-14.228111644608727,-36.623641431081175,7,0
-16.19968958020609,-37.97340716638946,8,0
-14.515957661396909,-35.10820542935918,9,0
-14.514879000864545,-48.55011273091336,10,0
-12.04378385048682,-41.460920277734004,11,0
-5.670420655730273,-44.03329925317018,12,0
-5.9921902865478,-50.58671146149173,13,0
-7.464376794251745,-51.011061692370184,14,0
-8.056522807457581,-55.42785228944346,15,0
-9.41147661812209,-58.108253586126274,16,0
-1.7100496236436544,-55.29303687059618,17,0
2.4353421709632275,-61.025796447118,18,0
-3.044438944826991,-55.87589862431118,19,0
-2.3858868798494455,-62.51470092263864,20,0
-1.3225075349929272,-68.21306183500046,21,0
-0.07632813734200818,-76.94000815214254,22,0
-7.018858103366137,-70.31408910235719,23,0
-11.887722136397546,-65.28374273825872,24,0
-9.712404394743091,-65.67350168858827,25,0
-10.130930831689273,-73.71376576340253,26,0
-7.500313205165245,-62.192945959314,27,0
-6.127488650118664,-58.25676031995409,28,0
-8.093944473442509,-52.57176111926054,29,0
-8.529435177567827,-61.78501528462364,30,0
-10.441001453132817,-53.53298365528491,31,0
-14.327362878259,-51.30769875012491,32,0
-8.319177026931518,-45.46429981766764,33,0
-15.910643099580092,-51.252216159312276,34,0
-24.062491163035542,-54.21337069969945,35,0
-7.458548449007627,-54.91780426962446,36,0
-5.115173942458273,-49.33075692012818,37,0
-13.453389907368818,-42.901646303301,38,0
-10.708444236310363,-49.92151250346428,39,0
-8.79592185849071,-47.967488641242085,40,0
-8.903522254773891,-47.205029665305275,41,0
-11.473800328379454,-48.50948428154864,42,0
-16.468509756254,-43.58844048658655,43,0
-6.468594022469081,-36.02490091981709,44,0
-12.799737657721272,-40.33564952762254,45,0
-12.776570849216727,-42.53178225138309,46,0
-9.060649891120319,-31.151909155760272,47,0
-7.126762323556336,-27.39964251743382,48,0
-7.604923708521509,-31.647455958303546,49,0
-11.299535443352909,-33.62267271536754,50,0
-5.9258772918810365,-33.243375638698815,51,0
-2.4742553675283454,-32.12005614042064,52,0
0.74253812639502,-32.05342501304464,53,0
-1.0968662999333183,-33.18511967861582,54,0
-2.0656770653612,-22.465266573471276,55,0
-1.9667433735056727,-34.213089567352455,56,0
6.327195288707473,-31.164668839791,57,0
10.567839607864817,-24.54904868300009,58,0
16.643524597200454,-26.36619821672718,59,0
4.350281445174191,-23.249556658371908,60,0
10.291024560339,-21.17477924511682,61,0
8.772835250338064,-23.375175220101816,62,0
12.105640359626909,-27.361618066159366,63,0
