frame,x,y,particle
0,,,0
50,3.4338779131872172,-3.5303588997501265,0
100,1.0845990009482307,-8.0219854271202,0
150,,,0
200,,,0
250,,,0
300,,,0
350,,,0
400,,,0
450,-3.3039356952101,-5.375843867619551,0
500,,,0
550,,,0
600,,,0
650,0.6225686000097141,-6.555065435963485,0
700,,,0
750,,,0
800,,,0
850,,,0
900,,,0
950,-2.7131271078089014,-20.973183123599256,0
1000,,,0
1050,-2.553051497192257,-17.021465510258793,0
1100,-0.3615293936620958,-4.557218711516327,0
1150,-2.7131271078089014,-16.53767133046327,0
1200,4.547055245987707,-7.993069222440681,0
1250,-0.10125631762147691,6.251181299338498,0
1300,1.0296541808124857,0.06971169779092179,0
1350,-1.6131271078088787,5.44218546543388,0
1400,4.116740119683044,4.563197043354137,0
1450,-1.6131271078089071,-2.5278920588226583,0
1500,-0.8993646460831712,-4.993971430312342,0
1550,-1.0425754807073417,20.522902446554525,0
1600,,,0
1650,0.08095001649053302,10.981486316160613,0
1700,,,0
1750,,,0
1800,-1.6131271078089071,11.967905221725516,0
1850,1.1382683742320694,-6.5197647807491705,0
1900,,,0
1950,,,0
2000,-1.6131271078089071,-16.97649313849942,0
2050,,,0
2100,2.551105860691706,-16.508349168251783,0
2150,-0.40782208183091484,-22.0029047051965,0
2200,-1.6589585111878478,-12.958556814147613,0
2250,-1.6131271078088787,5.495981902034089,0
2300,,,0
2350,3.10470296414357,9.591937516262846,0
2400,1.6132522692092834,8.505192868603928,0
2450,,,0
2500,-1.6131271078089071,21.919798499609925,0
2550,-0.28006191078509346,33.449275655426504,0
2600,-6.013127107808884,39.22879093879945,0
2650,-11.139096956758522,54.702977318495726,0
2700,,,0
2750,,,0
2800,,,0
2850,,,0
2900,,,0
2950,-10.560196474227041,48.164910542433006,0
3000,,,0
3050,-7.715029069308457,48.49416536014729,0
3100,-3.8131071078088894,45.59528635059172,0
3150,,,0
3200,,,0
3250,,,0
3300,-9.873987582347922,42.631965117601595,0
3350,,,0
3400,,,0
3450,,,0
3500,,,0
3550,,,0
3600,-10.413107107808884,11.47607219842439,0
3650,,,0
3700,-6.013127107808884,-0.608712184995909,0
3750,,,0
3800,3.236060331239628,-11.07608940157266,0
3850,,,0
3900,,,0
3950,,,0
4000,,,0
4050,,,0
4100,,,0
4150,,,0
4200,,,0
4250,-2.7131171078088983,0.03318521137359198,0
4300,0.19350009706448645,-5.061217611967095,0
4350,-1.6131271078089071,-6.046800245227416,0
4400,,,0
4450,2.07949123064256,-1.9705368010796462,0
4500,-1.6131271078089071,-7.505764693796948,0
4550,0.5868628921911068,2.5239433068880146,0
4600,3.876530975450976,4.434253685252088,0
4650,,,0
4700,2.2280112014436213,15.947019742672097,0
4750,,,0
4800,,,0
4850,-3.8131071078088894,24.45979490244912,0
4900,,,0
4950,,,0
5000,,,0
5050,-2.689873434270396,22.034953097472766,0
5100,-2.7131171078088983,16.09373290828097,0
5150,,,0
5200,,,0
5250,,,0
5300,,,0
5350,,,0
5400,,,0
5450,,,0
5500,,,0
5550,,,0
5600,,,0
5650,3.7308400811738807,16.46495119455983,0
5700,,,0
5750,,,0
5800,,,0
5850,,,0
5900,,,0
5950,-1.3724761503067384,5.970037352279007,0
6000,,,0
6050,,,0
6100,,,0
6150,,,0
6200,,,0
6250,,,0
6300,,,0
6350,,,0
6400,,,0
6450,,,0
6500,,,0
6550,,,0
6600,,,0
6650,,,0
6700,,,0
6750,,,0
6800,-2.7131171078088983,-11.000551882813255,0
6850,,,0
6900,,,0
6950,,,0
7000,,,0
7050,4.21036834785059,0.8381214929263479,0
7100,2.734862127398685,8.02284560017992,0
7150,2.8945178016061845,-1.0488898929039578,0
7200,1.0473606152363004,7.659315848663169,0
7250,,,0
7300,,,0
7350,,,0
7400,-2.71312710780893,-12.914218185613294,0
7450,0.714587008804358,-9.967719031659641,0
7500,5.981600577280005,9.532179844172958,0
7550,0.7822278944132677,-3.4919732997602466,0
7600,2.7875628774806387,4.92339192736992,0
7650,-0.513137107808916,-0.5010131224286738,0
7700,3.826107545839079,3.481231896608989,0
7750,2.8741464973214192,11.885062509588522,0
7800,-0.7818578408592884,17.028230416197033,0
7850,-3.4811515738880416,24.015724246193486,0
7900,,,0
7950,-0.6003278763245135,28.893155577753618,0
8000,-2.353526135519189,13.019601219336778,0
8050,,,0
8100,,,0
8150,3.397772864922672,-3.9423321538660616,0
8200,-15.306313379908715,5.034167375628414,0
8250,-1.8584861560780155,-14.520123709094008,0
8300,-3.8131371078089273,-23.520615425027103,0
8350,-1.7939155623511738,-28.023913231387553,0
8400,1.3229427267145297,-23.066462272237857,0
8450,-6.650104963278238,-27.040190899643846,0
8500,,,0
8550,,,0
8600,,,0
8650,,,0
8700,,,0
8750,,,0
8800,,,0
8850,,,0
8900,,,0
8950,,,0
9000,,,0
9050,,,0
9100,,,0
9150,,,0
9200,,,0
9250,,,0
9300,-4.991438895196666,-19.479412653010684,0
9350,,,0
9400,,,0
9450,,,0
9500,-0.7402542332099529,-17.986710277250097,0
9550,4.012791376222708,-15.530350271481893,0
9600,-3.8131271078088957,-20.90788455598556,0
9650,-2.713127107808873,-27.57477234484159,0
9700,-0.8088253643849725,-27.224644851675578,0
9750,-2.140699078900184,-33.15879423428126,0
9800,-4.506570292162678,-35.59922789817119,0
9850,-0.963025921704741,-26.12070722225465,0
9900,-1.4082990637859893,-30.484603362809253,0
9950,-2.442458338405629,-31.933898316891316,0
10000,1.846589277759108,-21.98443969185243,0
10050,,,0
10100,,,0
10150,,,0
10200,,,0
10250,,,0
10300,,,0
10350,,,0
10400,,,0
10450,,,0
10500,,,0
10550,,,0
10600,0.13093845677161653,25.29019829982292,0
10650,,,0
10700,-3.8131271078088957,20.513035742528615,0
10750,0.5868728921910815,11.576168021314544,0
10800,1.2795087767753444,19.508099091766127,0
10850,0.2972653984923568,16.5043891922312,0
10900,,,0
10950,,,0
11000,,,0
11050,,,0
11100,,,0
11150,,,0
11200,,,0
11250,,,0
11300,-2.8452136943960227,28.501528879557924,0
11350,,,0
11400,,,0
11450,,,0
11500,,,0
11550,,,0
11600,,,0
11650,,,0
11700,-3.8131271078088957,23.452322316647894,0
11750,-2.984342747528217,32.99973200809768,0
11800,-6.766040180954576,23.545770596664227,0
11850,-3.8131271078088957,27.94590724876312,0
11900,,,0
11950,,,0
12000,,,0
12050,-4.108480062055435,33.469448453647175,0
12100,,,0
12150,,,0
12200,,,0
12250,1.276159197161519,18.174130284925553,0
12300,-0.513107107808878,13.908091682896327,0
12350,0.5868728921910815,12.452880113683364,0
12400,,,0
12450,,,0
12500,,,0
12550,2.4304114124902867,20.5333416175892,0
12600,,,0
12650,-1.6131271078089071,8.379304469188838,0
12700,,,0
12750,,,0
12800,,,0
12850,,,0
12900,,,0
12950,,,0
13000,,,0
13050,,,0
13100,,,0
13150,,,0
13200,,,0
13250,,,0
13300,,,0
13350,,,0
13400,,,0
13450,,,0
13500,,,0
13550,,,0
13600,,,0
13650,,,0
13700,,,0
13750,,,0
13800,,,0
13850,,,0
13900,,,0
13950,,,0
14000,,,0
14050,,,0
14100,,,0
14150,,,0
14200,,,0
14250,,,0
14300,,,0
14350,,,0
14400,,,0
14450,,,0
14500,,,0
14550,,,0
14600,,,0
14650,,,0
14700,,,0
14750,,,0
14800,,,0
14850,,,0
14900,,,0
14950,,,0
15000,,,0
15050,,,0
15100,,,0
15150,,,0
15200,,,0
15250,,,0
15300,,,0
15350,,,0
15400,-5.524906702189583,41.44293167646404,0
15450,-3.2799150103981276,36.489409412556995,0
15500,,,0
15550,,,0
15600,,,0
15650,,,0
15700,,,0
15750,,,0
15800,,,0
15850,-4.58080643439763,33.54945461149023,0
15900,0.6213330011476899,32.456581967945795,0
15950,,,0
16000,-6.691578242666765,41.613599680940865,0
16050,,,0
16100,,,0
16150,,,0
16200,,,0
16250,,,0
16300,,,0
16350,,,0
16400,,,0
16450,,,0
16500,,,0
16550,-6.013107107808878,29.983657896445635,0
16600,-7.113127107808907,33.402058401517735,0
16650,-3.813127107808924,34.54960691680881,0
16700,,,0
16750,-1.526527722171295,33.91203392771496,0
16800,,,0
16850,,,0
16900,,,0
16950,,,0
17000,,,0
17050,,,0
17100,,,0
17150,0.4325343988035115,28.93342056991071,0
17200,,,0
17250,,,0
17300,,,0
17350,,,0
17400,,,0
17450,,,0
17500,,,0
17550,,,0
17600,-4.032090759802628,32.34986113387424,0
17650,-2.840167994929601,42.78637654673676,0
17700,-8.213127107808901,44.47960709080141,0
17750,-2.7131271078089014,25.038942384237515,0
17800,-2.607840364131789,37.44782724764326,0
17850,,,0
17900,,,0
17950,-3.385663837051112,37.14893310103352,0
18000,,,0
18050,,,0
18100,2.019165994035035,19.487110736253186,0
18150,-4.913107107808884,29.482101427382503,0
18200,,,0
18250,-2.4388251109910755,5.299972757161555,0
18300,-1.2033617796901979,12.019771683635895,0
18350,-3.919214064565409,5.4019089179939215,0
18400,,,0
18450,-8.213127107808901,25.3600313772603,0
18500,,,0
18550,-4.913107107808884,26.014087057391436,0
18600,-4.9131271078089185,19.277247684440965,0
18650,-0.21945588953312267,3.8308909530684048,0
18700,3.5637875126938354,4.4856348820800065,0
18750,2.079385390251275,2.553947703911632,0
18800,-6.013107107808878,8.402812570603146,0
18850,,,0
18900,,,0
18950,,,0
19000,,,0
19050,,,0
19100,,,0
19150,,,0
19200,,,0
19250,,,0
19300,,,0
19350,,,0
19400,3.7996821236754954,7.897727914903811,0
19450,7.017225286755945,-3.557221616479751,0
19500,,,0
19550,2.051527440526826,-11.48102616226629,0
19600,-3.813127107808924,-13.23259188997443,0
19650,-4.913107107808884,-18.955979934076566,0
19700,4.652674075225548,-10.497887128438265,0
19750,,,0
19800,1.4976923506505955,1.9551458727320892,0
19850,,,0
19900,3.613955314979904,-0.005844130721783358,0
19950,2.778851969246375,-18.995910778355693,0
20000,1.457548402639219,-12.796907154701955,0
20050,7.711343205611371,1.9971657624167847,0
20100,,,0
20150,,,0
20200,,,0
20250,,,0
20300,0.24426720605399055,13.12721820585918,0
20350,,,0
20400,-2.403487686008475,15.641127816079518,0
20450,2.1166762654065963,12.554011804646478,0
20500,2.3815611713632165,-12.421585318730479,0
20550,3.626306567005315,-13.492797220411887,0
20600,0.28617982577691237,-16.265565783732768,0
20650,,,0
20700,-6.986590616714608,-32.528856254413,0
20750,-5.999460803112072,-38.991620990442044,0
20800,-12.613127107808907,-45.491496613860676,0
20850,-10.148902682669387,-47.1889006207025,0
20900,-6.583219887313078,-40.64009220870983,0
20950,,,0
21000,-9.365407087825673,-25.87741005321746,0
21050,-5.403722402509175,-27.516106833347408,0
21100,0.2939463619836147,-19.397470969543917,0
21150,1.655188027215786,-24.512052068067874,0
21200,,,0
21250,-0.8387553969093346,-23.02443843510352,0
21300,-0.8013822651612088,-23.90076205992912,0
21350,-1.6131271078089071,-33.37569800145698,0
21400,2.7107729755541072,-18.988148313290367,0
21450,-4.913107107808884,-22.088125320753534,0
21500,,,0
21550,,,0
21600,,,0
21650,-3.3653478499641096,-34.92562489165746,0
21700,,,0
21750,-0.770302672231935,-31.911649864864444,0
21800,,,0
21850,,,0
21900,,,0
21950,-0.7575780320865135,-23.5240531238683,0
22000,-2.8784068643218745,-36.55525041100162,0
22050,-9.313127107808924,-31.27771633358961,0
22100,-4.940110647164886,-18.999229473491198,0
22150,-1.6131371078089387,-14.107795859792702,0
22200,-3.8233354466176763,-20.455975712110984,0
22250,,,0
22300,,,0
22350,,,0
22400,,,0
22450,,,0
22500,,,0
22550,,,0
22600,,,0
22650,,,0
22700,-0.5131271078089128,-17.54517870293631,0
22750,,,0
22800,,,0
22850,,,0
22900,,,0
22950,,,0
23000,1.622158592792374,-11.02632000597589,0
23050,-1.2153742527657982,-17.520374803554773,0
23100,,,0
23150,,,0
23200,,,0
23250,,,0
23300,,,0
23350,,,0
23400,,,0
23450,,,0
23500,2.4226776467999684,-14.462225126976705,0
23550,2.1385608372219167,-17.492449463725933,0
23600,-0.17340155714305183,-6.500207102422706,0
23650,1.6868928921911106,-7.463816645635205,0
23700,,,0
23750,,,0
23800,,,0
23850,,,0
23900,-0.5131271078088844,-6.083116117579408,0
23950,6.712334528714564,-4.948492738328611,0
24000,,,0
24050,,,0
24100,,,0
24150,,,0
24200,1.6868728921910758,-4.010137199552219,0
24250,-0.13107455164384874,1.05943624187492,0
24300,,,0
24350,,,0
24400,,,0
24450,,,0
24500,,,0
24550,,,0
24600,,,0
24650,0.06494484007066603,-6.4296060767980805,0
24700,,,0
24750,,,0
24800,,,0
24850,,,0
24900,,,0
24950,,,0
25000,,,0
25050,,,0
25100,,,0
25150,,,0
25200,,,0
25250,,,0
25300,1.6653490216335172,11.023957642854498,0
25350,-2.06617185116977,18.089286354607992,0
25400,0.34948141554673384,29.995532579291307,0
