frame,x,y,particle
0,0.0,20.946411216182526,0
50,2.89281316231569,7.503756958286829,0
100,2.9456467166183415,22.500475350184274,0
150,5.073658863163416,23.46017312810102,0
200,3.3462684284123156,20.047697736047326,0
250,-0.9952582229204836,-1.0328447193504076,0
300,1.8294017852347224,-12.482261407076464,0
350,2.3258808866933123,3.417496041410402,0
400,5.132941090293627,3.767801333128432,0
450,-1.9162318184727383,-8.44746752088281,0
500,,,0
550,5.423300668685158,-28.479815475079135,0
600,4.12994595432599,-8.96204414372039,0
650,,,0
700,5.59636440223403,-8.308458956086213,0
750,,,0
800,6.502464303923944,-3.787422528849959,0
850,6.176290486889684,-10.666189039633366,0
900,6.86917888772291,-15.03773540554647,0
950,5.6623536895307325,-6.174180482401653,0
1000,1.3143688465784749,-7.509192522252192,0
1050,6.9466007939698216,-1.6625588144029848,0
1100,3.386406548128548,-5.00502404841086,0
1150,2.737295969960826,-3.5091925222521922,0
1200,5.615723964783626,-11.51458031005916,0
1250,5.744329851408509,-12.469053246831947,0
1300,5.990889569835986,-11.513985428521778,0
1350,3.767561914783869,-22.379832191210255,0
1400,3.281076483699792,-4.477177511045852,0
1450,6.131266139974173,4.965300421889424,0
1500,4.002300295603106,8.450561070239814,0
1550,6.840922583001941,-6.509192522252192,0
1600,0.6482271981890904,-4.9749329729877445,0
1650,1.7094837599474317,-7.9718626826017385,0
1700,3.750986534683193,-14.055341652928519,0
1750,5.576833040139661,-7.482261407076464,0
1800,6.165544816314821,3.4914411906205487,0
1850,6.6534605052816005,2.934935380631657,0
1900,3.288732795029034,0.03853633488762398,0
1950,5.373475030944803,-10.89123772520702,0
2000,4.367232862847686,-19.952241157916376,0
2050,6.210343867835718,-15.01949057641599,0
2100,5.709792797341038,-9.102216106580272,0
2150,2.326155499716833,-5.509192522252192,0
2200,-1.9952582229204836,-11.394286866681398,0
2250,7.229103608982086,-1.0803516900274985,0
2300,5.398600644728731,-7.530861635632732,0
2350,6.262022520459311,-6.509192522252192,0
2400,2.037572358821933,13.721771038088434,0
2450,6.844329851408531,10.963630217468562,0
2500,6.165544816314821,-0.9981600849047254,0
2550,5.869354513716246,8.326734366841436,0
2600,5.445328896689205,5.560693231777407,0
2650,6.85397985245055,-4.410577371749582,0
2700,5.011362833336307,-3.0507774925763442,0
2750,3.361085299111096,-7.190336770199565,0
2800,6.32797498295281,4.393799762540766,0
2850,5.373475030944803,5.412351634751872,0
2900,7.053888093378021,9.018132060173286,0
2950,4.71875680140073,-1.3549345855478805,0
3000,6.127758131456005,4.974550820200534,0
3050,1.307736550959703,18.516808190859763,0
3100,4.300705985368211,-7.683520021543586,0
3150,5.298600644728708,2.4411612594603866,0
3200,8.136207929741943,5.236215656181571,0
3250,3.337829994256026,9.040436039277097,0
3300,4.92477521742552,7.053082861555424,0
3350,4.216216000455802,8.003375316621316,0
3400,5.877379039071229,-0.1600441487460671,0
3450,5.170797244230926,-3.4822614070764644,0
3500,7.273599849442064,1.216313706841845,0
3550,0.5033813540166534,12.278533022806869,0
3600,3.9738418488192337,28.499949415030585,0
3650,3.0759526416325684,27.944709153875237,0
3700,-0.15887867670505784,37.5382341844803,0
3750,-1.791171265931382,37.441243707368244,0
3800,2.655178029189983,33.97280148749775,0
3850,4.718610563027539,31.010352366487894,0
3900,5.466929443090123,28.81865520467403,0
3950,1.207621029185134,12.491722758747358,0
4000,-1.9952582229204836,12.025377261438791,0
4050,6.063209606429837,6.491722758747358,0
4100,5.95529289662295,3.2561054415382955,0
4150,6.610455843917293,-9.994914417175437,0
4200,5.718610563027539,-5.999845025085847,0
4250,1.8003375003973474,5.490807477747808,0
4300,1.0547871469423171,9.632583414930082,0
4350,5.771790117526791,-2.6385815522195344,0
4400,4.713132888259452,-7.509192522252192,0
4450,1.258561120961815,-6.4862164101291455,0
4500,3.945815500315973,-10.896744286023193,0
4550,5.273658863163462,-18.50654761097411,0
4600,4.0979506863236566,-19.994173453686926,0
4650,3.8406388545685672,-19.700356600824307,0
4700,4.74939500479104,-17.99094911349897,0
4750,2.8506766513376647,-0.5091925222521922,0
4800,5.770853567959193,-4.483099956951264,0
4850,7.2378400269705025,-2.480300136345761,0
4900,5.623900200305286,5.038077040568908,0
4950,7.343335108434815,4.934697466601847,0
5000,6.262271180686525,13.490807477747808,0
5050,3.1974948750935255,5.517738592923536,0
5100,2.4988898584110757,1.9819395125570054,0
5150,6.332430411978066,-8.486451403378226,0
5200,6.158872096568189,-3.5168047965831875,0
5250,6.089988414955883,-2.832265227167966,0
5300,5.5560879509275765,-3.998654557969928,0
5350,5.812422880312454,-8.7111802957632,0
5400,-0.8952582229204609,-12.003025135176017,0
5450,2.8772624863234455,-1.9400593403623816,0
5500,7.190811134626415,1.388687902316235,0
5550,2.678267248088332,2.0346410744797936,0
5600,6.100814119394045,10.99205037023006,0
5650,5.9584789020275934,9.427558825553092,0
5700,6.273961628029667,0.9383960367613895,0
5750,6.3299459543260355,0.9705902143917342,0
5800,5.133230249810936,-10.00331601307522,0
5850,4.7285773966037254,-16.508277241252642,0
5900,5.771724508917316,-19.088706606558333,0
5950,0.7626111205536859,-22.003970070502817,0
6000,4.254983994030738,-13.631463132268493,0
6050,-0.4269687922708272,-7.039138910606141,0
6100,3.754585220976537,-19.425493849628424,0
6150,3.162237056630829,-34.53231412567959,0
6200,2.865954958893383,-38.362505886218344,0
6250,5.011362833336307,-18.076793326752522,0
6300,0.0849112371986962,-24.76688040792294,0
6350,4.858478902027571,-3.571525893447358,0
6400,2.4687437064565643,5.496697570580238,0
6450,4.6186105630275165,9.972177870007272,0
6500,2.3385443356806945,6.014148375050354,0
6550,3.8648376812143965,4.566375809195904,0
6600,0.20472177707949868,5.433131648885649,0
6650,2.011420337971799,10.629838579902184,0
6700,3.0851941296425593,-4.508277241252642,0
6750,1.409768903613326,2.9679269747459216,0
6800,6.774083804415227,9.918022532769726,0
6850,5.026603265287122,14.975942224500557,0
6900,7.365524816314803,16.46451007544482,0
6950,4.677289953234549,13.548284753366318,0
7000,-0.8952582229204609,6.976454193077245,0
7050,5.111066222264867,5.005281612031979,0
7100,0.10474177707953913,1.9671552806495924,0
7150,3.9469325723716793,12.02950091916506,0
7200,4.61293215247224,14.402894623720329,0
7250,5.236405120959944,16.485084659420636,0
7300,4.735476517952463,18.517738592923536,0
7350,6.639357926812238,2.9512887912945303,0
7400,0.6583498426373353,-1.996624683378684,0
7450,5.774083804415227,9.946927252137982,0
7500,5.7027631687954,5.968725448793236,0
7550,5.287106986279014,-1.6227660801371258,0
7600,6.707731325003294,-5.5865350645681815,0
7650,2.0705889509499116,9.103299186877905,0
7700,4.884780184863132,11.517738592923536,0
7750,6.2312661399741955,-6.498370485429973,0
7800,5.53716107111552,-5.246660846646023,0
7850,-0.09258053110721676,0.35432046374614856,0
7900,5.908625791439874,10.044149431213498,0
7950,7.4299428698632255,6.029725313129461,0
8000,6.723524954824256,-3.5589497960005474,0
8050,2.912067035901316,-6.010514370342037,0
8100,5.6493950047910175,1.973479349994193,0
8150,3.025546976759472,-10.034484205874378,0
8200,7.210343867835718,-3.048395295784246,0
8250,7.008605791439834,-11.033642089811451,0
8300,6.849362023136962,-8.980894139375323,0
8350,1.5385243356806768,-23.012782740125374,0
8400,5.196667086084005,-16.482261407076464,0
8450,5.792983735999371,-12.009722364210404,0
8500,5.721600313037698,-16.040048618151786,0
8550,1.362411348521448,-13.50910995413733,0
8600,5.295659305421395,-7.508277241252642,0
8650,4.6493950047910175,-6.990033832499421,0
8700,-3.0952582229205063,-6.507346236820297,0
8750,5.1157443636006406,1.959489870307948,0
8800,-0.9952582229204836,1.401431676191521,0
8850,2.4378099942559857,-1.9595639607229032,0
8900,4.107983182748512,-9.020368014269195,0
8950,6.3298189056012575,3.3633407317070123,0
9000,6.273658863163462,1.459257847101469,0
9050,5.697082625876419,3.5177385929235356,0
9100,6.136462693085946,4.450750234603333,0
9150,0.5862092170397091,-4.993592916293551,0
9200,7.2124265625519115,-3.05696453372326,0
9250,-4.995258222920484,-1.5666995176800356,0
9300,6.806448145666195,-6.490740799052844,0
9350,2.281076483699792,-11.02816295020267,0
9400,6.333966710232687,-5.418635769599177,0
9450,-1.3705517967968035,-15.469205958742407,0
9500,6.27726988064768,-2.9396931385656444,0
9550,5.905018839775266,11.854349535032895,0
9600,1.704341108173253,14.419881099636314,0
9650,6.162237056630829,10.46768587432041,0
9700,4.655178029189983,12.998817321673926,0
9750,3.4609824182504667,8.511586364758159,0
9800,6.275395895306417,15.435761607843176,0
9850,3.464778055387683,0.4753073328918731,0
9900,0.9448758170789233,-3.454605684544788,0
9950,6.417762538655211,-10.986310438052499,0
10000,5.110343867835695,-14.01857529541644,0
10050,4.841995192258935,-7.508277241252642,0
10100,1.4111753289005264,-8.50910995413733,0
10150,5.70618189829122,-7.950707755142332,0
10200,0.003457563112419848,-2.164380502936126,0
10250,6.201429528795927,-6.081660083674535,0
10300,3.8092169816492856,0.08410832314268646,0
10350,3.2090728618882736,-16.76303601156127,0
10400,7.417602149477204,-9.509192522252192,0
10450,4.65402625639274,7.491722758747358,0
10500,2.968847394403724,-4.272980913464949,0
10550,4.6493950047910175,-15.990033832499421,0
10600,5.507152841970139,-13.979394452405302,0
10650,6.363693504446644,4.1056614042951765,0
10700,3.923822218181897,5.288072296080827,0
10750,-2.7952782229205013,-1.4132026987413724,0
