Name,ro,ri,DA,t2,sat,OD,who
DE_OD150_211220_50fps_exp_1001,16.2378704760152,10.3881076494811,0.69517901600714,6.6903000980791,5.36834637509404,150,0
DE_OD150_211220_50fps_exp_1002,29.9868380059302,16.1264284966481,2.67539483079792,5.13984782953705,13.2511362246387,150,0
DE_OD150_211220_50fps_exp_1003,41.4039578634812,30.5134713466037,0.249866209851072,3.45155216302469,0.863665480471465,150,0
DE_OD24_211220_50fps_exp1,20.6199312728639,5.29150344876521,1.37624758817795,13.3896930022257,18.1242561934289,24,0
DE_OD24_211220_50fps_exp1001,26.491685087755,4.20929806185122,3.46331177024287,20.1104621230346,67.2311533811253,24,0
DE_OD24_211220_50fps_exp1002,18.6816967905199,3.65299394478507,4.31339968920524,20.6505046700515,85.4654807271361,24,0
DE_OD24_211220_50fps_exp1003,27.7720527730307,14.8774957907108,0.224418156086407,3.69632484881601,0.774834698030548,30,0
DE_OD30_211220_50fps_exp1006,14.7602944972744,3.71857127596,2.5134141811168,7.76656467924091,19.9206043056328,30,0
DE_OD30_211220_50fps_exp1008,44.4776691141849,8.87294755300494,8.82663264532642,6.97517919701946,56.6628434872488,30,0
DE_OD30_211220_50fps_exp_1002,13.4626559150058,3.82335107699567,2.3695367394896,7.2414845462236,17.0917595235832,30,0
DE_OD30_211220_50fps_exp_1004,7.60913345382103,2.32783080912309,1.10707128964962,8.6149494089,9.23413510522233,30,0
DE_OD30_211220_50fps_exp_1006,25.0790086187961,5.44358290152521,2.85726263991202,8.86842412346805,26.6216413163443,30,0
DE_OD45_211220_50fps_exp_1,30.6792243823167,14.1634234733422,2.86186197754212,4.02752510328536,11.4360574401781,45,0
DE_OD45_211220_50fps_exp_1001,12.4081009932164,4.86514164001218,2.74310250417707,7.65868784337533,20.5086000035354,45,0
DE_OD45_211220_50fps_exp_1002,16.9168607702821,6.89883585065092,4.43901385273162,10.9129471588684,44.842795513987,45,0
DE_OD45_211220_50fps_exp_1003,24.3080904478312,6.81249012747452,15.4146391780718,6.50051703163337,93.401536886251,45,0
DE_OD45_211220_50fps_exp_1004,36.5126608998965,22.683592963901,0.561312795243022,2.76819117341349,1.51102840114708,45,0
DE_OD45_211220_50fps_exp_1006,35.8172704302117,12.2081962155089,16.719850354869,4.2214785876062,66.972635677473,45,0
Videos_2020201020_DE_60x_od61_70fps_exp_002.mat,19.1744350393045,6.06341714801249,1.73970100656059,17.874004544576,26.7789955484817,60,0
exp_od110_60x_50fps_1003,35.9720245649167,21.6970900302622,1.9053005961722,3.38420436546441,5.76621435515174,110,0
exp_od125_60x_50fps_1,33.0679330233149,8.92854018460932,33.7614710432,3.86052950983275,126.66912636159,125,0
exp_od125_60x_50fps_1001,33.3767211853701,20.1495525715699,2.20475187506086,3.4976625363519,7.80916149294615,125,0
exp_od125_60x_50fps_1002,38.8798345553029,16.2180709067053,22.1693633854647,4.15818369098238,88.1907836298944,125,0
exp_od125_60x_50fps_1003,45.4388780742304,21.3026911252538,5.78736931595514,2.83513682247141,16.1954507505285,125,0
23,24.45,8.5,2.6676659710027,3.96990330036822,9.27092305356715,65,1
24,37,7.7,22.9098816295423,7.14410548797109,153.58954761154,65,1
25,31.7,15.45,1.49377322862539,3.04938621256712,3.92953548448669,65,1
35,23.5,4.75,2.01879310716488,16.9948539813755,32.9788218303882,42,1
37,46.8,13.45,2.6971217886238,3.50822378524977,8.22654598082411,42,1
38,70,10,10.503424653936,3.63160392509251,33.0679509735591,51,1
39,55,10,23.443184138875,3.46191546112812,70.942079547405,41,1
40,54.7,11.6,22.0797246123226,2.41248654841283,43.6819922953525,41,1
41,100.6,25.7,5.86300313712395,6.18280794756717,32.7167564863027,61,1
42,68.75,13.5,20.4523263555901,2.4755602858665,41.2425002019596,61,1
43,50,15,18.2093629855796,5.32477473432278,89.4881429637706,65,1
44,89.55,14,29.3070169922295,3.86176069407834,103.44536946344,65,1
45,128.85,18.85,35.5372210793869,3.39585335704451,104.580098769396,65,1
46,119.9,18.05,51.4341266505595,2.49808147585972,107.411689631005,65,1
48,98.65,12.35,51.145617277137,5.25468478095836,244.439512183898,65,1
51,66.3,7.8,49.618698404113,18.2869095944026,861.135731122878,66,1
52,97.55,9.6,28.8478384558656,28.0719001723339,727.557749269314,66,1
53,36.25,10.55,9.28570569470058,8.52562332855068,75.8200451677713,57,1
56,102.9,13.35,68.5003507925377,3.89351637796414,236.341903620017,57,1
72,88.4,6.15,28.280979010832,16.7920481756139,451.106128760425,50,1
75,68.05,19.7,22.268587306485,3.33972233666998,63.8044578447203,70,1
76,60.5,26.5,9.49269459204505,1.38440170428518,9.58121868740102,70,1
77,66.3,18.55,23.4890533762421,3.37911922012961,69.504567926976,70,1
162,30.04,7.63,3.19712125281008,6.53665825649208,19.5647243166895,38,1
166,33.16,5.995,2.17215883268191,7.97708895328287,16.1831512844071,40,1
168,38.575,14.495,2.24624765246451,2.15333893267815,3.92477568432322,40,1
173,31.841535,6.9564,0.309495133584997,16.5661188820796,4.86125880373266,36,1
174,21.620445,6.24195,0.765012112404118,5.43068307583292,3.69789587287521,33,1
175,21.785775,6.13272,0.580752904288374,6.97808614939222,3.64172363633828,33,1
177,69.64221,8.276235,4.26335524334344,8.88876793796312,36.1161360202419,33,1
178,27.88335,6.746355,0.488451111746657,12.6564441769259,5.87871134156399,33,1
181,19.97721,5.807505,0.279820336890442,11.9992366675788,3.21960387619162,33,1
183,27.723135,6.9564,1.54774154041779,6.95621737370111,9.89366891785707,26,1
184,28.713135,10.71642,1.32531501060734,2.47536339535671,2.74551850527914,26,1
187,39.602145,4.62099,10.0807362415519,26.8267335908487,246.830250595129,34,1
189,26.07627,7.106715,0.56121062835648,13.4664478415818,7.25527650873585,34,1
190,37.454175,6.9564,3.30851350639426,8.80969652924733,27.8011931286527,34,1
191,30.70155,5.30541,1.01003491585861,21.8569185854594,20.5516934131413,26,1
193,27.56061,5.30541,0.438001463450499,20.109845071297,8.32636604780908,26,1
