<x>,<y>,<x^2>,<y^2>,msd,lagt
-0.0027816080929610517,0.0019146152239519197,0.30308329324851235,1.842459348222311,2.1455426414708234,1.0
-0.003437499999999994,0.00578947368421052,0.3269697360251724,2.8379882332243906,3.164957969249563,2.0
-0.005835257566348346,0.005400330042328429,0.32902027875157397,3.230377860018244,3.559398138769818,3.0
-0.008930695285104692,0.007224425765940846,0.3619887918524333,3.4040479027902824,3.7660366946427155,4.0
-0.009636366410688938,0.006218186811967326,0.37791909431376736,3.3364391999034413,3.7143582942172086,5.0
-0.01249337859501114,0.004115900709139584,0.3775607703179614,3.480290902561866,3.857851672879827,6.0
-0.016417910447761214,0.001933671688756731,0.3596447963556383,3.539429342429807,3.899074138785445,7.0
-0.01874750942090819,0.0017907038083504157,0.3095275793608241,3.622805164364999,3.932332743725823,8.0
-0.02126788629668327,-0.0005856843716689675,0.35538074470275455,3.496607780963269,3.8519885256660236,9.0
-0.024750000000000015,-0.00025666275024415576,0.3372745172896733,3.2638677791374113,3.6011422964270845,10.0
-0.02714190093026138,-0.004590982172843426,0.3391498287747892,3.497284610510084,3.836434439284873,11.0
-0.03123411146693406,-0.008093642678149177,0.3631043418553536,3.7009213633296456,4.064025705184999,12.0
-0.03537688161060839,-0.013376882735209254,0.3547532563721777,3.9963004304356624,4.35105368680784,13.0
-0.038573822687136265,-0.015281876941655302,0.3653540989499689,4.182919585878098,4.548273684828067,14.0
-0.04207730923179821,-0.016231930516347155,0.37243589911328145,4.109069698897167,4.481505598010449,15.0
-0.04611110828540946,-0.015555552729853872,0.34974536580591764,4.407934569490302,4.75767993529622,16.0
-0.0497504181886001,-0.01673186844155116,0.3847260477435956,4.3155552339551635,4.700281281698759,17.0
-0.05414526630092314,-0.024749996597702436,0.34131551226616735,4.204529155460281,4.545844667726448,18.0
-0.05792215957254325,-0.027360403251325213,0.3652766143576937,4.21674468310616,4.582021297463854,19.0
-0.0621966027728582,-0.029979658741061975,0.38422536625432135,3.9379518524412127,4.3221772186955345,20.0
-0.06641085846517204,-0.02775212053127323,0.3607106059694786,3.920847678795008,4.281558284764486,21.0
-0.07075169440029432,-0.02955782027471634,0.37056698104078395,3.96495924100793,4.335526222048714,22.0
-0.07237137360710912,-0.030807491737898613,0.38727663618748853,3.984649105627388,4.371925741814876,23.0
-0.07594879801362855,-0.031423204181137344,0.37919246333845136,4.076083680622776,4.4552761439612265,24.0
-0.0783350352751903,-0.033545295128455534,0.3802013994059247,4.098230720676768,4.478432120082693,25.0
