<x>,<y>,<x^2>,<y^2>,msd,lagt
0.0032038834951455685,0.013883495145631088,1.0808941747354266,22.84961650485902,23.930510679594448,1.0
0.0032142857142856513,0.048214285714285744,1.435853571449588,54.371153571428245,55.807007142877836,2.0
0.0010749185667751925,0.0773941368078176,1.6122166123908583,76.66560000001,78.27781661240085,3.0
-0.0032352941176470884,0.09058823529411765,1.6559205882592138,87.40470588236767,89.06062647062689,4.0
-0.006491803278688584,0.08331147540983605,1.7845318033192001,89.28835967214259,91.07289147546179,5.0
-0.016282894736842163,0.07598684210526314,1.8459266447462142,91.63218552632698,93.47811217107319,6.0
-0.031584158415841654,0.0773267326732673,1.7585732673261032,95.27312376237668,97.03169702970278,7.0
-0.033874172185430526,0.11801324503311254,1.6994890728410308,95.70795496689489,97.40744403973592,8.0
-0.040564784053156173,0.1567774086378737,1.619751827265337,95.838874086388,97.45862591365334,9.0
-0.041799999999999976,0.2012999999999999,1.5993780000259479,91.03931100000007,92.63868900002602,10.0
-0.04304347826086949,0.23177257525083605,1.5825100334666444,85.17072642141373,86.75323645488038,11.0
-0.04651006711409391,0.22701342281879186,1.5940328859192814,84.69094530202374,86.28497818794301,12.0
-0.04888888888888883,0.2099999999999999,1.781266666685391,87.72610000000408,89.50736666668948,13.0
-0.04905405405405399,0.20736486486486475,1.9866891892098293,91.50028175676266,93.48697094597249,14.0
-0.05033898305084744,0.21589830508474567,1.8313657627519915,89.96948847458145,91.80085423733344,15.0
-0.050510204081632634,0.2042857142857142,1.8738948979801466,86.13175102041997,88.00564591840012,16.0
-0.05744027303754261,0.20160409556313982,1.688507508550081,85.42777576792426,87.11628327647433,17.0
-0.06215753424657527,0.1819520547945204,1.7457565068815872,88.66884143836796,90.41459794524955,18.0
-0.07257731958762878,0.16670103092783486,1.6660577319818468,91.67471443299729,93.34077216497914,19.0
-0.07168965517241377,0.15134482758620676,1.430345172447891,93.2172734482824,94.64761862073028,20.0
-0.07650519031141863,0.1381660899653978,1.5400494809639496,92.6701318339145,94.21018131487844,21.0
-0.07791666666666656,0.16729166666666653,1.7847500000304233,94.2279937500037,96.01274375003413,22.0
-0.08393728222996506,0.18627177700348416,1.828533449512014,97.72693588851078,99.55546933802279,23.0
-0.08999999999999983,0.1719230769230768,1.8147461538730594,103.38912692309155,105.20387307696461,24.0
-0.0937894736842103,0.15399999999999986,1.8650557895109319,105.26961789474284,107.13467368425377,25.0
-0.09644366197183074,0.11735915492957735,1.8593524647745447,101.85332640845158,103.71267887322612,26.0
-0.10961130742049444,0.08279151943462885,1.6969929328945206,97.28156289753468,98.9785558304292,27.0
-0.115851063829787,0.0901063829787233,1.580594680873109,94.8515138297956,96.43210851066871,28.0
-0.12330960854092499,0.0857295373665479,1.7117839857829846,96.85938042705196,98.57116441283495,29.0
-0.1367142857142855,0.07424999999999987,1.5611592857300172,101.97279321428589,103.5339525000159,30.0
-0.14666666666666653,0.0402150537634407,1.6260838709825043,107.98742580646149,109.61350967744399,31.0
