<x>,<y>,<x^2>,<y^2>,msd,lagt
0.0005641025641025734,0.010717948717948723,4.285737264958712,19.489004615385436,23.77474188034415,1.0
-0.006780821917808208,0.02693493150684932,9.086934246576538,47.59885154109789,56.68578578767443,2.0
-0.013773584905660366,0.0469811320754717,11.960549056607476,71.64646603773694,83.60701509434442,3.0
-0.01795532646048108,0.07219931271477664,14.13431769759631,92.77581443299086,106.91013213058717,4.0
-0.025370051635111857,0.09371772805507746,16.479241996561136,110.45073683304622,126.92997882960736,5.0
-0.03489655172413791,0.10639655172413794,18.138943103451187,123.73879327586339,141.87773637931457,6.0
-0.054715025906735736,0.12481865284974095,18.850504317792176,133.02311588946523,151.8736202072574,7.0
-0.07174740484429064,0.12712802768166093,19.15159948097033,140.24088408304524,159.39248356401558,8.0
-0.09112651646447138,0.1199133448873484,19.422156672447798,143.56666776429995,162.98882443674773,9.0
-0.12069444444444441,0.11038194444444449,19.703505555557463,146.2290461805565,165.93255173611396,10.0
-0.16088695652173912,0.09067826086956526,19.40665339130584,147.11483026086879,166.52148365217462,11.0
-0.19393728222996515,0.08048780487804882,19.29633797909529,145.68585505226517,164.98219303136045,12.0
-0.21289703315881325,0.08120418848167543,19.37032617801267,142.31979877835897,161.69012495637165,13.0
-0.22480769230769232,0.10538461538461542,19.234451923079764,140.75367307692517,159.98812500000494,14.0
-0.23984238178633974,0.13003502626970231,19.27686812609904,143.7799770577946,163.05684518389364,15.0
-0.2599473684210526,0.15670175438596495,19.08163631579087,146.25270000000143,165.33433631579229,16.0
-0.27103690685413,0.17882249560632693,19.185113532515324,146.53331792618596,165.71843145870128,17.0
-0.2893309859154929,0.18959507042253526,18.90360845070706,146.03666813380386,164.9402765845109,18.0
-0.3043915343915343,0.2023456790123457,18.302220987659474,147.32112786596366,165.62334885362313,19.0
-0.3169787985865724,0.22660777385159014,17.89215883392472,150.57624805653748,168.4684068904622,20.0
-0.3212389380530973,0.2713982300884956,17.894507964604855,154.60193557522334,172.4964435398282,21.0
-0.32609929078014177,0.31420212765957456,18.499312411351394,156.39200656028407,174.89131897163546,22.0
-0.3354706927175843,0.363214920071048,18.777931971583005,158.15265239786925,176.93058436945225,23.0
-0.35133451957295364,0.4033985765124556,18.82805213523495,161.04219412811605,179.870246263351,24.0
-0.3549019607843137,0.4233333333333334,19.79456470588574,163.8845352941191,183.67910000000484,25.0
-0.36417857142857135,0.41898214285714297,20.479250000001464,166.11456910714622,186.59381910714768,26.0
-0.3705366726296958,0.4130411449016101,20.3324373881949,164.14091574239805,184.47335313059295,27.0
-0.369426523297491,0.41870967741935494,19.93052150537577,161.47237491039442,181.4028964157702,28.0
-0.3627827648114901,0.42874326750448843,19.939257630162924,160.19885152603183,180.13810915619476,29.0
-0.3523561151079136,0.43366906474820155,20.001234712230758,159.4121899280585,179.41342464028926,30.0
-0.35616216216216207,0.4205765765765767,19.763224324325588,158.69235027027023,178.45557459459582,31.0
-0.3685198555956678,0.4090252707581229,19.6884472924209,160.8283949458496,180.5168422382705,32.0
-0.366003616636528,0.40817359855334556,20.01182459313153,163.28899674502892,183.30082133816046,33.0
-0.3656702898550724,0.4049275362318842,20.025215036234908,164.82847971014638,184.85369474638128,34.0
-0.37072595281306714,0.39887477313974606,20.02637840290478,164.98391724138025,185.01029564428504,35.0
-0.37959999999999994,0.4046000000000002,20.039492000000212,163.48915000000122,183.52864200000144,36.0
-0.3848998178506375,0.4017304189435339,19.559925500912513,162.6993109289623,182.25923642987482,37.0
-0.39604014598540144,0.4028649635036498,18.745130109490255,162.8829797445261,181.62810985401634,38.0
-0.41124314442413157,0.4259232175502744,17.48414606947394,162.8035755027443,180.28772157221826,39.0
-0.4206593406593406,0.4444322344322346,16.336373992677053,162.48974761904827,178.82612161172534,40.0
-0.4291009174311926,0.4400000000000002,16.28069431192985,161.53908513761425,177.81977944954411,41.0
-0.43595588235294114,0.4331250000000002,16.807656250001266,161.0470852941208,177.85474154412205,42.0
-0.4424309392265193,0.4268324125230205,17.333573112342314,161.09099907918986,178.42457219153218,43.0
-0.44405904059040585,0.40143911439114416,18.063424723247767,160.1965435424354,178.25996826568317,44.0
-0.4503696857670979,0.37818853974122024,18.177532532351357,157.83781256931687,176.01534510166823,45.0
-0.45385185185185184,0.3556666666666669,18.137003703704277,153.5364966666671,171.67350037037136,46.0
-0.4608163265306122,0.32122448979591867,18.225518367348275,149.25379183673488,167.47931020408316,47.0
-0.47066914498141266,0.2807249070631973,18.131692565057502,146.03231356877464,164.16400613383215,48.0
-0.4774860335195531,0.2367970204841716,18.0977919925554,143.07571769087684,161.17350968343226,49.0
-0.48432835820895526,0.1847014925373137,18.21659514925672,140.40325298507562,158.61984813433236,50.0
-0.4893457943925234,0.13487850467289744,18.37761570093631,140.90497495327145,159.28259065420775,51.0
-0.4985018726591761,0.09558052434456955,18.880169288389567,141.4551179775295,160.33528726591908,52.0
-0.513470919324578,0.07181988742964378,19.222518574110953,139.47545140713024,158.6979699812412,53.0
-0.5167105263157895,0.06678571428571455,19.650650187969713,136.49248063909695,156.14313082706667,54.0
-0.5280414312617703,0.06007532956685524,20.08766346516021,135.42447608286207,155.51213954802228,55.0
-0.5458490566037737,0.05832075471698138,20.463656981132115,135.2532292452843,155.71688622641642,56.0
-0.5574858223062383,0.05655954631379987,20.66265992438755,135.99526238185223,156.65792230623978,57.0
-0.5670833333333335,0.06520833333333358,20.43822916666977,136.17736458333357,156.61559375000334,58.0
