<x>,<y>,<x^2>,<y^2>,msd,lagt
0.0027093596059112927,0.057980295566502464,3.750344334992967,35.583119704426316,39.33346403941928,1.0
0.003256578947368404,0.11832236842105265,8.91224703946347,96.37291776314746,105.28516480261092,2.0
-0.004349258649093929,0.16418451400329492,13.346798352590307,154.1955825370787,167.542380889669,3.0
-0.0038118811881188625,0.17752475247524754,17.118684653475537,205.19311782179506,222.31180247527058,4.0
-0.0016363636363636983,0.17890909090909093,20.217059999987605,252.39528000000402,272.6123399999916,5.0
-0.0005463576158941074,0.1742880794701987,23.11077963579323,296.0715144039872,319.1822940397804,6.0
0.002189054726368101,0.17895522388059704,25.51077313432053,334.2317985074585,359.742571641779,7.0
0.0032890365448504343,0.19021594684385382,27.38491295679067,366.8929639534833,394.27787691027396,8.0
0.0005490848585690252,0.19986688851913478,28.65773261229379,394.2484412645726,422.9061738768664,9.0
-0.002200000000000036,0.21010000000000004,29.652381000009676,420.5747039999999,450.22708500000954,10.0
-0.0038564273789649453,0.2121035058430718,30.55108597664433,449.40375676125797,479.9548427379023,11.0
-0.00441471571906357,0.22073578595317725,31.482662207369124,478.4221023411543,509.9047645485234,12.0
-0.004422110552763844,0.23768844221105528,32.327065326597925,503.4550974874397,535.7821628140376,13.0
-0.0027684563758389835,0.2602348993288591,33.01515453018798,522.9081996644366,555.9233541946245,14.0
-0.0033277310924370532,0.27398319327731097,33.614410084035214,536.6657889075609,570.2801989915961,15.0
-0.006111111111111199,0.2833333333333334,34.167283333336265,545.092899999989,579.2601833333252,16.0
-0.010016863406408186,0.3038448566610456,34.764993591903135,550.1176239460499,584.882617537953,17.0
-0.01449324324324336,0.32108108108108113,34.919741554047306,550.1065104729811,585.0262520270284,18.0
-0.023451776649746313,0.35177664974619294,35.16567106596659,548.3345329949157,583.5002040608822,19.0
-0.029084745762712003,0.3618813559322035,35.13040169488828,548.8144703390013,583.9448720338896,20.0
-0.038098471986417796,0.37594227504244493,34.58323803055772,551.7992582343051,586.3824962648628,21.0
-0.04377551020408175,0.3765816326530613,34.217935714287826,557.9308147959151,592.148750510203,22.0
-0.04553662691652483,0.35923339011925054,34.130966780247135,565.9907749574155,600.1217417376627,23.0
-0.04674061433447111,0.3412627986348124,34.282128839578746,574.128233447121,608.4103622866998,24.0
-0.045692307692307824,0.31758974358974373,34.305733846140726,583.9160292307727,618.2217630769134,25.0
-0.04294520547945217,0.31191780821917825,34.41314589042752,597.6402164383549,632.0533623287823,26.0
-0.04075471698113216,0.3203773584905662,34.876392452835425,614.0913962264215,648.9677886792568,27.0
-0.04025773195876295,0.3339690721649486,35.81780876287762,627.0770737113451,662.8948824742226,28.0
-0.03862306368330469,0.3498795180722893,37.249423063701585,640.4272172117089,677.6766402754105,29.0
-0.03527586206896558,0.37096551724137944,38.351951379284,657.9602813793153,696.3122327585993,30.0
-0.033626943005181396,0.4046632124352333,39.214344559575146,677.7074580310855,716.9218025906606,31.0
-0.03197231833910043,0.44589965397923886,39.593628373699566,703.9746295847868,743.5682579584864,32.0
-0.03317157712305038,0.4878509532062393,40.07218024261825,733.8385980935958,773.9107783362141,33.0
-0.03895833333333348,0.5196354166666668,40.6401187499998,760.0711421875167,800.7112609375165,34.0
-0.044765217391304464,0.5314434782608697,40.177092521734856,781.7296539130515,821.9067464347863,35.0
-0.045993031358885175,0.5260452961672475,38.88564773520474,798.0376029616734,836.9232506968782,36.0
-0.046649214659685995,0.5223560209424085,37.82250942406854,806.102316753929,843.9248261779976,37.0
-0.046153846153846316,0.5117307692307693,37.326807692321346,806.8143980769356,844.141205769257,38.0
-0.04450087565674275,0.4895096322241682,37.265732574405476,803.8565070052646,841.12223957967,39.0
-0.0387894736842107,0.44463157894736854,37.12553842105625,799.2488147368524,836.3743531579087,40.0
-0.03189806678383144,0.37407732864674875,37.43729367312076,794.5992806678431,832.0365743409639,41.0
-0.015686619718310004,0.2835211267605635,37.37934982395586,789.2539003521309,826.6332501760868,42.0
