<x>,<y>,<x^2>,<y^2>,msd,lagt
-0.024384236453201962,-0.07098522167487684,20.353213300491102,50.73828029556411,71.09149359605522,1.0
-0.05156249999999999,-0.14600328947368424,47.804413322377705,115.58928996710547,163.39370328948317,2.0
-0.06850082372322899,-0.2234431630971994,72.6088507413631,174.81248747940978,247.4213382207729,3.0
-0.0854950495049505,-0.27772277227722775,95.7502351485119,227.69228910890533,323.44252425741723,4.0
-0.11400000000000002,-0.3381818181818182,115.32869999998611,282.0294000000008,397.3580999999869,5.0
-0.13385761589403977,-0.4114072847682119,133.97963394040846,342.6857627483381,476.66539668874657,6.0
-0.15870646766169158,-0.4980099502487562,150.9223970149151,408.0448686567106,558.9672656716257,7.0
-0.1819933554817276,-0.5986046511627907,166.46396112956873,465.86985847176027,632.333819601329,8.0
-0.20371048252911814,-0.6737271214642263,179.0908517470884,510.9198424292824,690.0106941763709,9.0
-0.2156,-0.7436,188.3367420000024,550.977734999995,739.3144769999974,10.0
-0.2137562604340568,-0.8015859766277129,195.8065632721145,589.9232989983332,785.7298622704477,11.0
-0.21135451505016728,-0.8708026755852843,205.12371220736824,627.6333130434822,832.7570252508505,12.0
-0.20949748743718596,-0.9485427135678391,214.39710301507134,663.0320864321579,877.4291894472293,13.0
-0.2104026845637584,-1.0077181208053692,222.92743590602888,697.6017060402637,920.5291419462926,14.0
-0.21685714285714286,-1.063764705882353,230.81547176471028,727.169409075633,957.9848808403433,15.0
-0.2277777777777778,-1.1072222222222223,239.4934666666707,750.626983333332,990.1204500000026,16.0
-0.24763912310286681,-1.128010118043845,249.30295193929092,771.2075792580126,1020.5105311973035,17.0
-0.27425675675675676,-1.1427364864864866,258.6599422297315,785.5703847972877,1044.2303270270193,18.0
-0.28812182741116754,-1.1362944162436552,267.1138263959658,797.3693010152213,1064.483127411187,19.0
-0.3025932203389831,-1.1152881355932207,271.58201847457156,800.0296047457605,1071.6116232203321,20.0
-0.31039049235993216,-1.0594736842105266,276.7550210526469,801.3314979626482,1078.0865190152952,21.0
-0.31147959183673474,-0.9950510204081635,282.0341464285644,805.9553801020367,1087.989526530601,22.0
-0.3052640545144805,-0.9163543441226577,288.2883541737659,815.3445035775003,1103.6328577512663,23.0
-0.2798805460750854,-0.8368259385665531,293.308398122877,828.0291409556287,1121.3375390785056,24.0
