<x>,<y>,<x^2>,<y^2>,msd,lagt
-0.005960591133004919,-0.024384236453201962,23.443899014781188,47.68371576354311,71.1276147783243,1.0
-0.008684210526315768,-0.049934210526315775,54.27590328947286,125.5731631578896,179.84906644736245,2.0
-0.010329489291597993,-0.07991762767710048,84.30672009884267,204.15125980230334,288.457979901146,3.0
-0.007079207920792043,-0.10455445544554454,110.81006287129307,273.2947930693058,384.1048559405989,4.0
-0.008181818181818139,-0.12763636363636363,131.70042000000697,332.0740800000004,463.7745000000074,5.0
-0.028410596026490036,-0.11801324503311258,147.64279768212285,387.33674602649046,534.9795437086133,6.0
-0.06184079601990046,-0.08154228855721393,160.3724970149176,441.95033283581705,602.3228298507347,7.0
-0.0997674418604651,-0.0422093023255814,172.00013322259093,497.634830730893,669.634963953484,8.0
-0.12848585690515804,-0.017570715474209655,183.11399101496932,552.6575341098113,735.7715251247806,9.0
-0.17544999999999997,-0.011000000000000003,193.81967550000175,610.6970430000002,804.516718500002,10.0
-0.23414023372287146,-0.0077128547579298785,202.43055575959173,670.6534687813001,873.0840245408918,11.0
-0.30406354515050166,0.0077257525083612,208.89660551838801,728.9274311036769,937.8240366220649,12.0
-0.3963316582914573,0.012160804020100498,211.34060653266334,779.0600201005001,990.4006266331635,13.0
-0.4878020134228188,0.01771812080536912,211.36521593959776,823.5376127516716,1034.9028286912694,14.0
-0.5579495798319328,0.03105882352941177,213.82103193277385,858.9417035294086,1072.7627354621825,15.0
-0.6283333333333334,0.018333333333333333,215.62548333333385,891.380783333327,1107.0062666666608,16.0
-0.6911635750421585,0.005564924114671159,217.3934155143389,914.4408293423238,1131.8342448566627,17.0
-0.7620101351351352,-0.0172804054054054,218.59706706081428,928.5893802364794,1147.1864472972936,18.0
-0.8481725888324874,-0.05862944162436548,220.60099644669964,941.5429507614209,1162.1439472081206,19.0
-0.918406779661017,-0.10403389830508475,223.18445898305183,961.5641125423676,1184.7485715254195,20.0
-0.9933616298811545,-0.13670628183361633,222.2020375212221,983.923887606111,1206.1259251273332,21.0
-1.067448979591837,-0.1610714285714286,218.90566836734348,1000.7304382653033,1219.6361066326467,22.0
-1.132793867120954,-0.18664395229982964,215.98246456558294,1006.5116821124346,1222.4941466780176,23.0
-1.188788395904437,-0.22244027303754266,212.77963566553458,1004.9784465870239,1217.7580822525586,24.0
-1.2308717948717949,-0.25666666666666665,210.3791630769228,1005.2000538461515,1215.5792169230742,25.0
-1.282705479452055,-0.29440068493150684,206.7880469178111,1004.4057714041093,1211.1938183219204,26.0
-1.329056603773585,-0.33905660377358493,203.47413962264105,1003.9222018867907,1207.3963415094317,27.0
-1.3704639175257731,-0.39690721649484534,203.37000154638886,1006.352758762886,1209.722760309275,28.0
-1.415421686746988,-0.46461273666092945,206.32595111876276,1008.8649697073971,1215.19092082616,29.0
-1.4588275862068965,-0.5325517241379311,209.00501068965372,1001.9599851724114,1210.964995862065,30.0
-1.4926943005181348,-0.6155440414507771,210.77453937822878,991.07614196891,1201.8506813471388,31.0
-1.4998442906574394,-0.6965397923875432,212.45542162630682,982.9543858131452,1195.409807439452,32.0
-1.5178856152512996,-0.7515077989601385,215.24943743500233,979.70327937608,1194.9527168110824,33.0
-1.54171875,-0.7929166666666666,219.2192921875006,984.9740312499957,1204.1933234374962,34.0
