particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,575,291,-1.000,-1.000,64
1,2,583,343,6.787,3.393,53
1,3,559,364,4.114,2.057,50
1,4,559,348,2.064,1.032,47
1,5,578,354,2.570,1.285,68
1,6,579,334,2.583,1.292,60
1,7,580,336,0.288,0.144,76
1,8,578,346,1.316,0.658,56
1,9,566,374,3.930,1.965,73
1,10,569,359,1.973,0.987,75
1,11,572,328,4.018,2.009,121
1,12,575,306,2.864,1.432,135
1,13,569,287,2.570,1.285,165
1,14,573,324,4.801,2.400,130
1,15,567,289,4.581,2.290,143
1,16,572,305,2.162,1.081,173
1,17,573,324,2.454,1.227,79
1,18,578,296,3.669,1.835,81
1,19,580,282,1.824,0.912,128
1,20,578,281,0.288,0.144,88
1,21,574,307,3.393,1.697,124
1,22,580,305,0.816,0.408,48
1,23,580,304,0.129,0.065,70
1,24,565,347,5.875,2.937,77
1,25,553,368,3.120,1.560,112
1,26,569,311,7.637,3.819,101
1,27,542,273,6.013,3.007,136
1,28,533,234,5.163,2.582,145
1,29,534,309,9.676,4.838,117
1,30,571,324,5.150,2.575,121
1,31,578,314,1.575,0.787,106
1,32,563,345,4.443,2.221,101
1,33,574,309,4.856,2.428,68
1,34,558,322,2.659,1.330,57
1,35,566,353,4.130,2.065,91
1,36,547,398,6.301,3.151,61
1,37,560,367,4.336,2.168,98
1,38,564,329,4.929,2.465,73
1,39,567,262,8.652,4.326,102
1,40,556,208,7.109,3.555,70
1,41,553,205,0.547,0.274,51
1,42,566,226,3.186,1.593,74
1,43,575,265,5.163,2.582,96
1,44,580,274,1.328,0.664,78
1,45,576,252,2.885,1.442,119
1,46,580,289,4.801,2.400,102
1,47,577,298,1.224,0.612,98
1,48,564,330,4.456,2.228,107
1,49,572,355,3.386,1.693,89
1,50,576,291,8.272,4.136,100
1,51,568,293,1.064,0.532,58
1,52,542,271,4.394,2.197,72
1,53,554,264,1.792,0.896,54
1,54,562,290,3.509,1.755,53
1,55,574,271,2.899,1.449,92
1,56,572,265,0.816,0.408,103
1,57,547,241,4.471,2.235,167
1,58,579,308,9.578,4.789,83
1,59,572,262,6.002,3.001,64
1,60,549,195,9.138,4.569,74
1,61,573,261,9.059,4.530,80
1,62,561,209,6.884,3.442,76
1,63,571,282,9.505,4.752,66
1,64,576,297,2.040,1.020,92
1,65,574,264,4.265,2.132,67
1,66,579,282,2.410,1.205,79
1,67,578,312,3.872,1.936,92
1,68,572,318,1.095,0.547,59
1,69,558,323,1.918,0.959,53
1,70,574,270,7.142,3.571,50
1,71,564,273,1.347,0.673,63
1,72,573,324,6.681,3.340,60
1,73,566,353,3.848,1.924,91
1,74,561,339,1.918,0.959,101
1,75,572,269,9.141,4.570,73
1,76,573,277,1.040,0.520,58
1,77,572,272,0.658,0.329,62
1,78,576,302,3.904,1.952,61
1,79,573,267,4.532,2.266,58
1,80,571,278,1.442,0.721,51
1,81,577,290,1.731,0.865,80
1,82,556,265,4.212,2.106,61
1,83,576,283,3.471,1.736,87
1,84,565,257,3.642,1.821,93
1,85,576,256,1.425,0.712,85
1,86,570,243,1.847,0.923,82
1,87,562,231,1.860,0.930,57
1,88,567,256,3.289,1.644,70
1,89,559,210,6.023,3.012,97
1,90,572,241,4.336,2.168,77
1,91,559,235,1.847,0.923,64
1,92,571,227,1.860,0.930,72
1,93,562,230,1.224,0.612,88
1,94,578,285,7.389,3.695,102
1,95,576,314,3.750,1.875,86
1,96,550,398,11.343,5.672,92
1,97,544,398,0.774,0.387,112
1,98,541,407,1.224,0.612,59
1,99,566,302,13.924,6.962,73
1,100,566,282,2.580,1.290,63
1,101,567,291,1.168,0.584,64
1,102,569,308,2.208,1.104,62
1,103,570,322,1.811,0.905,69
1,104,568,294,3.621,1.811,70
1,105,572,314,2.631,1.316,72
1,106,576,282,4.160,2.080,81
1,107,572,308,3.393,1.697,83
1,108,569,313,0.752,0.376,76
1,109,571,346,4.265,2.132,83
1,110,571,325,2.709,1.355,106
1,111,556,348,3.542,1.771,128
1,112,547,387,5.163,2.582,86
1,113,530,405,3.194,1.597,61
1,114,567,295,14.971,7.486,86
1,115,545,298,2.864,1.432,55
1,116,530,293,2.040,1.020,55
1,117,546,364,9.389,4.694,62
1,118,561,347,2.925,1.462,77
1,119,571,345,1.316,0.658,89
1,120,560,370,3.523,1.762,80
1,121,572,329,5.511,2.755,77
1,122,564,274,7.170,3.585,88
1,123,564,254,2.580,1.290,52
1,124,564,258,0.516,0.258,51
1,125,555,295,4.912,2.456,43
1,126,577,269,4.394,2.197,67
1,127,567,268,1.296,0.648,104
1,128,569,338,9.034,4.517,96
1,129,565,355,2.253,1.126,52
1,130,580,310,6.119,3.060,90
1,131,575,308,0.695,0.347,66
1,132,561,233,9.842,4.921,63
1,133,570,284,6.681,3.340,58
1,134,572,308,3.107,1.553,110
1,135,576,292,2.128,1.064,110
1,136,570,285,1.189,0.595,145
1,137,573,274,1.471,0.735,107
1,138,571,258,2.080,1.040,66
1,139,575,268,1.389,0.695,84
1,140,569,252,2.204,1.102,84
1,141,561,229,3.141,1.571,79
1,142,573,246,2.684,1.342,44
1,143,576,302,7.234,3.617,68
1,144,578,281,2.721,1.361,58
1,145,578,291,1.290,0.645,75
1,146,550,212,10.812,5.406,78
1,147,564,251,5.345,2.673,67
1,148,569,338,11.242,5.621,60
1,149,561,368,4.005,2.003,105
1,150,581,296,9.640,4.820,147
1,151,583,283,1.697,0.848,96
1,152,579,307,3.139,1.569,70
1,153,577,249,7.486,3.743,88
1,154,578,272,2.970,1.485,115
1,155,576,268,0.577,0.288,92
1,156,556,229,5.654,2.827,66
1,157,555,230,0.182,0.091,48
1,158,574,273,6.064,3.032,69
1,159,580,258,2.084,1.042,71
1,160,572,340,10.628,5.314,82
1,161,581,295,5.920,2.960,103
1,162,575,299,0.930,0.465,89
1,163,573,320,2.721,1.361,104
1,164,578,286,4.433,2.217,66
1,165,573,270,2.162,1.081,57
1,166,574,251,2.454,1.227,69
1,167,563,261,1.918,0.959,68
1,168,567,259,0.577,0.288,62
1,169,578,296,4.979,2.490,80
1,170,552,316,4.232,2.116,58
1,171,541,367,6.730,3.365,86
1,172,548,391,3.225,1.613,69
1,173,561,354,5.059,2.530,69
1,174,572,309,5.976,2.988,117
1,175,579,281,3.723,1.862,109
1,176,578,288,0.912,0.456,81
1,177,576,265,2.978,1.489,96
