particle,frame,x,y,Distance,Velocity,Pixel Value
1,2,496,355,-1.000,-1.000,50
1,4,518,412,7.882,3.941,109
1,6,494,428,3.721,1.860,85
1,8,552,412,7.761,3.881,44
1,10,551,389,2.970,1.485,59
1,12,542,419,4.040,2.020,82
1,14,543,423,0.532,0.266,55
1,16,552,326,12.567,6.283,49
1,18,565,411,11.092,5.546,49
1,20,550,458,6.364,3.182,37
1,22,443,376,17.390,8.695,57
1,24,420,420,6.405,3.202,49
1,26,480,296,17.770,8.885,51
1,28,453,326,5.207,2.603,44
1,30,515,315,8.123,4.061,82
1,32,560,363,8.488,4.244,41
1,34,536,486,16.166,8.083,35
1,36,546,472,2.219,1.110,46
1,38,553,458,2.019,1.010,58
1,40,562,377,10.513,5.257,36
1,42,523,375,5.038,2.519,44
1,44,562,421,7.780,3.890,33
1,46,548,415,1.965,0.982,35
1,48,562,392,3.473,1.737,51
1,50,532,287,14.087,7.044,51
1,52,486,274,6.166,3.083,47
1,54,508,390,15.231,7.615,72
1,56,530,484,12.454,6.227,46
1,58,403,575,20.155,10.077,52
1,60,461,495,12.747,6.373,45
1,62,506,324,22.810,11.405,46
1,64,564,401,12.436,6.218,119
1,66,556,461,7.808,3.904,41
1,68,498,450,7.615,3.808,56
1,70,512,362,11.495,5.747,45
1,72,508,443,10.462,5.231,35
1,74,543,453,4.696,2.348,53
1,76,558,356,12.662,6.331,41
1,78,541,389,4.789,2.394,34
1,80,565,416,4.660,2.330,44
1,82,552,432,2.659,1.330,55
1,84,524,432,3.612,1.806,51
1,86,497,502,9.678,4.839,41
1,88,541,410,13.155,6.578,48
1,90,510,469,8.598,4.299,54
1,92,437,462,9.460,4.730,47
1,94,437,506,5.676,2.838,47
1,96,455,472,4.963,2.481,51
1,98,518,462,8.229,4.114,43
1,100,517,435,3.485,1.743,67
1,102,535,468,4.849,2.425,27
1,104,500,506,6.664,3.332,39
1,106,516,499,2.253,1.126,133
1,108,559,463,7.234,3.617,41
1,110,545,388,9.842,4.921,44
1,112,490,333,10.034,5.017,49
1,114,452,314,5.481,2.740,51
1,116,502,286,7.392,3.696,50
1,118,557,407,17.146,8.573,114
1,120,563,432,3.317,1.658,85
1,122,552,391,5.476,2.738,50
1,124,473,308,14.782,7.391,48
1,126,528,345,8.551,4.276,53
1,128,551,448,13.614,6.807,48
1,130,459,446,11.871,5.935,48
1,132,378,487,11.711,5.856,50
1,134,486,472,14.066,7.033,37
1,136,540,498,7.731,3.866,56
1,138,504,523,5.654,2.827,59
1,140,550,490,7.303,3.652,53
1,142,514,502,4.895,2.448,66
1,144,483,545,6.838,3.419,39
1,146,523,502,7.576,3.788,57
1,148,527,460,5.443,2.721,70
1,150,551,481,4.114,2.057,38
1,152,514,519,6.842,3.421,85
1,154,541,495,4.660,2.330,138
1,156,518,503,3.141,1.571,35
1,158,448,589,14.304,7.152,132
1,160,500,545,8.787,4.394,121
1,162,535,520,5.548,2.774,85
1,164,500,490,5.947,2.973,56
1,166,423,603,17.640,8.820,58
1,168,355,612,8.848,4.424,51
1,170,372,607,2.286,1.143,34
1,172,384,562,6.008,3.004,39
1,174,379,575,1.797,0.898,37
1,176,411,615,6.608,3.304,32
1,178,451,590,6.085,3.042,40
1,180,528,509,14.417,7.208,47
1,182,560,467,6.811,3.406,35
1,184,559,401,8.515,4.257,83
1,186,564,402,0.658,0.329,47
1,188,523,493,12.875,6.438,44
1,190,499,538,6.579,3.290,42
1,192,529,401,18.092,9.046,54
1,194,429,470,15.673,7.836,36
1,196,460,448,4.904,2.452,44
1,198,545,415,11.762,5.881,41
1,200,538,473,7.536,3.768,36
1,202,543,458,2.040,1.020,45
1,204,530,506,6.415,3.208,30
1,206,555,466,6.085,3.042,38
1,208,539,492,3.938,1.969,43
1,210,525,438,7.196,3.598,52
1,212,524,531,11.998,5.999,41
1,214,559,427,14.155,7.078,69
1,216,557,405,2.850,1.425,41
1,218,566,413,1.553,0.777,41
1,220,546,450,5.426,2.713,65
1,222,554,385,8.448,4.224,102
1,224,570,372,2.659,1.330,44
