particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,610,255,-1.000,-1.000,165
1,2,609,268,1.682,0.841,230
1,3,609,284,2.064,1.032,200
1,4,623,274,2.219,1.110,226
1,5,582,217,9.058,4.529,219
1,6,573,206,1.833,0.917,151
1,7,562,216,1.918,0.959,167
1,8,563,228,1.553,0.777,149
1,9,540,174,7.572,3.786,167
1,10,528,178,1.632,0.816,142
1,11,497,166,4.288,2.144,91
1,12,539,193,6.441,3.220,135
1,13,550,210,2.612,1.306,198
1,14,555,239,3.796,1.898,121
1,15,545,286,6.199,3.099,90
1,16,531,274,2.379,1.189,79
1,17,522,283,1.642,0.821,91
1,18,531,301,2.596,1.298,87
1,19,536,354,6.867,3.434,79
1,20,507,373,4.472,2.236,116
1,21,491,387,2.743,1.371,85
1,22,490,346,5.291,2.645,67
1,23,484,326,2.694,1.347,56
1,24,508,342,3.721,1.860,65
1,25,521,319,3.408,1.704,110
1,26,531,305,2.219,1.110,100
1,27,522,305,1.161,0.581,115
1,28,477,265,7.767,3.883,53
1,29,443,257,4.506,2.253,48
1,30,419,245,3.461,1.731,60
1,31,446,251,3.568,1.784,52
1,32,489,259,5.642,2.821,99
1,33,451,287,6.089,3.045,68
1,34,486,302,4.912,2.456,85
1,35,461,328,4.653,2.326,72
1,36,466,323,0.912,0.456,92
1,37,450,331,2.308,1.154,54
1,38,437,314,2.761,1.380,44
1,39,433,277,4.801,2.400,43
1,40,424,278,1.168,0.584,52
1,41,433,280,1.189,0.595,63
1,42,465,272,4.255,2.128,60
1,43,441,283,3.406,1.703,78
1,44,484,293,5.695,2.848,124
1,45,505,278,3.329,1.665,111
1,46,464,229,8.242,4.121,110
1,47,433,208,4.830,2.415,108
1,48,417,243,4.964,2.482,55
1,49,441,270,4.660,2.330,106
1,50,443,271,0.288,0.144,34
1,51,469,254,4.007,2.004,166
1,52,453,227,4.049,2.024,108
1,53,471,194,4.849,2.425,160
1,54,514,205,5.726,2.863,208
1,55,483,260,8.144,4.072,172
1,56,508,291,5.137,2.569,182
1,57,550,284,5.493,2.746,204
1,58,487,337,10.620,5.310,148
1,59,492,354,2.286,1.143,154
1,60,540,328,7.042,3.521,196
1,61,587,361,7.408,3.704,243
1,62,586,304,7.354,3.677,168
1,63,591,312,1.217,0.608,235
1,64,559,408,13.054,6.527,194
1,65,567,378,4.005,2.003,135
1,66,600,307,10.100,5.050,158
1,67,596,266,5.314,2.657,198
1,68,560,213,8.265,4.133,131
1,69,540,184,4.544,2.272,129
1,70,472,164,9.144,4.572,117
1,71,433,138,6.047,3.023,96
1,72,429,131,1.040,0.520,56
1,73,413,147,2.919,1.459,57
1,74,437,129,3.870,1.935,71
1,75,441,147,2.379,1.189,72
1,76,409,147,4.128,2.064,50
1,77,425,164,3.012,1.506,70
1,78,447,141,4.106,2.053,88
1,79,454,162,2.856,1.428,119
1,80,466,177,2.478,1.239,67
1,81,453,148,4.100,2.050,82
1,82,432,150,2.721,1.361,79
1,83,407,158,3.386,1.693,75
1,84,392,149,2.257,1.128,54
1,85,397,172,3.036,1.518,42
1,86,410,181,2.040,1.020,78
1,87,479,194,9.058,4.529,72
1,88,480,264,9.031,4.515,49
1,89,476,278,1.878,0.939,52
1,90,409,277,8.644,4.322,74
1,91,440,290,4.336,2.168,40
1,92,444,289,0.532,0.266,42
1,93,500,280,7.317,3.658,123
1,94,519,291,2.832,1.416,163
