particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,523,383,-1.000,-1.000,74
1,2,523,361,2.838,1.419,73
1,3,508,330,4.443,2.221,50
1,4,516,327,1.102,0.551,66
1,5,512,317,1.389,0.695,65
1,6,519,350,4.352,2.176,70
1,7,522,387,4.789,2.394,64
1,8,520,393,0.816,0.408,62
1,9,522,388,0.695,0.347,77
1,10,517,416,3.669,1.835,50
1,11,522,394,2.910,1.455,47
1,12,522,393,0.129,0.065,50
1,13,523,388,0.658,0.329,57
1,14,521,392,0.577,0.288,49
1,15,526,388,0.826,0.413,35
1,16,523,381,0.982,0.491,47
1,17,526,360,2.737,1.368,63
1,18,523,364,0.645,0.323,62
1,19,527,381,2.253,1.126,88
1,20,521,389,1.290,0.645,77
1,21,521,386,0.387,0.194,77
1,22,521,373,1.677,0.839,108
1,23,524,381,1.102,0.551,87
1,24,524,392,1.419,0.710,89
1,25,524,393,0.129,0.065,73
1,26,523,392,0.182,0.091,84
1,27,525,386,0.816,0.408,94
1,28,524,375,1.425,0.712,105
1,29,524,370,0.645,0.323,73
1,30,522,358,1.569,0.785,79
1,31,522,355,0.387,0.194,83
1,32,521,350,0.658,0.329,76
1,33,523,347,0.465,0.233,109
1,34,527,363,2.128,1.064,85
1,35,520,367,1.040,0.520,70
1,36,523,380,1.721,0.861,73
1,37,524,384,0.532,0.266,84
1,38,524,392,1.032,0.516,80
1,39,522,398,0.816,0.408,82
1,40,520,390,1.064,0.532,95
1,41,521,383,0.912,0.456,79
1,42,523,388,0.695,0.347,68
1,43,526,383,0.752,0.376,81
1,44,525,385,0.288,0.144,66
1,45,522,379,0.865,0.433,87
1,46,523,371,1.040,0.520,82
1,47,524,375,0.532,0.266,86
1,48,524,376,0.129,0.065,69
1,49,523,372,0.532,0.266,76
1,50,524,371,0.182,0.091,83
1,51,523,376,0.658,0.329,77
1,52,523,376,0.000,0.000,95
1,53,524,377,0.182,0.091,99
1,54,524,383,0.774,0.387,98
1,55,524,380,0.387,0.194,76
1,56,522,376,0.577,0.288,89
1,57,523,377,0.182,0.091,83
1,58,524,378,0.182,0.091,86
1,59,525,383,0.658,0.329,90
1,60,525,390,0.903,0.452,78
1,61,525,393,0.387,0.194,66
1,62,524,388,0.658,0.329,104
1,63,524,378,1.290,0.645,81
1,64,523,371,0.912,0.456,131
1,65,525,378,0.939,0.470,73
1,66,525,382,0.516,0.258,105
1,67,525,390,1.032,0.516,83
1,68,525,387,0.387,0.194,92
1,69,525,393,0.774,0.387,66
1,70,523,399,0.816,0.408,80
1,71,523,397,0.258,0.129,68
1,72,524,397,0.129,0.065,73
1,73,524,390,0.903,0.452,69
1,74,524,381,1.161,0.581,65
1,75,526,364,2.208,1.104,65
1,76,524,399,4.522,2.261,78
1,77,524,406,0.903,0.452,103
1,78,524,397,1.161,0.581,98
1,79,523,380,2.197,1.098,86
1,80,521,368,1.569,0.785,111
1,81,525,366,0.577,0.288,88
1,82,521,374,1.154,0.577,69
1,83,525,378,0.730,0.365,48
1,84,524,378,0.129,0.065,66
