particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,878,641,-1.000,-1.000,117
1,2,893,577,8.480,4.240,79
1,3,889,645,8.787,4.394,126
1,4,894,628,2.286,1.143,136
1,5,877,630,2.208,1.104,103
1,6,886,600,4.040,2.020,78
1,7,910,549,7.271,3.636,127
1,8,906,494,7.114,3.557,140
1,9,876,488,3.947,1.973,61
1,10,856,461,4.334,2.167,89
1,11,824,432,5.571,2.785,64
1,12,780,466,7.173,3.587,94
1,13,764,448,3.107,1.553,85
1,14,790,438,3.594,1.797,59
1,15,825,437,4.517,2.258,81
1,16,764,277,22.089,11.045,84
1,17,756,220,7.425,3.713,123
1,18,846,264,12.923,6.462,176
1,19,917,322,11.827,5.913,128
1,20,897,361,5.654,2.827,137
1,21,873,446,11.394,5.697,83
1,22,868,373,9.439,4.720,116
1,23,890,394,3.923,1.962,164
1,24,929,384,5.194,2.597,111
1,25,885,348,7.334,3.667,103
1,26,876,298,6.554,3.277,61
1,27,864,293,1.677,0.839,91
1,28,856,285,1.459,0.730,79
1,29,852,338,6.856,3.428,141
1,30,852,321,2.193,1.097,78
1,31,873,302,3.653,1.827,77
1,32,824,198,14.831,7.415,111
1,33,772,189,6.808,3.404,137
1,34,776,184,0.826,0.413,62
1,35,786,222,5.069,2.534,60
1,36,850,293,12.331,6.165,44
1,37,913,342,10.296,5.148,104
1,38,904,317,3.428,1.714,98
1,39,849,286,8.144,4.072,63
1,40,844,302,2.162,1.081,58
1,41,816,292,3.835,1.918,57
1,42,848,318,5.319,2.659,86
1,43,792,240,12.387,6.193,67
1,44,772,200,5.769,2.885,114
1,45,857,265,13.804,6.902,75
1,46,828,212,7.794,3.897,137
1,47,833,244,4.178,2.089,78
1,48,865,269,5.238,2.619,120
1,49,894,304,5.863,2.932,96
1,50,858,284,5.313,2.656,103
1,51,848,350,8.611,4.306,66
1,52,834,462,14.560,7.280,60
1,53,845,588,16.316,8.158,94
1,54,916,637,11.128,5.564,181
1,55,884,677,6.608,3.304,128
1,56,889,666,1.559,0.779,126
1,57,885,660,0.930,0.465,111
1,58,886,568,11.869,5.934,55
1,59,850,460,14.686,7.343,53
1,60,884,380,11.213,5.607,79
1,61,873,260,15.545,7.772,147
1,62,849,248,3.461,1.731,113
1,63,826,244,3.012,1.506,101
1,64,753,158,14.552,7.276,138
1,65,641,134,14.776,7.388,145
1,66,598,124,5.695,2.848,179
1,67,498,128,12.910,6.455,106
1,68,510,81,6.257,3.129,89
1,69,461,140,9.894,4.947,42
1,70,456,180,5.200,2.600,45
1,71,525,80,15.673,7.836,43
1,72,452,106,9.996,4.998,73
1,73,493,100,5.345,2.673,46
1,74,474,169,9.232,4.616,57
1,75,501,109,8.488,4.244,79
1,76,506,78,4.051,2.025,42
1,77,477,160,11.220,5.610,38
1,78,537,146,7.948,3.974,65
1,79,533,122,3.139,1.569,64
1,80,554,157,5.265,2.633,140
1,81,589,182,5.548,2.774,170
1,82,590,196,1.811,0.905,47
1,83,581,248,6.808,3.404,56
1,84,536,264,6.161,3.081,45
1,85,524,190,9.671,4.835,69
1,86,541,220,4.448,2.224,53
1,87,552,212,1.755,0.877,37
1,88,577,69,18.727,9.363,64
1,89,580,256,24.126,12.063,98
1,90,604,244,3.461,1.731,99
1,91,577,260,4.049,2.024,76
1,92,622,266,5.856,2.928,87
1,93,636,296,4.271,2.135,61
1,94,681,254,7.941,3.970,159
1,95,646,209,7.354,3.677,167
1,96,654,236,3.633,1.816,177
1,97,721,278,10.201,5.100,252
1,98,748,329,7.444,3.722,191
1,99,802,306,7.572,3.786,158
1,100,825,366,8.289,4.145,202
1,101,809,362,2.128,1.064,243
1,102,805,312,6.471,3.235,117
1,103,833,341,5.200,2.600,163
1,104,822,337,1.510,0.755,172
1,105,877,402,10.984,5.492,121
1,106,900,390,3.347,1.673,126
1,107,925,492,13.547,6.774,212
1,108,874,512,7.067,3.533,146
1,109,788,529,11.309,5.654,203
1,110,834,518,6.101,3.051,121
1,111,864,573,8.082,4.041,164
1,112,870,560,1.847,0.923,65
1,113,868,576,2.080,1.040,75
