particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,533,359,-1.000,-1.000,32
1,2,533,352,0.903,0.452,47
1,3,535,350,0.365,0.182,42
1,4,534,348,0.288,0.144,35
1,5,534,357,1.161,0.581,35
1,6,533,378,2.712,1.356,50
1,7,528,394,2.162,1.081,43
1,8,529,401,0.912,0.456,34
1,9,526,399,0.465,0.233,55
1,10,526,388,1.419,0.710,37
1,11,527,370,2.326,1.163,37
1,12,525,365,0.695,0.347,33
1,13,523,369,0.577,0.288,34
1,14,523,377,1.032,0.516,34
1,15,523,382,0.645,0.323,46
1,16,521,391,1.189,0.595,39
1,17,520,387,0.532,0.266,31
1,18,520,380,0.903,0.452,36
1,19,521,376,0.532,0.266,38
1,20,518,361,1.973,0.987,33
1,21,520,347,1.824,0.912,28
1,22,519,352,0.658,0.329,29
1,23,516,361,1.224,0.612,33
1,24,517,387,3.356,1.678,35
1,25,512,409,2.910,1.455,27
1,26,516,396,1.755,0.877,22
1,27,519,377,2.481,1.241,39
1,28,522,362,1.973,0.987,33
1,29,524,334,3.621,1.811,35
1,30,523,315,2.454,1.227,26
1,31,528,316,0.658,0.329,24
1,32,530,312,0.577,0.288,23
1,33,530,300,1.548,0.774,66
1,34,529,296,0.532,0.266,54
1,35,532,297,0.408,0.204,92
1,36,531,295,0.288,0.144,59
1,37,526,286,1.328,0.664,70
1,38,514,262,3.461,1.731,46
1,39,510,260,0.577,0.288,46
1,40,509,261,0.182,0.091,38
1,41,509,266,0.645,0.323,33
1,42,512,267,0.408,0.204,24
1,43,516,285,2.379,1.189,27
1,44,519,298,1.721,0.861,31
1,45,525,317,2.570,1.285,40
1,46,528,331,1.847,0.923,29
1,47,528,347,2.064,1.032,44
1,48,525,347,0.387,0.194,45
1,49,527,343,0.577,0.288,47
1,50,528,333,1.296,0.648,43
1,51,528,330,0.387,0.194,39
1,52,527,333,0.408,0.204,30
1,53,532,343,1.442,0.721,47
1,54,532,349,0.774,0.387,35
1,55,534,360,1.442,0.721,62
1,56,535,369,1.168,0.584,57
1,57,535,376,0.903,0.452,44
1,58,534,395,2.454,1.227,65
1,59,529,395,0.645,0.323,33
1,60,530,391,0.532,0.266,50
1,61,534,388,0.645,0.323,51
1,62,534,381,0.903,0.452,55
1,63,535,371,1.296,0.648,39
1,64,535,360,1.419,0.710,71
1,65,534,361,0.182,0.091,92
1,66,537,366,0.752,0.376,56
1,67,532,369,0.752,0.376,39
1,68,526,366,0.865,0.433,26
1,69,524,367,0.288,0.144,37
1,70,520,360,1.040,0.520,37
1,71,513,364,1.040,0.520,44
1,72,518,371,1.110,0.555,45
1,73,522,378,1.040,0.520,35
1,74,523,405,3.485,1.743,67
1,75,527,405,0.516,0.258,35
1,76,526,420,1.939,0.970,63
1,77,524,426,0.816,0.408,58
1,78,526,425,0.288,0.144,81
1,79,527,414,1.425,0.712,56
1,80,530,405,1.224,0.612,46
1,81,530,410,0.645,0.323,72
1,82,527,417,0.982,0.491,81
1,83,525,435,2.336,1.168,24
1,84,516,442,1.471,0.735,31
1,85,517,451,1.168,0.584,58
1,86,515,449,0.365,0.182,63
