particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,397,247,-1.000,-1.000,48
1,2,396,246,0.182,0.091,68
1,3,397,247,0.182,0.091,92
1,4,400,242,0.752,0.376,74
1,5,398,243,0.288,0.144,67
1,6,396,247,0.577,0.288,89
1,7,396,246,0.129,0.065,84
1,8,397,246,0.129,0.065,56
1,9,395,244,0.365,0.182,63
1,10,396,247,0.408,0.204,63
1,11,398,244,0.465,0.233,82
1,12,398,243,0.129,0.065,64
1,13,397,243,0.129,0.065,67
1,14,397,242,0.129,0.065,52
1,15,398,245,0.408,0.204,52
1,16,395,242,0.547,0.274,39
1,17,396,241,0.182,0.091,44
1,18,398,239,0.365,0.182,79
1,19,398,241,0.258,0.129,40
1,20,396,242,0.288,0.144,73
1,21,396,242,0.000,0.000,47
1,22,395,243,0.182,0.091,36
1,23,398,243,0.387,0.194,64
1,24,398,245,0.258,0.129,58
1,25,398,244,0.129,0.065,68
1,26,397,243,0.182,0.091,61
1,27,397,243,0.000,0.000,72
1,28,398,242,0.182,0.091,49
1,29,398,242,0.000,0.000,55
1,30,398,242,0.000,0.000,60
1,31,398,242,0.000,0.000,47
1,32,398,242,0.000,0.000,51
1,33,399,242,0.129,0.065,71
1,34,399,242,0.000,0.000,61
1,35,399,242,0.000,0.000,47
1,36,401,243,0.288,0.144,89
1,37,401,245,0.258,0.129,71
1,38,399,243,0.365,0.182,63
1,39,402,243,0.387,0.194,59
1,40,403,243,0.129,0.065,71
1,41,403,243,0.000,0.000,75
1,42,400,243,0.387,0.194,55
1,43,400,240,0.387,0.194,69
1,44,400,239,0.129,0.065,62
1,45,399,239,0.129,0.065,53
1,46,399,238,0.129,0.065,48
1,47,399,238,0.000,0.000,36
1,48,400,240,0.288,0.144,52
1,49,400,240,0.000,0.000,72
1,50,401,240,0.129,0.065,63
1,51,401,240,0.000,0.000,63
1,52,400,239,0.182,0.091,47
1,53,398,238,0.288,0.144,59
1,54,400,238,0.258,0.129,45
1,55,400,239,0.129,0.065,73
1,56,400,239,0.000,0.000,51
1,57,399,241,0.288,0.144,55
1,58,397,243,0.365,0.182,38
1,59,397,243,0.000,0.000,47
1,60,398,239,0.532,0.266,62
1,61,399,238,0.182,0.091,59
1,62,400,237,0.182,0.091,64
1,63,400,238,0.129,0.065,52
1,64,400,239,0.129,0.065,55
1,65,400,239,0.000,0.000,55
1,66,400,239,0.000,0.000,54
1,67,400,240,0.129,0.065,43
1,68,400,243,0.387,0.194,43
1,69,400,243,0.000,0.000,45
1,70,401,243,0.129,0.065,52
1,71,403,241,0.365,0.182,73
1,72,402,240,0.182,0.091,48
1,73,401,245,0.658,0.329,60
1,74,401,245,0.000,0.000,55
1,75,402,243,0.288,0.144,55
1,76,402,240,0.387,0.194,81
1,77,402,241,0.129,0.065,62
1,78,402,243,0.258,0.129,38
1,79,402,243,0.000,0.000,37
1,80,403,240,0.408,0.204,72
