particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,523,406,-1.000,-1.000,188
1,2,511,409,1.596,0.798,186
1,3,543,365,7.018,3.509,200
1,4,578,311,8.301,4.151,173
1,5,570,247,8.320,4.160,205
1,6,561,243,1.271,0.635,146
1,7,558,223,2.609,1.304,179
1,8,526,188,6.118,3.059,180
1,9,559,237,7.621,3.810,108
1,10,530,242,3.796,1.898,205
1,11,500,236,3.947,1.973,179
1,12,525,245,3.428,1.714,203
1,13,548,263,3.768,1.884,228
1,14,567,299,5.251,2.626,190
1,15,522,300,5.806,2.903,234
1,16,500,294,2.942,1.471,129
1,17,516,263,4.500,2.250,194
1,18,510,287,3.191,1.596,182
1,19,510,285,0.258,0.129,144
1,20,545,319,6.295,3.147,163
1,21,548,323,0.645,0.323,160
1,22,550,262,7.873,3.937,139
1,23,557,267,1.110,0.555,163
1,24,555,260,0.939,0.470,157
1,25,559,296,4.673,2.336,221
1,26,560,306,1.296,0.648,175
1,27,567,299,1.277,0.639,140
1,28,563,289,1.389,0.695,116
1,29,558,349,7.767,3.883,145
1,30,550,382,4.380,2.190,118
1,31,558,361,2.899,1.449,170
1,32,527,432,9.994,4.997,231
1,33,525,431,0.288,0.144,160
1,34,538,412,2.970,1.485,135
1,35,533,395,2.286,1.143,185
1,36,522,360,4.733,2.366,128
1,37,544,385,4.296,2.148,159
1,38,547,391,0.865,0.433,123
1,39,561,348,5.834,2.917,156
1,40,544,359,2.612,1.306,171
1,41,555,358,1.425,0.712,216
1,42,559,304,6.985,3.493,165
1,43,563,319,2.003,1.001,129
1,44,561,297,2.850,1.425,144
1,45,558,362,8.394,4.197,136
1,46,551,343,2.612,1.306,176
1,47,553,302,5.295,2.648,141
1,48,548,303,0.658,0.329,142
1,49,541,331,3.723,1.862,212
1,50,517,323,3.263,1.632,197
1,51,498,316,2.612,1.306,194
1,52,522,292,4.378,2.189,193
1,53,528,332,5.218,2.609,152
1,54,529,363,4.001,2.001,164
1,55,535,380,2.326,1.163,158
1,56,540,387,1.110,0.555,161
1,57,541,364,2.970,1.485,169
1,58,534,385,2.856,1.428,145
1,59,520,391,1.965,0.982,193
1,60,529,404,2.040,1.020,166
1,61,532,412,1.102,0.551,170
1,62,537,403,1.328,0.664,152
1,63,543,397,1.095,0.547,186
1,64,548,398,0.658,0.329,148
1,65,558,357,5.444,2.722,167
1,66,515,443,12.403,6.202,123
1,67,482,456,4.575,2.288,117
1,68,475,453,0.982,0.491,129
1,69,518,417,7.234,3.617,132
1,70,523,401,2.162,1.081,148
1,71,546,378,4.196,2.098,142
1,72,550,379,0.532,0.266,141
1,73,559,353,3.549,1.775,218
1,74,548,347,1.616,0.808,130
1,75,557,366,2.712,1.356,204
