particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,892,602,-1.000,-1.000,141
1,2,874,626,3.870,1.935,136
1,3,882,602,3.263,1.632,146
1,4,876,628,3.442,1.721,156
1,5,864,649,3.120,1.560,181
1,6,885,606,6.173,3.087,191
1,7,881,536,9.045,4.522,154
1,8,892,564,3.881,1.940,180
1,9,890,541,2.978,1.489,115
1,10,893,530,1.471,0.735,88
1,11,890,580,6.462,3.231,78
1,12,889,589,1.168,0.584,123
1,13,886,625,4.660,2.330,158
1,14,896,586,5.194,2.597,96
1,15,893,525,7.879,3.939,86
1,16,897,536,1.510,0.755,122
1,17,896,566,3.872,1.936,152
1,18,896,581,1.935,0.968,167
1,19,890,554,3.568,1.784,127
1,20,897,517,4.858,2.429,115
1,21,897,474,5.547,2.774,123
1,22,894,481,0.982,0.491,172
1,23,892,494,1.697,0.848,159
1,24,889,464,3.889,1.945,166
1,25,894,526,8.024,4.012,171
1,26,890,528,0.577,0.288,144
1,27,893,473,7.106,3.553,139
1,28,889,428,5.828,2.914,115
1,29,876,412,2.659,1.330,80
1,30,873,412,0.387,0.194,88
1,31,882,476,8.337,4.169,86
1,32,892,541,8.484,4.242,85
1,33,897,540,0.658,0.329,89
1,34,896,545,0.658,0.329,63
1,35,902,490,7.137,3.569,115
1,36,893,446,5.794,2.897,160
1,37,893,480,4.386,2.193,180
1,38,894,474,0.785,0.392,134
1,39,893,480,0.785,0.392,127
1,40,892,433,6.064,3.032,104
1,41,886,450,2.326,1.163,106
1,42,892,473,3.066,1.533,98
1,43,901,557,10.898,5.449,147
1,44,886,628,9.361,4.681,215
1,45,868,664,5.192,2.596,204
1,46,893,609,7.794,3.897,206
1,47,897,544,8.401,4.200,170
1,48,898,582,4.904,2.452,162
1,49,884,640,7.697,3.848,150
1,50,893,616,3.307,1.653,131
1,51,905,544,9.416,4.708,173
1,52,902,520,3.120,1.560,161
1,53,894,466,7.042,3.521,57
1,54,897,472,0.865,0.433,84
1,55,892,461,1.559,0.779,92
1,56,900,474,1.969,0.985,115
1,57,894,461,1.847,0.923,100
1,58,892,481,2.593,1.296,142
1,59,896,474,1.040,0.520,65
1,60,894,485,1.442,0.721,120
1,61,894,493,1.032,0.516,101
1,62,897,542,6.333,3.166,89
1,63,904,556,2.019,1.010,120
1,64,900,529,3.521,1.761,143
1,65,898,525,0.577,0.288,115
1,66,896,508,2.208,1.104,170
1,67,898,517,1.189,0.595,119
1,68,901,529,1.596,0.798,128
1,69,866,666,18.241,9.120,110
1,70,870,664,0.577,0.288,142
1,71,892,605,8.123,4.061,117
1,72,896,549,7.242,3.621,124
1,73,898,513,4.651,2.326,155
1,74,900,524,1.442,0.721,107
1,75,904,546,2.885,1.442,143
1,76,897,553,1.277,0.639,160
1,77,900,564,1.471,0.735,147
1,78,898,581,2.208,1.104,174
1,79,890,590,1.553,0.777,128
1,80,898,566,3.263,1.632,132
1,81,900,538,3.621,1.811,158
1,82,896,544,0.930,0.465,116
1,83,902,522,2.942,1.471,139
1,84,900,541,2.465,1.232,77
1,85,902,546,0.695,0.347,110
1,86,904,558,1.569,0.785,75
1,87,878,661,13.704,6.852,83
1,88,892,632,4.154,2.077,107
1,89,893,614,2.326,1.163,81
1,90,902,581,4.412,2.206,85
1,91,901,568,1.682,0.841,72
1,92,896,553,2.040,1.020,91
1,93,896,516,4.773,2.386,134
1,94,885,590,9.651,4.825,133
1,95,897,569,3.120,1.560,119
1,96,900,481,11.359,5.679,174
1,97,898,466,1.952,0.976,146
1,98,902,497,4.032,2.016,138
1,99,893,481,2.368,1.184,115
1,100,904,498,2.612,1.306,110
1,101,902,492,0.816,0.408,89
1,102,900,484,1.064,0.532,137
1,103,902,508,3.107,1.553,128
1,104,881,553,6.406,3.203,109
1,105,888,506,6.130,3.065,101
1,106,894,512,1.095,0.547,112
1,107,896,497,1.952,0.976,153
1,108,896,481,2.064,1.032,116
1,109,894,473,1.064,0.532,154
1,110,893,513,5.162,2.581,126
1,111,898,530,2.286,1.143,126
1,112,897,518,1.553,0.777,164
1,113,894,508,1.347,0.673,105
1,114,897,530,2.864,1.432,186
1,115,900,504,3.376,1.688,221
1,116,886,453,6.822,3.411,142
1,117,900,489,4.983,2.491,87
1,118,905,534,5.841,2.920,139
1,119,898,513,2.856,1.428,127
1,120,897,501,1.553,0.777,137
1,121,904,552,6.641,3.320,160
1,122,901,528,3.120,1.560,188
1,123,900,493,4.517,2.258,154
1,124,905,505,1.677,0.839,174
1,125,906,552,6.064,3.032,177
1,126,904,493,7.615,3.808,179
1,127,898,474,2.570,1.285,118
1,128,885,446,3.982,1.991,184
1,129,877,437,1.553,0.777,74
1,130,889,450,2.282,1.141,155
1,131,900,518,8.886,4.443,81
1,132,900,552,4.386,2.193,114
1,133,874,657,13.954,6.977,183
1,134,866,674,2.424,1.212,161
1,135,866,674,0.000,0.000,130
1,136,897,588,11.793,5.896,91
1,137,902,578,1.442,0.721,80
1,138,900,532,5.940,2.970,120
1,139,898,502,3.879,1.939,188
1,140,896,581,10.194,5.097,134
1,141,888,610,3.881,1.940,115
1,142,896,561,6.405,3.202,124
1,143,896,584,2.967,1.484,117
1,144,898,532,6.713,3.356,74
1,145,893,548,2.162,1.081,69
1,146,901,577,3.881,1.940,93
1,147,901,600,2.967,1.484,101
1,148,900,513,11.224,5.612,119
1,149,890,458,7.211,3.606,101
1,150,890,460,0.258,0.129,150
1,151,896,484,3.191,1.596,83
1,152,889,549,8.433,4.217,142
1,153,893,573,3.139,1.569,131
1,154,901,565,1.459,0.730,154
1,155,902,562,0.408,0.204,113
1,156,894,501,7.936,3.968,143
1,157,897,561,7.750,3.875,116
1,158,896,590,3.743,1.872,162
1,159,886,621,4.202,2.101,129
1,160,881,633,1.677,0.839,153
1,161,892,581,6.856,3.428,148
1,162,894,530,6.584,3.292,154
1,163,894,557,3.483,1.742,171
1,164,892,592,4.522,2.261,159
1,165,897,574,2.410,1.205,170
1,166,893,508,8.530,4.265,172
1,167,890,509,0.408,0.204,183
1,168,893,509,0.387,0.194,136
1,169,892,518,1.168,0.584,113
1,170,877,490,4.098,2.049,95
1,171,889,518,3.930,1.965,176
1,172,894,533,2.040,1.020,200
1,173,889,580,6.097,3.049,148
1,174,865,660,10.774,5.387,138
1,175,890,576,11.306,5.653,175
1,176,901,517,7.742,3.871,152
1,177,898,484,4.275,2.137,168
1,178,902,504,2.631,1.316,164
1,179,897,572,8.796,4.398,122
1,180,893,534,4.929,2.465,184
1,181,876,472,8.293,4.147,159
1,182,881,498,3.415,1.708,151
1,183,904,542,6.405,3.202,174
1,184,900,532,1.389,0.695,165
1,185,897,565,4.275,2.137,140
1,186,897,532,4.257,2.128,155
1,187,894,556,3.120,1.560,166
1,188,896,578,2.850,1.425,189
1,189,898,553,3.235,1.618,115
1,190,898,566,1.677,0.839,83
1,191,897,590,3.099,1.549,111
1,192,900,560,3.889,1.945,94
1,193,902,545,1.952,0.976,76
1,194,902,572,3.483,1.742,67
1,195,897,594,2.910,1.455,127
1,196,897,541,6.837,3.418,99
1,197,894,438,13.293,6.646,151
1,198,894,460,2.838,1.419,120
1,199,870,381,10.651,5.325,141
1,200,873,432,6.590,3.295,152
1,201,880,418,2.019,1.010,200
1,202,888,429,1.755,0.877,189
1,203,894,466,4.835,2.418,82
1,204,906,550,10.946,5.473,120
1,205,905,549,0.182,0.091,172
1,206,894,538,2.007,1.003,161
1,207,898,532,0.930,0.465,189
1,208,898,542,1.290,0.645,148
1,209,900,534,1.064,0.532,156
1,210,905,504,3.923,1.962,191
1,211,905,488,2.064,1.032,188
1,212,906,513,3.228,1.614,161
1,213,904,557,5.682,2.841,139
1,214,896,597,5.262,2.631,157
1,215,898,585,1.569,0.785,129
1,216,902,514,9.174,4.587,169
1,217,906,521,1.040,0.520,116
1,218,888,429,12.093,6.047,137
1,219,889,417,1.553,0.777,138
1,220,890,429,1.553,0.777,198
1,221,884,432,0.865,0.433,122
1,222,900,525,12.173,6.087,187
1,223,897,534,1.224,0.612,170
1,224,902,537,0.752,0.376,169
1,225,905,546,1.224,0.612,164
1,226,904,530,2.068,1.034,166
1,227,902,521,1.189,0.595,136
1,228,905,526,0.752,0.376,177
1,229,902,573,6.075,3.038,164
1,230,901,550,2.970,1.485,137
1,231,901,482,8.772,4.386,168
1,232,894,465,2.372,1.186,172
1,233,889,485,2.659,1.330,150
1,234,893,453,4.160,2.080,153
1,235,896,462,1.224,0.612,163
1,236,890,428,4.454,2.227,163
1,237,897,473,5.875,2.937,168
1,238,900,560,11.230,5.615,108
1,239,897,565,0.752,0.376,174
1,240,897,522,5.547,2.774,150
1,241,897,513,1.161,0.581,148
1,242,897,474,5.031,2.516,147
1,243,901,513,5.057,2.529,180
1,244,896,532,2.534,1.267,179
1,245,894,500,4.136,2.068,175
1,246,896,554,6.971,3.485,207
1,247,901,577,3.036,1.518,138
1,248,901,524,6.837,3.418,195
1,249,897,524,0.516,0.258,160
1,250,893,514,1.389,0.695,188
1,251,880,573,7.794,3.897,170
1,252,881,513,7.741,3.871,139
1,253,896,521,2.193,1.097,154
1,254,893,564,5.560,2.780,119
1,255,896,520,5.689,2.845,183
1,256,898,492,3.621,1.811,176
1,257,902,512,2.631,1.316,149
1,258,906,525,1.755,0.877,169
1,259,894,530,1.677,0.839,151
1,260,885,470,7.827,3.913,201
1,261,892,452,2.491,1.246,168
1,262,898,477,3.317,1.658,161
1,263,900,493,2.080,1.040,128
1,264,898,494,0.288,0.144,161
1,265,896,485,1.189,0.595,150
1,266,893,512,3.504,1.752,109
1,267,898,472,5.200,2.600,139
1,268,898,481,1.161,0.581,155
1,269,904,488,1.189,0.595,156
1,270,902,506,2.336,1.168,145
1,271,898,449,7.371,3.686,186
1,272,894,474,3.266,1.633,170
1,273,898,485,1.510,0.755,175
1,274,902,516,4.032,2.016,165
1,275,900,470,5.940,2.970,132
1,276,901,480,1.296,0.648,116
1,277,872,406,10.253,5.126,165
1,278,857,380,3.872,1.936,168
1,279,857,382,0.258,0.129,203
1,280,881,432,7.155,3.577,164
1,281,896,508,9.993,4.997,201
1,282,900,533,3.266,1.633,131
1,283,897,530,0.547,0.274,163
1,284,894,469,7.879,3.939,144
1,285,893,490,2.712,1.356,116
1,286,898,512,2.910,1.455,218
1,287,894,541,3.776,1.888,192
1,288,885,441,12.952,6.476,161
1,289,902,484,5.965,2.982,146
1,290,898,516,4.160,2.080,171
1,291,902,533,2.253,1.126,141
