particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,379,308,-1.000,-1.000,71
1,2,378,308,0.129,0.065,63
1,3,397,313,2.534,1.267,233
1,4,390,311,0.939,0.470,240
1,5,367,306,3.036,1.518,7
1,6,392,316,3.473,1.737,255
1,7,380,307,1.935,0.968,86
1,8,374,310,0.865,0.433,83
1,9,379,318,1.217,0.608,75
1,10,380,319,0.182,0.091,68
1,11,380,319,0.000,0.000,73
1,12,382,319,0.258,0.129,53
1,13,382,321,0.258,0.129,63
1,14,381,323,0.288,0.144,64
1,15,381,325,0.258,0.129,77
1,16,380,323,0.288,0.144,63
1,17,380,320,0.387,0.194,60
1,18,380,317,0.387,0.194,60
1,19,381,315,0.288,0.144,65
1,20,380,312,0.408,0.204,38
1,21,380,316,0.516,0.258,70
1,22,380,318,0.258,0.129,40
1,23,381,320,0.288,0.144,46
1,24,381,323,0.387,0.194,59
1,25,381,326,0.387,0.194,64
1,26,380,326,0.129,0.065,59
1,27,378,321,0.695,0.347,63
1,28,380,322,0.288,0.144,51
1,29,380,325,0.387,0.194,56
1,30,378,327,0.365,0.182,58
1,31,378,325,0.258,0.129,61
1,32,380,325,0.258,0.129,46
1,33,380,323,0.258,0.129,64
1,34,381,320,0.408,0.204,56
1,35,381,320,0.000,0.000,57
1,36,381,315,0.645,0.323,73
1,37,381,320,0.645,0.323,46
1,38,380,323,0.408,0.204,63
1,39,376,332,1.271,0.635,57
1,40,380,325,1.040,0.520,45
1,41,377,320,0.752,0.376,64
1,42,379,319,0.288,0.144,71
1,43,378,315,0.532,0.266,49
1,44,380,315,0.258,0.129,45
1,45,380,315,0.000,0.000,62
1,46,380,318,0.387,0.194,46
1,47,380,321,0.387,0.194,82
1,48,380,322,0.129,0.065,39
1,49,380,323,0.129,0.065,47
1,50,379,327,0.532,0.266,70
1,51,378,333,0.785,0.392,44
1,52,378,335,0.258,0.129,43
1,53,375,335,0.387,0.194,33
1,54,373,336,0.288,0.144,36
1,55,375,331,0.695,0.347,41
1,56,375,331,0.000,0.000,58
1,57,377,332,0.288,0.144,73
1,58,377,328,0.516,0.258,57
1,59,378,328,0.129,0.065,49
1,60,378,332,0.516,0.258,64
1,61,377,329,0.408,0.204,47
1,62,378,329,0.129,0.065,61
1,63,378,328,0.129,0.065,67
1,64,379,326,0.288,0.144,60
1,65,378,317,1.168,0.584,51
1,66,380,312,0.695,0.347,33
1,67,381,314,0.288,0.144,47
1,68,381,312,0.258,0.129,58
1,69,381,311,0.129,0.065,56
1,70,382,308,0.408,0.204,57
1,71,381,308,0.129,0.065,51
1,72,381,304,0.516,0.258,57
1,73,381,308,0.516,0.258,40
1,74,381,310,0.258,0.129,70
1,75,381,313,0.387,0.194,64
1,76,381,315,0.258,0.129,66
1,77,381,313,0.258,0.129,55
1,78,380,317,0.532,0.266,83
1,79,379,320,0.408,0.204,65
1,80,379,322,0.258,0.129,43
1,81,380,317,0.658,0.329,75
