particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,364,252,-1.000,-1.000,124
1,2,362,260,1.064,0.532,145
1,3,361,263,0.408,0.204,135
1,4,359,270,0.939,0.470,203
1,5,359,274,0.516,0.258,116
1,6,359,280,0.774,0.387,98
1,7,361,277,0.465,0.233,101
1,8,360,271,0.785,0.392,135
1,9,362,262,1.189,0.595,68
1,10,363,260,0.288,0.144,116
1,11,365,251,1.189,0.595,94
1,12,365,239,1.548,0.774,98
1,13,363,248,1.189,0.595,70
1,14,356,254,1.189,0.595,50
1,15,351,256,0.695,0.347,60
1,16,349,244,1.569,0.785,37
1,17,351,242,0.365,0.182,49
1,18,354,252,1.347,0.673,62
1,19,361,252,0.903,0.452,62
1,20,360,253,0.182,0.091,71
1,21,363,242,1.471,0.735,52
1,22,364,250,1.040,0.520,54
1,23,364,251,0.129,0.065,85
1,24,363,256,0.658,0.329,71
1,25,363,255,0.129,0.065,94
1,26,364,255,0.129,0.065,105
1,27,363,261,0.785,0.392,109
1,28,363,258,0.387,0.194,86
1,29,363,264,0.774,0.387,72
1,30,360,264,0.387,0.194,102
1,31,362,258,0.816,0.408,67
1,32,361,268,1.296,0.648,57
1,33,362,275,0.912,0.456,86
1,34,362,253,2.838,1.419,87
1,35,364,232,2.721,1.361,66
1,36,364,251,2.451,1.226,51
1,37,362,267,2.080,1.040,100
1,38,359,276,1.224,0.612,103
1,39,358,281,0.658,0.329,92
1,40,354,290,1.271,0.635,45
1,41,358,281,1.271,0.635,52
1,42,363,263,2.410,1.205,55
1,43,361,270,0.939,0.470,80
1,44,357,277,1.040,0.520,78
1,45,352,297,2.659,1.330,108
1,46,352,296,0.129,0.065,105
1,47,357,285,1.559,0.779,71
1,48,363,268,2.326,1.163,69
1,49,360,270,0.465,0.233,120
1,50,361,274,0.532,0.266,87
1,51,362,272,0.288,0.144,46
1,52,359,276,0.645,0.323,72
1,53,358,275,0.182,0.091,53
1,54,355,288,1.721,0.861,80
1,55,355,286,0.258,0.129,85
1,56,359,274,1.632,0.816,74
1,57,361,273,0.288,0.144,88
1,58,360,274,0.182,0.091,141
1,59,362,265,1.189,0.595,116
1,60,362,264,0.129,0.065,84
