particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,445,342,-1.000,-1.000,4977
1,2,443,350,1.064,0.532,6842
1,3,442,311,5.033,2.516,5941
1,4,440,310,0.288,0.144,7969
1,5,433,344,4.478,2.239,4780
1,6,444,339,1.559,0.779,7468
1,7,435,338,1.168,0.584,4145
1,8,435,367,3.741,1.871,5556
1,9,437,351,2.080,1.040,7135
1,10,435,310,5.295,2.648,5234
1,11,416,263,6.540,3.270,3451
1,12,408,253,1.652,0.826,3752
1,13,422,277,3.584,1.792,4321
1,14,410,248,4.049,2.024,7405
1,15,404,236,1.731,0.865,5380
1,16,410,247,1.616,0.808,5076
1,17,427,285,5.370,2.685,5176
1,18,422,276,1.328,0.664,5335
1,19,408,245,4.388,2.194,5165
1,20,384,212,5.264,2.632,6567
1,21,386,214,0.365,0.182,6120
1,22,410,243,4.856,2.428,5263
1,23,430,301,7.914,3.957,5110
1,24,425,294,1.110,0.555,4281
1,25,411,298,1.878,0.939,4019
1,26,414,272,3.376,1.688,4545
1,27,427,297,3.635,1.817,6082
1,28,429,331,4.394,2.197,4465
1,29,422,339,1.371,0.686,5268
1,30,430,347,1.459,0.730,4670
1,31,424,329,2.448,1.224,3339
1,32,423,323,0.785,0.392,3344
1,33,409,357,4.743,2.372,3665
1,34,402,362,1.110,0.555,3927
1,35,408,386,3.191,1.596,3024
1,36,417,378,1.553,0.777,3115
1,37,427,381,1.347,0.673,4417
1,38,428,402,2.712,1.356,5651
1,39,429,404,0.288,0.144,6820
1,40,430,401,0.408,0.204,7316
1,41,434,392,1.271,0.635,4815
1,42,434,382,1.290,0.645,4315
1,43,423,400,2.721,1.361,4358
1,44,428,410,1.442,0.721,3734
1,45,433,389,2.785,1.392,4630
1,46,429,403,1.878,0.939,6566
1,47,426,411,1.102,0.551,8608
1,48,429,392,2.481,1.241,11480
1,49,425,400,1.154,0.577,10280
1,50,414,398,1.442,0.721,15961
1,51,413,404,0.785,0.392,16325
1,52,436,378,4.478,2.239,6767
1,53,437,358,2.583,1.292,5977
1,54,438,342,2.068,1.034,6677
1,55,438,324,2.322,1.161,5367
1,56,434,332,1.154,0.577,5905
1,57,434,348,2.064,1.032,3701
1,58,430,328,2.631,1.316,4492
1,59,430,350,2.838,1.419,5694
1,60,433,379,3.761,1.880,6440
1,61,416,429,6.813,3.406,6016
1,62,420,417,1.632,0.816,6685
1,63,426,411,1.095,0.547,5522
1,64,432,385,3.442,1.721,4475
1,65,434,331,6.971,3.485,5865
1,66,438,343,1.632,0.816,7256
1,67,433,372,3.796,1.898,5462
1,68,427,392,2.694,1.347,4744
1,69,420,408,2.253,1.126,3797
1,70,426,381,3.568,1.784,4139
1,71,424,374,0.939,0.470,4037
1,72,402,365,3.066,1.533,3704
1,73,409,340,3.349,1.675,3924
1,74,420,358,2.721,1.361,4412
1,75,421,367,1.168,0.584,3520
1,76,430,350,2.481,1.241,3555
1,77,426,358,1.154,0.577,4867
1,78,425,374,2.068,1.034,3847
1,79,418,398,3.225,1.613,3949
1,80,430,376,3.233,1.616,3909
1,81,436,361,2.084,1.042,5207
1,82,434,374,1.697,0.848,7023
1,83,436,370,0.577,0.288,8866
1,84,433,364,0.865,0.433,8616
1,85,433,361,0.387,0.194,10173
1,86,435,359,0.365,0.182,4151
1,87,424,391,4.365,2.183,5735
1,88,408,448,7.637,3.819,4440
1,89,401,457,1.471,0.735,6459
1,90,395,466,1.395,0.698,6693
1,91,418,425,6.064,3.032,8449
1,92,424,417,1.290,0.645,5658
1,93,430,406,1.616,0.808,5472
1,94,430,392,1.806,0.903,5145
1,95,432,385,0.939,0.470,5671
1,96,434,350,4.522,2.261,5000
1,97,429,358,1.217,0.608,4754
1,98,427,386,3.621,1.811,3545
1,99,424,413,3.504,1.752,4861
1,100,420,413,0.516,0.258,4953
1,101,421,410,0.408,0.204,4931
1,102,419,402,1.064,0.532,4240
1,103,419,406,0.516,0.258,4497
1,104,428,402,1.271,0.635,5578
1,105,419,427,3.428,1.714,4930
1,106,421,417,1.316,0.658,5941
1,107,412,429,1.935,0.968,4977
1,108,413,435,0.785,0.392,4135
1,109,410,415,2.609,1.304,4683
1,110,397,428,2.372,1.186,2823
1,111,409,437,1.935,0.968,4029
1,112,395,458,3.256,1.628,4228
1,113,409,452,1.965,0.982,6059
1,114,413,444,1.154,0.577,6926
1,115,412,441,0.408,0.204,5413
1,116,426,414,3.923,1.962,5557
1,117,420,427,1.847,0.923,4769
1,118,405,451,3.651,1.825,9874
1,119,416,434,2.612,1.306,8485
1,120,420,423,1.510,0.755,6571
1,121,433,370,7.040,3.520,10240
1,122,434,371,0.182,0.091,6946
1,123,434,373,0.258,0.129,3991
1,124,437,348,3.248,1.624,7357
1,125,435,334,1.824,0.912,4946
1,126,436,352,2.326,1.163,5601
