x,y,filename,frame,particle
480.600006103516,425.800003051758,exp100000,0,0
472.400009155273,417.400009155273,exp100050,1,0
481.200012207031,434.600006103516,exp100100,2,0
477,442,exp100150,3,0
474.200012207031,438,exp100200,4,0
482,440,exp100250,5,0
484,442,exp100300,6,0
482.400009155273,435.600006103516,exp100350,7,0
482.800003051758,441.800003051758,exp100400,8,0
479.200012207031,432.200012207031,exp100450,9,0
481,443.600006103516,exp100500,10,0
481.800003051758,449.800003051758,exp100550,11,0
481.800003051758,453.400009155273,exp100600,12,0
483,440.600006103516,exp100650,13,0
482.600006103516,437.200012207031,exp100700,14,0
484,431.800003051758,exp100750,15,0
482.400009155273,424.600006103516,exp100800,16,0
484,457.200012207031,exp100850,17,0
486,449.400009155273,exp100900,18,0
479.600006103516,443.800003051758,exp100950,19,0
482.200012207031,428.200012207031,exp101000,20,0
486.400009155273,445.600006103516,exp101050,21,0
477.200012207031,451.800003051758,exp101100,22,0
479,450.600006103516,exp101150,23,0
479.800003051758,447.200012207031,exp101200,24,0
484.600006103516,443,exp101250,25,0
481.200012207031,472.600006103516,exp101300,26,0
480.600006103516,456,exp101350,27,0
484.400009155273,458,exp101400,28,0
486,444.400009155273,exp101450,29,0
479.600006103516,441.200012207031,exp101500,30,0
478.600006103516,438.200012207031,exp101550,31,0
475.200012207031,456.800003051758,exp101600,32,0
479.400009155274,428,exp101650,33,0
485.800003051758,416.800003051758,exp101700,34,0
484.600006103516,438.400009155273,exp101750,35,0
480,434,exp101800,36,0
480.800003051758,452.800003051758,exp101850,37,0
482,452.800003051758,exp101900,38,0
482.800003051758,451.600006103516,exp101950,39,0
486.400009155273,436.200012207031,exp102000,40,0
482,436.800003051758,exp102050,41,0
485.200012207031,447.600006103516,exp102100,42,0
478.600006103516,434.600006103516,exp102150,43,0
482.400009155273,445.600006103516,exp102200,44,0
481.600006103516,431.400009155273,exp102250,45,0
481.800003051758,421,exp102300,46,0
479.400009155274,438.600006103516,exp102350,47,0
477.400009155273,430.400009155273,exp102400,48,0
481.400009155273,446.400009155274,exp102450,49,0
475.800003051758,428.800003051758,exp102500,50,0
477,410.800003051758,exp102550,51,0
481.400009155273,426.400009155273,exp102600,52,0
479.400009155274,441.200012207031,exp102650,53,0
478.600006103516,441.800003051758,exp102700,54,0
481.200012207031,439.400009155273,exp102750,55,0
477,418.200012207031,exp102800,56,0
482.600006103516,426,exp102850,57,0
481.600006103516,424.400009155273,exp102900,58,0
