particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,594,616,-1.000,-1.000,88
1,2,616,601,3.435,1.717,97
1,3,625,614,2.040,1.020,109
1,4,649,578,5.581,2.791,67
1,5,598,541,8.128,4.064,60
1,6,616,532,2.596,1.298,60
1,7,569,554,6.694,3.347,71
1,8,510,525,8.481,4.240,77
1,9,533,492,5.189,2.594,49
1,10,565,488,4.160,2.080,81
1,11,596,492,4.032,2.016,67
1,12,625,530,6.166,3.083,89
1,13,616,561,4.164,2.082,87
1,14,688,602,10.688,5.344,64
1,15,629,654,10.145,5.073,68
1,16,576,665,6.983,3.491,82
1,17,584,644,2.899,1.449,85
1,18,585,548,12.385,6.192,80
1,19,634,566,6.734,3.367,86
1,20,648,638,9.462,4.731,82
1,21,617,644,4.073,2.037,70
1,22,568,645,6.322,3.161,72
1,23,549,560,11.236,5.618,67
1,24,541,533,3.633,1.816,81
1,25,580,560,6.119,3.060,75
1,26,601,582,3.923,1.962,60
1,27,656,625,9.006,4.503,74
1,28,612,617,5.769,2.885,74
1,29,606,556,7.907,3.953,88
1,30,585,532,4.114,2.057,70
1,31,606,570,5.601,2.800,63
1,32,573,593,5.189,2.594,74
1,33,574,648,7.096,3.548,74
1,34,586,645,1.596,0.798,80
1,35,580,617,3.694,1.847,74
1,36,582,569,6.197,3.099,92
1,37,570,530,5.264,2.632,84
1,38,581,488,5.601,2.800,81
1,39,612,480,4.130,2.065,98
1,40,588,473,3.225,1.612,68
1,41,534,488,7.230,3.615,72
1,42,550,516,4.160,2.080,69
1,43,524,542,4.743,2.372,67
1,44,501,561,3.848,1.924,77
1,45,478,569,3.141,1.571,73
1,46,472,542,3.568,1.784,78
1,47,512,525,5.607,2.803,79
1,48,494,528,2.354,1.177,73
1,49,562,557,9.536,4.768,86
1,50,534,600,6.619,3.310,83
1,51,513,541,8.079,4.039,79
1,52,536,509,5.084,2.542,65
1,53,522,573,8.451,4.226,83
1,54,506,597,3.721,1.860,72
1,55,517,596,1.425,0.712,63
1,56,526,580,2.368,1.184,65
1,57,560,552,5.682,2.841,77
1,58,553,526,3.473,1.737,70
1,59,597,520,5.729,2.864,98
1,60,621,574,7.623,3.812,72
1,61,629,553,2.899,1.449,67
1,62,618,550,1.471,0.735,94
1,63,648,561,4.122,2.061,70
1,64,700,592,7.810,3.905,82
1,65,648,598,6.753,3.376,71
1,66,592,584,7.446,3.723,77
1,67,568,644,8.336,4.168,71
1,68,580,662,2.791,1.395,74
1,69,581,610,6.709,3.355,64
1,70,549,552,8.545,4.273,74
1,71,542,586,4.478,2.239,68
1,72,536,572,1.965,0.982,73
1,73,525,586,2.297,1.148,74
1,74,516,562,3.307,1.653,63
1,75,521,569,1.110,0.555,72
1,76,552,544,5.137,2.569,67
1,77,517,553,4.662,2.331,96
