particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,705,424,-1.000,-1.000,136
1,2,698,417,1.277,0.639,163
1,3,702,434,2.253,1.126,170
1,4,701,444,1.296,0.648,117
1,5,702,452,1.040,0.520,198
1,6,701,464,1.553,0.777,149
1,7,701,465,0.129,0.065,130
1,8,705,433,4.160,2.080,143
1,9,701,405,3.649,1.824,164
1,10,704,394,1.471,0.735,130
1,11,702,410,2.080,1.040,130
1,12,704,432,2.850,1.425,169
1,13,705,444,1.553,0.777,147
1,14,704,445,0.182,0.091,126
1,15,697,454,1.471,0.735,172
1,16,704,442,1.792,0.896,146
1,17,701,429,1.721,0.861,159
1,18,702,437,1.040,0.520,151
1,19,701,446,1.168,0.584,155
1,20,702,429,2.197,1.098,173
1,21,702,452,2.967,1.484,155
1,22,702,445,0.903,0.452,135
1,23,702,442,0.387,0.194,156
1,24,702,449,0.903,0.452,213
1,25,698,456,1.040,0.520,160
1,26,702,452,0.730,0.365,113
1,27,700,473,2.721,1.361,102
1,28,698,490,2.208,1.104,122
1,29,700,453,4.780,2.390,161
1,30,702,449,0.577,0.288,165
1,31,698,437,1.632,0.816,166
1,32,705,420,2.372,1.186,127
1,33,698,413,1.277,0.639,105
1,34,701,402,1.471,0.735,112
1,35,701,390,1.548,0.774,107
1,36,701,410,2.580,1.290,129
1,37,701,426,2.064,1.032,127
1,38,701,448,2.838,1.419,194
1,39,692,437,1.833,0.917,137
1,40,690,417,2.593,1.296,148
1,41,692,405,1.569,0.785,145
1,42,700,424,2.659,1.330,136
1,43,697,432,1.102,0.551,157
1,44,698,414,2.326,1.163,189
1,45,700,421,0.939,0.470,208
1,46,700,434,1.677,0.839,140
1,47,701,454,2.583,1.292,163
1,48,701,448,0.774,0.387,121
1,49,694,445,0.982,0.491,199
1,50,708,434,2.297,1.148,166
1,51,700,440,1.290,0.645,127
1,52,702,432,1.064,0.532,166
1,53,698,434,0.577,0.288,209
1,54,700,444,1.316,0.658,186
1,55,697,466,2.864,1.432,172
1,56,694,457,1.224,0.612,152
1,57,698,449,1.154,0.577,171
1,58,697,457,1.040,0.520,159
1,59,697,444,1.677,0.839,174
1,60,698,422,2.841,1.420,106
1,61,701,437,1.973,0.987,148
1,62,705,412,3.266,1.633,130
1,63,702,414,0.465,0.233,152
1,64,702,436,2.838,1.419,149
1,65,702,424,1.548,0.774,129
1,66,702,438,1.806,0.903,118
1,67,704,433,0.695,0.347,107
1,68,706,416,2.208,1.104,129
1,69,705,402,1.811,0.905,152
1,70,697,424,3.020,1.510,161
1,71,698,432,1.040,0.520,142
1,72,702,417,2.003,1.001,180
1,73,709,397,2.733,1.367,138
1,74,709,406,1.161,0.581,141
1,75,702,412,1.189,0.595,172
1,76,701,433,2.712,1.356,109
1,77,709,436,1.102,0.551,140
1,78,706,426,1.347,0.673,149
1,79,708,414,1.569,0.785,116
1,80,708,409,0.645,0.323,90
1,81,694,393,2.743,1.371,110
1,82,698,402,1.271,0.635,137
1,83,701,412,1.347,0.673,153
1,84,704,410,0.465,0.233,115
1,85,705,416,0.785,0.392,125
1,86,706,404,1.553,0.777,131
1,87,706,405,0.129,0.065,109
1,88,708,412,0.939,0.470,151
1,89,706,417,0.695,0.347,151
1,90,702,413,0.730,0.365,145
1,91,702,410,0.387,0.194,171
1,92,708,405,1.008,0.504,144
1,93,700,413,1.459,0.730,178
1,94,701,414,0.182,0.091,144
1,95,702,406,1.040,0.520,136
1,96,702,398,1.032,0.516,146
1,97,698,394,0.730,0.365,126
1,98,698,408,1.806,0.903,152
1,99,704,398,1.504,0.752,143
1,100,697,434,4.731,2.365,117
1,101,696,436,0.288,0.144,134
1,102,692,453,2.253,1.126,155
1,103,694,453,0.258,0.129,109
1,104,700,456,0.865,0.433,143
1,105,693,441,2.135,1.068,118
1,106,700,432,1.471,0.735,134
1,107,698,417,1.952,0.976,142
1,108,698,409,1.032,0.516,161
1,109,698,408,0.129,0.065,131
1,110,700,420,1.569,0.785,170
1,111,700,424,0.516,0.258,161
1,112,698,422,0.365,0.182,116
1,113,698,409,1.677,0.839,118
1,114,697,426,2.197,1.098,127
1,115,697,434,1.032,0.516,121
1,116,697,432,0.258,0.129,136
1,117,698,420,1.553,0.777,161
1,118,698,413,0.903,0.452,122
1,119,698,409,0.516,0.258,114
1,120,700,404,0.695,0.347,127
1,121,701,422,2.326,1.163,136
1,122,702,433,1.425,0.712,154
1,123,700,420,1.697,0.848,180
1,124,698,409,1.442,0.721,144
1,125,698,432,2.967,1.484,164
1,126,698,440,1.032,0.516,193
1,127,698,428,1.548,0.774,153
1,128,698,414,1.806,0.903,155
1,129,698,401,1.677,0.839,150
1,130,697,418,2.197,1.098,146
1,131,696,409,1.168,0.584,133
1,132,696,405,0.516,0.258,157
1,133,698,417,1.569,0.785,136
1,134,692,412,1.008,0.504,94
1,135,692,416,0.516,0.258,165
1,136,696,426,1.389,0.695,162
1,137,696,445,2.451,1.226,140
1,138,697,457,1.553,0.777,169
1,139,698,452,0.658,0.329,166
1,140,697,430,2.841,1.420,151
1,141,694,396,4.403,2.202,144
1,142,697,412,2.100,1.050,161
1,143,697,402,1.290,0.645,129
1,144,693,388,1.878,0.939,112
1,145,698,406,2.410,1.205,145
1,146,698,417,1.419,0.710,163
1,147,701,444,3.504,1.752,113
1,148,700,438,0.785,0.392,140
1,149,700,418,2.580,1.290,173
1,150,701,398,2.583,1.292,163
1,151,701,409,1.419,0.710,144
1,152,701,400,1.161,0.581,205
1,153,698,402,0.465,0.233,157
1,154,701,422,2.609,1.304,169
1,155,701,438,2.064,1.032,158
1,156,704,453,1.973,0.987,148
1,157,706,434,2.465,1.232,160
1,158,705,441,0.912,0.456,139
1,159,704,453,1.553,0.777,142
1,160,704,458,0.645,0.323,159
1,161,705,441,2.197,1.098,161
1,162,708,429,1.596,0.798,160
1,163,704,414,2.003,1.001,192
1,164,704,413,0.129,0.065,169
1,165,704,425,1.548,0.774,145
1,166,704,428,0.387,0.194,141
