particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,387,212,-1.000,-1.000,33
1,2,385,217,0.695,0.347,43
1,3,384,209,1.040,0.520,47
1,4,385,205,0.532,0.266,41
1,5,385,205,0.000,0.000,65
1,6,385,203,0.258,0.129,47
1,7,387,204,0.288,0.144,50
1,8,386,209,0.658,0.329,40
1,9,388,208,0.288,0.144,101
1,10,387,208,0.129,0.065,65
1,11,387,210,0.258,0.129,86
1,12,385,209,0.288,0.144,41
1,13,386,203,0.785,0.392,41
1,14,386,203,0.000,0.000,58
1,15,388,206,0.465,0.233,45
1,16,388,193,1.677,0.839,45
1,17,386,194,0.288,0.144,40
1,18,386,191,0.387,0.194,53
1,19,386,193,0.258,0.129,54
1,20,387,199,0.785,0.392,35
1,21,388,204,0.658,0.329,82
1,22,388,217,1.677,0.839,52
1,23,385,219,0.465,0.233,49
1,24,385,212,0.903,0.452,51
1,25,384,207,0.658,0.329,45
1,26,386,205,0.365,0.182,57
1,27,382,204,0.532,0.266,55
1,28,387,199,0.912,0.456,38
1,29,386,201,0.288,0.144,37
1,30,386,204,0.387,0.194,43
1,31,382,207,0.645,0.323,40
1,32,384,216,1.189,0.595,55
1,33,385,219,0.408,0.204,90
1,34,385,220,0.129,0.065,44
1,35,385,222,0.258,0.129,56
1,36,385,222,0.000,0.000,56
1,37,385,216,0.774,0.387,44
1,38,385,216,0.000,0.000,60
1,39,386,218,0.288,0.144,79
1,40,386,217,0.129,0.065,80
1,41,385,225,1.040,0.520,65
1,42,386,227,0.288,0.144,65
1,43,383,227,0.387,0.194,70
1,44,383,233,0.774,0.387,111
1,45,383,236,0.387,0.194,111
1,46,386,236,0.387,0.194,104
1,47,386,227,1.161,0.581,100
1,48,385,224,0.408,0.204,103
1,49,385,217,0.903,0.452,114
1,50,386,223,0.785,0.392,81
1,51,386,224,0.129,0.065,47
1,52,385,227,0.408,0.204,68
1,53,386,231,0.532,0.266,128
1,54,386,236,0.645,0.323,62
1,55,384,238,0.365,0.182,47
1,56,383,238,0.129,0.065,88
1,57,380,241,0.547,0.274,104
1,58,381,242,0.182,0.091,44
