particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,732,602,-1.000,-1.000,54
1,2,736,605,0.645,0.323,26
1,3,742,613,1.290,0.645,104
1,4,736,621,1.290,0.645,61
1,5,736,632,1.419,0.710,63
1,6,732,630,0.577,0.288,73
1,7,732,636,0.774,0.387,70
1,8,721,642,1.616,0.808,55
1,9,722,633,1.168,0.584,62
1,10,728,633,0.774,0.387,57
1,11,730,630,0.465,0.233,166
1,12,721,628,1.189,0.595,69
1,13,725,638,1.389,0.695,49
1,14,725,645,0.903,0.452,70
1,15,725,638,0.903,0.452,69
1,16,722,630,1.102,0.551,45
1,17,726,625,0.826,0.413,52
1,18,730,633,1.154,0.577,97
1,19,729,645,1.553,0.777,59
1,20,733,633,1.632,0.816,73
1,21,733,625,1.032,0.516,65
1,22,736,621,0.645,0.323,58
1,23,736,614,0.903,0.452,66
1,24,730,606,1.290,0.645,40
1,25,729,597,1.168,0.584,47
1,26,734,608,1.559,0.779,55
1,27,738,614,0.930,0.465,66
1,28,737,613,0.182,0.091,62
1,29,737,606,0.903,0.452,66
1,30,733,593,1.755,0.877,50
1,31,730,581,1.596,0.798,44
1,32,728,586,0.695,0.347,49
1,33,725,596,1.347,0.673,58
1,34,726,605,1.168,0.584,52
1,35,728,616,1.442,0.721,54
1,36,726,621,0.695,0.347,56
1,37,722,626,0.826,0.413,57
1,38,725,640,1.847,0.923,71
1,39,732,644,1.040,0.520,54
1,40,740,641,1.102,0.551,68
1,41,737,640,0.408,0.204,76
1,42,736,652,1.553,0.777,38
1,43,732,665,1.755,0.877,43
1,44,730,656,1.189,0.595,38
1,45,726,654,0.577,0.288,40
1,46,734,660,1.290,0.645,68
1,47,737,661,0.408,0.204,55
1,48,738,664,0.408,0.204,37
1,49,736,652,1.569,0.785,44
1,50,734,653,0.288,0.144,51
1,51,737,654,0.408,0.204,50
1,52,737,649,0.645,0.323,31
1,53,738,645,0.532,0.266,57
1,54,740,652,0.939,0.470,82
1,55,737,656,0.645,0.323,50
1,56,734,654,0.465,0.233,55
1,57,736,657,0.465,0.233,64
1,58,733,656,0.408,0.204,43
1,59,733,649,0.903,0.452,34
1,60,737,652,0.645,0.323,49
1,61,737,658,0.774,0.387,50
1,62,742,658,0.645,0.323,86
1,63,737,662,0.826,0.413,72
1,64,737,668,0.774,0.387,58
1,65,738,657,1.425,0.712,73
1,66,738,657,0.000,0.000,70
1,67,738,654,0.387,0.194,76
1,68,738,654,0.000,0.000,72
1,69,734,665,1.510,0.755,69
1,70,734,673,1.032,0.516,66
1,71,730,680,1.040,0.520,55
1,72,726,681,0.532,0.266,66
1,73,725,674,0.912,0.456,56
1,74,729,673,0.532,0.266,100
1,75,729,673,0.000,0.000,55
1,76,732,669,0.645,0.323,74
1,77,732,670,0.129,0.065,49
1,78,730,670,0.258,0.129,61
1,79,729,673,0.408,0.204,64
1,80,729,673,0.000,0.000,60
1,81,729,672,0.129,0.065,75
1,82,730,669,0.408,0.204,65
1,83,732,666,0.465,0.233,41
1,84,733,666,0.129,0.065,89
1,85,732,672,0.785,0.392,64
1,86,730,678,0.816,0.408,81
1,87,730,680,0.258,0.129,95
1,88,730,685,0.645,0.323,73
1,89,730,692,0.903,0.452,54
1,90,729,696,0.532,0.266,74
1,91,729,688,1.032,0.516,70
1,92,729,692,0.516,0.258,44
1,93,729,705,1.677,0.839,48
1,94,720,718,2.040,1.020,87
1,95,714,726,1.290,0.645,50
1,96,712,737,1.442,0.721,90
1,97,712,737,0.000,0.000,62
1,98,718,729,1.290,0.645,71
1,99,716,730,0.288,0.144,52
1,100,712,725,0.826,0.413,60
1,101,713,724,0.182,0.091,51
1,102,714,724,0.129,0.065,51
1,103,716,740,2.080,1.040,52
1,104,717,756,2.068,1.034,60
1,105,714,760,0.645,0.323,54
1,106,713,764,0.532,0.266,29
1,107,714,752,1.553,0.777,72
1,108,716,752,0.258,0.129,66
1,109,722,746,1.095,0.547,79
1,110,722,738,1.032,0.516,37
1,111,720,721,2.208,1.104,41
1,112,716,714,1.040,0.520,39
1,113,716,705,1.161,0.581,57
1,114,714,701,0.577,0.288,42
1,115,714,692,1.161,0.581,64
1,116,718,701,1.271,0.635,68
1,117,717,708,0.912,0.456,63
1,118,717,712,0.516,0.258,97
1,119,717,720,1.032,0.516,109
1,120,720,721,0.408,0.204,98
1,121,718,717,0.577,0.288,78
1,122,718,717,0.000,0.000,80
1,123,718,728,1.419,0.710,63
1,124,718,729,0.129,0.065,98
1,125,717,733,0.532,0.266,76
1,126,720,726,0.982,0.491,90
1,127,720,724,0.258,0.129,75
1,128,720,718,0.774,0.387,58
1,129,720,709,1.161,0.581,79
1,130,720,706,0.387,0.194,60
1,131,720,705,0.129,0.065,70
1,132,724,716,1.510,0.755,81
1,133,724,720,0.516,0.258,70
1,134,724,724,0.516,0.258,77
1,135,722,728,0.577,0.288,81
1,136,721,734,0.785,0.392,84
1,137,718,740,0.865,0.433,86
1,138,721,742,0.465,0.233,95
1,139,722,745,0.408,0.204,134
1,140,718,738,1.040,0.520,98
1,141,716,745,0.939,0.470,110
1,142,716,746,0.129,0.065,106
1,143,714,741,0.695,0.347,75
1,144,714,740,0.129,0.065,98
1,145,714,738,0.258,0.129,79
1,146,716,732,0.816,0.408,67
1,147,716,726,0.774,0.387,57
1,148,716,713,1.677,0.839,78
1,149,716,713,0.000,0.000,65
1,150,717,733,2.583,1.292,79
1,151,716,733,0.129,0.065,38
1,152,716,728,0.645,0.323,77
1,153,717,724,0.532,0.266,71
1,154,716,722,0.288,0.144,71
1,155,712,716,0.930,0.465,93
1,156,709,712,0.645,0.323,56
1,157,709,706,0.774,0.387,74
1,158,708,702,0.532,0.266,82
1,159,706,701,0.288,0.144,67
1,160,708,704,0.465,0.233,87
1,161,708,705,0.129,0.065,58
1,162,710,701,0.577,0.288,55
1,163,710,700,0.129,0.065,75
1,164,712,701,0.288,0.144,51
1,165,713,709,1.040,0.520,73
1,166,713,713,0.516,0.258,66
1,167,713,713,0.000,0.000,85
1,168,710,714,0.408,0.204,45
1,169,708,714,0.258,0.129,56
1,170,706,698,2.080,1.040,44
1,171,706,694,0.516,0.258,77
1,172,706,688,0.774,0.387,86
1,173,705,688,0.129,0.065,79
1,174,702,692,0.645,0.323,79
1,175,705,684,1.102,0.551,73
1,176,706,682,0.288,0.144,56
1,177,708,680,0.365,0.182,65
1,178,708,680,0.000,0.000,72
1,179,708,689,1.161,0.581,54
1,180,708,700,1.419,0.710,52
1,181,706,702,0.365,0.182,54
1,182,701,708,1.008,0.504,48
1,183,701,708,0.000,0.000,51
1,184,697,708,0.516,0.258,85
1,185,688,705,1.224,0.612,65
1,186,688,705,0.000,0.000,48
1,187,685,706,0.408,0.204,66
1,188,680,714,1.217,0.608,79
1,189,684,714,0.516,0.258,43
1,190,700,730,2.919,1.459,74
1,191,700,732,0.258,0.129,70
1,192,705,733,0.658,0.329,55
1,193,706,732,0.182,0.091,35
1,194,698,724,1.459,0.730,52
1,195,697,724,0.129,0.065,53
1,196,697,724,0.000,0.000,73
1,197,697,732,1.032,0.516,67
1,198,697,734,0.258,0.129,81
1,199,697,730,0.516,0.258,58
1,200,697,730,0.000,0.000,50
1,201,692,729,0.658,0.329,63
1,202,696,734,0.826,0.413,51
1,203,696,736,0.258,0.129,45
1,204,697,730,0.785,0.392,83
1,205,696,721,1.168,0.584,71
1,206,692,717,0.730,0.365,78
