particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,1479,1185,-1.000,-1.000,123
1,2,1476,1122,8.136,4.068,165
1,3,1518,1173,8.523,4.261,124
1,4,1581,1170,8.136,4.068,131
1,5,1566,1146,3.651,1.825,142
1,6,1512,1128,7.343,3.671,154
1,7,1482,1113,4.327,2.163,183
1,8,1464,1134,3.568,1.784,166
1,9,1374,1134,11.610,5.805,131
1,10,1461,1167,12.003,6.002,133
1,11,1518,1197,8.309,4.155,136
1,12,1524,1176,2.817,1.409,142
1,13,1521,1200,3.120,1.560,149
1,14,1515,1152,6.240,3.120,168
1,15,1503,1146,1.731,0.865,170
1,16,1494,1095,6.681,3.340,206
1,17,1482,1059,4.895,2.448,171
1,18,1476,1047,1.731,0.865,185
1,19,1482,1062,2.084,1.042,162
1,20,1479,1095,4.275,2.137,164
1,21,1479,1092,0.387,0.194,166
1,22,1479,1065,3.483,1.742,183
1,23,1479,1119,6.966,3.483,150
1,24,1473,1158,5.090,2.545,168
1,25,1476,1155,0.547,0.274,161
1,26,1485,1113,5.541,2.770,167
1,27,1491,1080,4.327,2.163,189
1,28,1491,1080,0.000,0.000,152
1,29,1491,1071,1.161,0.581,169
1,30,1485,1065,1.095,0.547,142
1,31,1479,1050,2.084,1.042,152
1,32,1473,1062,1.731,0.865,194
1,33,1473,1143,10.449,5.224,175
1,34,1479,1173,3.947,1.973,177
1,35,1479,1179,0.774,0.387,125
1,36,1488,1107,9.360,4.680,155
1,37,1485,1167,7.750,3.875,162
1,38,1491,1167,0.774,0.387,176
1,39,1491,1218,6.579,3.290,197
1,40,1491,1173,5.805,2.902,173
1,41,1476,1167,2.084,1.042,172
1,42,1479,1188,2.737,1.368,181
1,43,1479,1227,5.031,2.516,173
1,44,1482,1158,8.909,4.455,192
1,45,1479,1119,5.046,2.523,144
1,46,1476,1149,3.889,1.945,164
1,47,1470,1209,7.779,3.889,135
1,48,1482,1191,2.791,1.395,169
1,49,1482,1209,2.322,1.161,186
1,50,1479,1128,10.456,5.228,149
1,51,1473,1164,4.708,2.354,190
1,52,1470,1200,4.660,2.330,161
1,53,1488,1167,4.849,2.425,153
1,54,1491,1179,1.596,0.798,159
1,55,1488,1140,5.046,2.523,160
1,56,1482,1227,11.250,5.625,185
1,57,1479,1152,9.683,4.841,181
1,58,1479,1176,3.096,1.548,157
1,59,1482,1164,1.596,0.798,151
1,60,1479,1155,1.224,0.612,182
1,61,1476,1170,1.973,0.987,141
1,62,1476,1155,1.935,0.968,181
1,63,1464,1110,6.008,3.004,35
1,64,1470,1140,3.947,1.973,156
1,65,1461,1110,4.040,2.020,68
1,66,1461,1131,2.709,1.355,75
1,67,1458,1116,1.973,0.987,61
1,68,1467,1116,1.161,0.581,65
1,69,1470,1098,2.354,1.177,49
1,70,1476,1158,7.779,3.889,73
1,71,1479,1119,5.046,2.523,69
1,72,1485,1134,2.084,1.042,100
1,73,1479,1164,3.947,1.973,86
1,74,1479,1215,6.579,3.290,72
1,75,1479,1131,10.836,5.418,70
1,76,1488,1134,1.224,0.612,122
1,77,1491,1176,5.432,2.716,140
1,78,1491,1152,3.096,1.548,91
1,79,1491,1188,4.644,2.322,74
1,80,1485,1152,4.708,2.354,73
1,81,1479,1131,2.817,1.409,170
1,82,1458,1047,11.169,5.585,174
1,83,1479,1101,7.474,3.737,76
1,84,1479,1098,0.387,0.194,97
1,85,1479,1122,3.096,1.548,162
1,86,1485,1206,10.864,5.432,143
1,87,1488,1185,2.737,1.368,186
1,88,1485,1152,4.275,2.137,158
1,89,1485,1155,0.387,0.194,136
1,90,1482,1155,0.387,0.194,163
1,91,1485,1155,0.387,0.194,122
1,92,1482,1080,9.683,4.841,127
1,93,1470,1176,12.480,6.240,164
1,94,1482,1143,4.530,2.265,149
1,95,1488,1110,4.327,2.163,168
1,96,1485,1140,3.889,1.945,169
1,97,1488,1158,2.354,1.177,174
1,98,1482,1149,1.395,0.698,124
1,99,1479,1227,10.069,5.035,179
1,100,1488,1161,8.593,4.296,200
1,101,1491,1140,2.737,1.368,143
1,102,1488,1143,0.547,0.274,172
1,103,1482,1188,5.856,2.928,139
1,104,1488,1140,6.240,3.120,202
1,105,1491,1128,1.596,0.798,151
1,106,1479,1134,1.731,0.865,143
1,107,1482,1179,5.818,2.909,170
1,108,1482,1224,5.805,2.902,186
1,109,1479,1206,2.354,1.177,213
1,110,1482,1191,1.973,0.987,184
1,111,1482,1155,4.644,2.322,175
1,112,1479,1137,2.354,1.177,160
1,113,1479,1176,5.031,2.516,159
1,114,1482,1218,5.432,2.716,164
1,115,1479,1143,9.683,4.841,150
1,116,1473,1089,7.009,3.504,172
1,117,1479,1107,2.448,1.224,150
