x,y,filename,frame,particle
401.4000015258789,303.8000030517578,00000,0,0
405.8000030517578,307.8000030517578,00050,1,0
400.2000045776367,303.4000015258789,00100,2,0
401.2000045776367,304.2000045776367,00150,3,0
398.6000061035156,302.8000030517578,00200,4,0
400.4000015258789,304.4000015258789,00250,5,0
400.0,301.6000061035156,00300,6,0
400.0,304.6000061035156,00350,7,0
,,00400,8,0
400.0,301.6000061035156,00450,9,0
395.2000045776367,302.2000045776367,00500,10,0
,,00550,11,0
401.0,300.8000030517578,00600,12,0
,,00650,13,0
,,00700,14,0
,,00750,15,0
401.0,304.8000030517578,00800,16,0
,,00850,17,0
404.6000061035156,304.0,00900,18,0
404.0,302.8000030517578,00950,19,0
400.4000015258789,303.2000045776367,01000,20,0
403.6000061035156,303.0,01050,21,0
404.2000045776367,303.0,01100,22,0
404.0,301.8000030517578,01150,23,0
404.0,303.4000015258789,01200,24,0
400.4000015258789,300.6000061035156,01250,25,0
400.0,302.4000015258789,01300,26,0
402.4000015258789,300.8000030517578,01350,27,0
404.4000015258789,301.2000045776367,01400,28,0
398.0,298.6000061035156,01450,29,0
401.6000061035156,300.4000015258789,01500,30,0
399.8000030517578,298.8000030517578,01550,31,0
405.0,300.4000015258789,01600,32,0
401.4000015258789,300.0,01650,33,0
402.2000045776367,300.0,01700,34,0
403.2000045776367,300.0,01750,35,0
403.0,297.6000061035156,01800,36,0
401.8000030517578,298.2000045776367,01850,37,0
402.2000045776367,298.0,01900,38,0
402.0,296.8000030517578,01950,39,0
400.8000030517578,299.6000061035156,02000,40,0
402.4000015258789,297.8000030517578,02050,41,0
400.8000030517578,297.0,02100,42,0
401.2000045776367,298.2000045776367,02150,43,0
403.4000015258789,296.8000030517578,02200,44,0
398.2000045776367,297.2000045776367,02250,45,0
400.4000015258789,297.0,02300,46,0
402.4000015258789,295.8000030517578,02350,47,0
400.8000030517578,298.6000061035156,02400,48,0
402.4000015258789,295.6000061035156,02450,49,0
400.8000030517578,297.4000015258789,02500,50,0
402.4000015258789,294.6000061035156,02550,51,0
400.8000030517578,296.4000015258789,02600,52,0
397.6000061035156,296.0,02650,53,0
400.6000061035156,297.2000045776367,02700,54,0
400.0,293.4000015258789,02750,55,0
402.4000015258789,295.4000015258789,02800,56,0
402.0,295.0,02850,57,0
399.6000061035156,292.6000061035156,02900,58,0
401.4000015258789,294.4000015258789,02950,59,0
401.0,294.0,03000,60,0
402.2000045776367,294.0,03050,61,0
402.0,292.8000030517578,03100,62,0
400.8000030517578,294.4000015258789,03150,63,0
397.6000061035156,295.2000045776367,03200,64,0
401.8000030517578,292.6000061035156,03250,65,0
401.0,293.2000045776367,03300,66,0
398.6000061035156,291.8000030517578,03350,67,0
401.6000061035156,293.4000015258789,03400,68,0
399.8000030517578,293.0,03450,69,0
397.8000030517578,293.0,03500,70,0
399.4000015258789,293.0,03550,71,0
401.4000015258789,293.0,03600,72,0
401.0,291.8000030517578,03650,73,0
401.0,292.2000045776367,03700,74,0
397.4000015258789,292.0,03750,75,0
397.0,293.2000045776367,03800,76,0
400.6000061035156,293.0,03850,77,0
398.8000030517578,290.6000061035156,03900,78,0
396.8000030517578,292.4000015258789,03950,79,0
402.0,292.0,04000,80,0
399.6000061035156,293.2000045776367,04050,81,0
401.4000015258789,291.8000030517578,04100,82,0
399.8000030517578,292.2000045776367,04150,83,0
400.2000045776367,293.2000045776367,04200,84,0
398.8000030517578,291.8000030517578,04250,85,0
398.0,291.0,04300,86,0
401.6000061035156,292.2000045776367,04350,87,0
403.4000015258789,293.2000045776367,04400,88,0
401.8000030517578,291.8000030517578,04450,89,0
401.0,292.2000045776367,04500,90,0
401.0,292.0,04550,91,0
399.8000030517578,294.4000015258789,04600,92,0
399.0,294.0,04650,93,0
399.0,294.0,04700,94,0
400.2000045776367,291.6000061035156,04750,95,0
398.8000030517578,291.0,04800,96,0
401.6000061035156,292.2000045776367,04850,97,0
399.8000030517578,292.0,04900,98,0
400.2000045776367,292.0,04950,99,0
398.8000030517578,290.8000030517578,05000,100,0
401.6000061035156,292.4000015258789,05050,101,0
397.4000015258789,290.8000030517578,05100,102,0
400.6000061035156,292.4000015258789,05150,103,0
400.0,293.2000045776367,05200,104,0
400.0,293.0,05250,105,0
398.8000030517578,291.8000030517578,05300,106,0
399.2000045776367,292.2000045776367,05350,107,0
400.2000045776367,293.2000045776367,05400,108,0
402.4000015258789,293.0,05450,109,0
402.0,294.2000045776367,05500,110,0
398.4000015258789,291.6000061035156,05550,111,0
402.8000030517578,294.6000061035156,05600,112,0
402.0,295.2000045776367,05650,113,0
402.0,295.0,05700,114,0
398.4000015258789,292.6000061035156,05750,115,0
398.0,294.4000015258789,05800,116,0
398.0,294.0,05850,117,0
398.0,294.0,05900,118,0
401.6000061035156,295.2000045776367,05950,119,0
401.0,295.0,06000,120,0
401.0,295.0,06050,121,0
402.2000045776367,296.2000045776367,06100,122,0
398.4000015258789,293.6000061035156,06150,123,0
401.6000061035156,295.4000015258789,06200,124,0
403.4000015258789,295.0,06250,125,0
403.0,296.2000045776367,06300,126,0
401.8000030517578,296.0,06350,127,0
403.4000015258789,296.0,06400,128,0
403.0,294.8000030517578,06450,129,0
399.4000015258789,295.2000045776367,06500,130,0
399.0,293.8000030517578,06550,131,0
399.0,294.2000045776367,06600,132,0
401.4000015258789,292.8000030517578,06650,133,0
402.2000045776367,295.6000061035156,06700,134,0
398.4000015258789,292.6000061035156,06750,135,0
402.8000030517578,295.6000061035156,06800,136,0
402.0,296.2000045776367,06850,137,0
399.6000061035156,296.0,06900,138,0
401.4000015258789,296.0,06950,139,0
401.0,296.0,07000,140,0
397.4000015258789,291.2000045776367,07050,141,0
395.8000030517578,294.6000061035156,07100,142,0
403.4000015258789,297.6000061035156,07150,143,0
397.0,292.2000045776367,07200,144,0
399.4000015258789,295.6000061035156,07250,145,0
397.8000030517578,293.8000030517578,07300,146,0
397.0,295.4000015258789,07350,147,0
398.2000045776367,295.0,07400,148,0
401.6000061035156,297.4000015258789,07450,149,0
403.4000015258789,297.0,07500,150,0
398.2000045776367,292.2000045776367,07550,151,0
398.0,294.4000015258789,07600,152,0
396.8000030517578,296.4000015258789,07650,153,0
400.8000030517578,297.2000045776367,07700,154,0
404.8000030517578,298.2000045776367,07750,155,0
404.0,298.0,07800,156,0
396.8000030517578,296.8000030517578,07850,157,0
397.2000045776367,293.6000061035156,07900,158,0
395.8000030517578,294.2000045776367,07950,159,0
403.4000015258789,297.6000061035156,08000,160,0
401.8000030517578,297.0,08050,161,0
397.4000015258789,295.8000030517578,08100,162,0
398.2000045776367,292.6000061035156,08150,163,0
398.0,294.4000015258789,08200,164,0
395.6000061035156,296.4000015258789,08250,165,0
398.6000061035156,291.2000045776367,08300,166,0
394.4000015258789,292.2000045776367,08350,167,0
392.8000030517578,298.0,08400,168,0
396.8000030517578,292.0,08450,169,0
396.0,292.0,08500,170,0
394.8000030517578,293.2000045776367,08550,171,0
397.6000061035156,293.0,08600,172,0
401.8000030517578,293.0,08650,173,0
396.2000045776367,290.6000061035156,08700,174,0
402.0,292.4000015258789,08750,175,0
400.8000030517578,293.2000045776367,08800,176,0
396.4000015258789,290.6000061035156,08850,177,0
394.8000030517578,286.4000015258789,08900,178,0
397.6000061035156,287.2000045776367,08950,179,0
399.4000015258789,288.2000045776367,09000,180,0
394.2000045776367,283.2000045776367,09050,181,0
394.0,280.6000061035156,09100,182,0
402.4000015258789,286.0,09150,183,0
394.8000030517578,284.8000030517578,09200,184,0
394.0,280.4000015258789,09250,185,0
397.6000061035156,281.2000045776367,09300,186,0
397.0,284.6000061035156,09350,187,0
394.6000061035156,285.2000045776367,09400,188,0
394.0,285.0,09450,189,0
401.2000045776367,286.2000045776367,09500,190,0
395.0,284.8000030517578,09550,191,0
395.0,285.2000045776367,09600,192,0
396.2000045776367,283.8000030517578,09650,193,0
398.4000015258789,283.0,09700,194,0
395.6000061035156,285.4000015258789,09750,195,0
393.8000030517578,281.4000015258789,09800,196,0
394.2000045776367,284.6000061035156,09850,197,0
395.2000045776367,284.0,09900,198,0
393.8000030517578,284.0,09950,199,0
394.2000045776367,285.2000045776367,10000,200,0
392.8000030517578,282.6000061035156,10050,201,0
394.4000015258789,282.0,10100,202,0
394.0,284.4000015258789,10150,203,0
396.4000015258789,284.0,10200,204,0
394.8000030517578,284.0,10250,205,0
392.8000030517578,282.8000030517578,10300,206,0
395.6000061035156,282.0,10350,207,0
396.2000045776367,284.4000015258789,10400,208,0
393.6000061035156,286.4000015258789,10450,209,0
395.4000015258789,283.6000061035156,10500,210,0
393.8000030517578,281.8000030517578,10550,211,0
396.6000061035156,285.8000030517578,10600,212,0
397.2000045776367,283.8000030517578,10650,213,0
407.8000030517578,287.8000030517578,10700,214,0
395.00000381469727,285.8000030517578,10750,215,0
397.4000015258789,285.0,10800,216,0
394.6000061035156,285.0,10850,217,0
395.2000045776367,285.0,10900,218,0
405.8000030517578,291.0,10950,219,0
395.4000015258789,286.2000045776367,11000,220,0
395.0,287.2000045776367,11050,221,0
397.4000015258789,283.4000015258789,11100,222,0
394.6000061035156,285.4000015258789,11150,223,0
397.6000061035156,285.0,11200,224,0
395.8000030517578,285.0,11250,225,0
397.4000015258789,285.0,11300,226,0
395.8000030517578,286.2000045776367,11350,227,0
395.0,283.6000061035156,11400,228,0
396.2000045776367,285.4000015258789,11450,229,0
396.0,285.0,11500,230,0
394.8000030517578,283.8000030517578,11550,231,0
397.6000061035156,284.2000045776367,11600,232,0
397.0,280.4000015258789,11650,233,0
397.0,283.6000061035156,11700,234,0
393.4000015258789,286.6000061035156,11750,235,0
396.6000061035156,283.6000061035156,11800,236,0
394.8000030517578,285.4000015258789,11850,237,0
392.8000030517578,286.2000045776367,11900,238,0
395.6000061035156,283.6000061035156,11950,239,0
396.2000045776367,284.2000045776367,12000,240,0
394.8000030517578,284.0,12050,241,0
410.8000030517578,285.2000045776367,12100,242,0
395.60000228881836,285.0,12150,243,0
404.6000061035156,292.2000045776367,12200,244,0
410.0,286.0,12250,245,0
395.60000228881836,284.8000030517578,12300,246,0
402.2000045776367,292.4000015258789,12350,247,0
402.0,292.0,12400,248,0
396.0,284.8000030517578,12450,249,0
399.6000061035156,282.8000030517578,12500,250,0
396.6000061035156,283.2000045776367,12550,251,0
410.4000015258789,285.4000015258789,12600,252,0
395.60000228881836,283.8000030517578,12650,253,0
392.6000061035156,284.2000045776367,12700,254,0
396.8000030517578,284.0,12750,255,0
391.2000045776367,282.8000030517578,12800,256,0
395.8000030517578,284.4000015258789,12850,257,0
410.6000061035156,286.4000015258789,12900,258,0
396.8000030517578,283.6000061035156,12950,259,0
394.8000030517578,284.2000045776367,13000,260,0
396.4000015258789,284.0,13050,261,0
402.0,291.2000045776367,13100,262,0
394.8000030517578,283.8000030517578,13150,263,0
395.2000045776367,283.0,13200,264,0
397.4000015258789,283.0,13250,265,0
394.6000061035156,284.2000045776367,13300,266,0
392.8000030517578,284.0,13350,267,0
394.4000015258789,285.2000045776367,13400,268,0
395.2000045776367,285.0,13450,269,0
395.0,285.0,13500,270,0
422.6000061035156,276.6000061035156,13550,271,0
393.20000076293945,282.0,13600,272,0
394.2000045776367,284.4000015258789,13650,273,0
392.8000030517578,280.4000015258789,13700,274,0
389.6000061035156,288.4000015258789,13750,275,0
393.8000030517578,283.2000045776367,13800,276,0
393.0,284.2000045776367,13850,277,0
393.0,285.2000045776367,13900,278,0
393.0,285.0,13950,279,0
,,14000,280,0
391.8000030517578,283.8000030517578,14050,281,0
412.6000061035156,286.6000061035156,14100,282,0
394.00000381469727,295.6000061035156,14150,283,0
407.2000045776367,290.2000045776367,14200,284,0
391.4000015258789,288.8000030517578,14250,285,0
393.4000015258789,285.6000061035156,14300,286,0
395.4000015258789,292.2000045776367,14350,287,0
414.2000045776367,282.4000015258789,14400,288,0
412.8000030517578,283.2000045776367,14450,289,0
415.6000061035156,283.0,14500,290,0
394.60000228881836,281.8000030517578,14550,291,0
410.8000030517578,276.2000045776367,14600,292,0
392.00000381469727,285.6000061035156,14650,293,0
,,14700,294,0
393.2000045776367,281.4000015258789,14750,295,0
423.00000762939453,299.0,14800,296,0
393.0,281.00000381469727,14850,297,0
420.6000061035156,275.0,14900,298,0
418.8000030517578,279.8000030517578,14950,299,0
392.8000030517578,280.2000045776367,15000,300,0
396.8000030517578,281.2000045776367,15050,301,0
412.8000030517578,282.2000045776367,15100,302,0
394.00000381469727,283.2000045776367,15150,303,0
412.0,283.0,15200,304,0
391.60000228881836,281.8000030517578,15250,305,0
391.0,281.0,15300,306,0
,,15350,307,0
392.2000045776367,284.6000061035156,15400,308,0
,,15450,309,0
,,15500,310,0
,,15550,311,0
,,15600,312,0
,,15650,313,0
,,15700,314,0
,,15750,315,0
,,15800,316,0
392.0,282.8000030517578,15850,317,0
,,15900,318,0
,,15950,319,0
,,16000,320,0
408.8000030517578,267.60000228881836,16050,321,0
408.0,288.6000061035156,16100,322,0
391.20000076293945,286.8000030517578,16150,323,0
,,16200,324,0
,,16250,325,0
,,16300,326,0
,,16350,327,0
,,16400,328,0
,,16450,329,0
411.4000015258789,290.8000030517578,16500,330,0
,,16550,331,0
,,16600,332,0
394.20000076293945,290.0,16650,333,0
409.6000061035156,264.8000030517578,16700,334,0
394.60000228881836,286.8000030517578,16750,335,0
394.0,286.0,16800,336,0
409.6000061035156,264.4000015258789,16850,337,0
394.60000228881836,289.2000045776367,16900,338,0
396.4000015258789,281.8000030517578,16950,339,0
396.0,285.8000030517578,17000,340,0
,,17050,341,0
397.2000045776367,288.6000061035156,17100,342,0
393.4000015258789,285.6000061035156,17150,343,0
399.0,285.0,17200,344,0
409.8000030517578,267.00000381469727,17250,345,0
406.6000061035156,262.2000045776367,17300,346,0
394.00000381469727,287.2000045776367,17350,347,0
394.0,288.2000045776367,17400,348,0
395.2000045776367,284.4000015258789,17450,349,0
393.8000030517578,287.6000061035156,17500,350,0
394.2000045776367,287.0,17550,351,0
409.6000061035156,261.8000030517578,17600,352,0
395.8000030517578,287.4000015258789,17650,353,0
396.2000045776367,287.0,17700,354,0
415.2000045776367,288.2000045776367,17750,355,0
397.00000381469727,286.8000030517578,17800,356,0
395.8000030517578,286.0,17850,357,0
414.2000045776367,287.2000045776367,17900,358,0
432.0,312.2000045776367,17950,359,0
