x,y,filename,frame,particle
514.5,531.5,97619,0,0
514.5,533.5,97620,1,0
513.5,533.5,97621,2,0
514.5,535.5,97622,3,0
513.5,532.5,97623,4,0
512.5,534.5,97624,5,0
513.5,534.5,97625,6,0
513.5,532.5,97626,7,0
513.5,532.5,97627,8,0
514.5,533.5,97628,9,0
513.5,531.5,97629,10,0
512.5,530.5,97630,11,0
513.5,531.5,97631,12,0
512.5,530.5,97632,13,0
512.5,528.5,97633,14,0
512.5,528.5,97634,15,0
511.5,531.5,97635,16,0
512.5,531.5,97636,17,0
510.5,530.5,97637,18,0
512.5,531.5,97638,19,0
511.5,530.5,97639,20,0
514.5,528.5,97640,21,0
513.5,529.5,97641,22,0
512.5,530.5,97642,23,0
512.5,529.5,97643,24,0
512.5,529.5,97644,25,0
512.5,528.5,97645,26,0
510.5,530.5,97646,27,0
511.5,531.5,97647,28,0
510.5,530.5,97648,29,0
512.5,529.5,97649,30,0
513.5,529.5,97650,31,0
510.5,529.5,97651,32,0
513.5,530.5,97652,33,0
512.5,528.5,97653,34,0
513.5,529.5,97654,35,0
511.5,530.5,97655,36,0
507.5,530.5,97656,37,0
512.5,527.5,97657,38,0
513.5,526.5,97658,39,0
510.5,529.5,97659,40,0
512.5,528.5,97660,41,0
510.5,529.5,97661,42,0
508.5,524.5,97662,43,0
513.5,526.5,97663,44,0
512.5,525.5,97664,45,0
511.5,529.5,97665,46,0
511.5,529.5,97666,47,0
509.5,528.5,97667,48,0
510.5,529.5,97668,49,0
511.5,526.5,97669,50,0
510.5,525.5,97670,51,0
509.5,521.5,97671,52,0
509.5,528.5,97672,53,0
511.5,529.5,97673,54,0
510.5,529.5,97674,55,0
511.5,526.5,97675,56,0
509.5,527.5,97676,57,0
511.5,526.5,97677,58,0
508.5,527.5,97678,59,0
511.5,525.5,97679,60,0
510.5,523.5,97680,61,0
509.5,523.5,97681,62,0
510.5,526.5,97682,63,0
508.5,525.5,97683,64,0
510.5,525.5,97684,65,0
509.5,524.5,97685,66,0
507.5,524.5,97686,67,0
510.5,524.5,97687,68,0
510.5,522.5,97688,69,0
509.5,523.5,97689,70,0
509.5,523.5,97690,71,0
509.5,523.5,97691,72,0
507.5,524.5,97692,73,0
509.5,523.5,97693,74,0
508.5,522.5,97694,75,0
510.5,521.5,97695,76,0
506.5,524.5,97696,77,0
509.5,523.5,97697,78,0
506.5,524.5,97698,79,0
508.5,520.5,97699,80,0
509.5,524.5,97700,81,0
509.5,523.5,97701,82,0
505.5,523.5,97702,83,0
508.5,520.5,97703,84,0
507.5,522.5,97704,85,0
507.5,522.5,97705,86,0
507.5,521.5,97706,87,0
507.5,521.5,97707,88,0
506.5,521.5,97708,89,0
507.5,522.5,97709,90,0
506.5,521.5,97710,91,0
507.5,522.5,97711,92,0
507.5,523.5,97712,93,0
506.5,522.5,97713,94,0
505.5,523.5,97714,95,0
506.5,522.5,97715,96,0
506.5,523.5,97716,97,0
506.5,523.5,97717,98,0
505.5,522.5,97718,99,0
504.5,524.5,97719,100,0
505.5,523.5,97720,101,0
505.5,523.5,97721,102,0
505.5,525.5,97722,103,0
505.5,523.5,97723,104,0
506.5,524.5,97724,105,0
504.5,524.5,97725,106,0
505.5,524.5,97726,107,0
506.5,525.5,97727,108,0
505.5,523.5,97728,109,0
504.5,524.5,97729,110,0
506.5,524.5,97730,111,0
506.5,525.5,97731,112,0
505.5,525.5,97732,113,0
503.5,525.5,97733,114,0
504.5,525.5,97734,115,0
505.5,525.5,97735,116,0
505.5,525.5,97736,117,0
503.5,527.5,97737,118,0
502.5,526.5,97738,119,0
503.5,527.5,97739,120,0
503.5,525.5,97740,121,0
504.5,525.5,97741,122,0
502.5,523.5,97742,123,0
503.5,525.5,97743,124,0
502.5,527.5,97744,125,0
503.5,525.5,97745,126,0
502.5,525.5,97746,127,0
501.5,524.5,97747,128,0
502.5,527.5,97748,129,0
501.5,524.5,97749,130,0
502.5,527.5,97750,131,0
500.5,526.5,97751,132,0
500.5,528.5,97752,133,0
500.5,529.5,97753,134,0
499.5,528.5,97754,135,0
500.5,527.5,97755,136,0
498.5,528.5,97756,137,0
500.5,527.5,97757,138,0
496.5,524.5,97758,139,0
499.5,526.5,97759,140,0
497.5,528.5,97760,141,0
498.5,527.5,97761,142,0
498.5,525.5,97762,143,0
499.5,526.5,97763,144,0
499.5,527.5,97764,145,0
499.5,527.5,97765,146,0
496.5,525.5,97766,147,0
498.5,525.5,97767,148,0
498.5,526.5,97768,149,0
497.5,526.5,97769,150,0
498.5,525.5,97770,151,0
495.5,527.5,97771,152,0
495.5,527.5,97772,153,0
497.5,527.5,97773,154,0
498.5,526.5,97774,155,0
497.5,526.5,97775,156,0
498.5,525.5,97776,157,0
497.5,524.5,97777,158,0
498.5,524.5,97778,159,0
496.5,523.5,97779,160,0
495.5,522.5,97780,161,0
496.5,521.5,97781,162,0
497.5,523.5,97782,163,0
496.5,524.5,97783,164,0
498.5,523.5,97784,165,0
498.5,522.5,97785,166,0
497.5,522.5,97786,167,0
497.5,522.5,97787,168,0
496.5,523.5,97788,169,0
496.5,522.5,97789,170,0
493.5,527.5,97790,171,0
495.5,524.5,97791,172,0
494.5,522.5,97792,173,0
498.5,523.5,97793,174,0
495.5,524.5,97794,175,0
495.5,519.5,97795,176,0
498.5,522.5,97796,177,0
497.5,522.5,97797,178,0
496.5,523.5,97798,179,0
497.5,523.5,97799,180,0
496.5,524.5,97800,181,0
497.5,524.5,97801,182,0
495.5,525.5,97802,183,0
496.5,525.5,97803,184,0
497.5,525.5,97804,185,0
497.5,525.5,97805,186,0
496.5,525.5,97806,187,0
500.5,527.5,97807,188,0
495.5,527.5,97808,189,0
496.5,526.5,97809,190,0
496.5,525.5,97810,191,0
490.5,528.5,97811,192,0
495.5,528.5,97812,193,0
495.5,526.5,97813,194,0
496.5,525.5,97814,195,0
496.5,526.5,97815,196,0
495.5,525.5,97816,197,0
495.5,527.5,97817,198,0
496.5,526.5,97818,199,0
497.5,525.5,97819,200,0
496.5,523.5,97820,201,0
496.5,525.5,97821,202,0
496.5,525.5,97822,203,0
495.5,525.5,97823,204,0
497.5,525.5,97824,205,0
497.5,524.5,97825,206,0
497.5,524.5,97826,207,0
496.5,525.5,97827,208,0
498.5,523.5,97828,209,0
497.5,523.5,97829,210,0
495.5,523.5,97830,211,0
496.5,525.5,97831,212,0
497.5,524.5,97832,213,0
496.5,525.5,97833,214,0
499.5,523.5,97834,215,0
497.5,524.5,97835,216,0
497.5,524.5,97836,217,0
496.5,527.5,97837,218,0
497.5,527.5,97838,219,0
497.5,527.5,97839,220,0
498.5,528.5,97840,221,0
499.5,529.5,97841,222,0
498.5,529.5,97842,223,0
496.5,530.5,97843,224,0
498.5,529.5,97844,225,0
498.5,529.5,97845,226,0
499.5,528.5,97846,227,0
499.5,531.5,97847,228,0
499.5,528.5,97848,229,0
499.5,528.5,97849,230,0
499.5,526.5,97850,231,0
497.5,529.5,97851,232,0
501.5,529.5,97852,233,0
499.5,528.5,97853,234,0
500.5,528.5,97854,235,0
499.5,526.5,97855,236,0
499.5,529.5,97856,237,0
500.5,528.5,97857,238,0
499.5,528.5,97858,239,0
498.5,530.5,97859,240,0
498.5,529.5,97860,241,0
498.5,528.5,97861,242,0
496.5,530.5,97862,243,0
498.5,530.5,97863,244,0
498.5,530.5,97864,245,0
498.5,532.5,97865,246,0
497.5,528.5,97866,247,0
498.5,530.5,97867,248,0
497.5,530.5,97868,249,0
497.5,533.5,97869,250,0
495.5,530.5,97870,251,0
497.5,530.5,97871,252,0
496.5,531.5,97872,253,0
496.5,532.5,97873,254,0
497.5,528.5,97874,255,0
495.5,533.5,97875,256,0
496.5,530.5,97876,257,0
494.5,532.5,97877,258,0
495.5,531.5,97878,259,0
495.5,528.5,97879,260,0
495.5,532.5,97880,261,0
496.5,531.5,97881,262,0
497.5,530.5,97882,263,0
494.5,529.5,97883,264,0
495.5,533.5,97884,265,0
495.5,532.5,97885,266,0
496.5,531.5,97886,267,0
495.5,529.5,97887,268,0
497.5,530.5,97888,269,0
492.5,527.5,97889,270,0
497.5,531.5,97890,271,0
496.5,531.5,97891,272,0
497.5,529.5,97892,273,0
495.5,533.5,97893,274,0
495.5,529.5,97894,275,0
494.5,529.5,97895,276,0
490.5,529.5,97896,277,0
495.5,528.5,97897,278,0
493.5,530.5,97898,279,0
495.5,528.5,97899,280,0
494.5,530.5,97900,281,0
495.5,530.5,97901,282,0
496.5,527.5,97902,283,0
494.5,527.5,97903,284,0
493.5,530.5,97904,285,0
495.5,531.5,97905,286,0
495.5,529.5,97906,287,0
494.5,528.5,97907,288,0
496.5,529.5,97908,289,0
495.5,531.5,97909,290,0
493.5,529.5,97910,291,0
496.5,527.5,97911,292,0
496.5,527.5,97912,293,0
