lagt,<y^2>
1.0,25.843837864077663
2.0,65.87919642857143
3.0,92.62423876221499
4.0,106.95972941176473
5.0,115.74606098360654
6.0,119.10758388157896
7.0,117.94552871287128
8.0,112.93290596026493
9.0,105.38191495016612
10.0,101.96125500000002
11.0,100.19200635451507
12.0,97.82582013422822
13.0,95.19730000000003
14.0,95.26137871621626
15.0,97.43744440677969
16.0,102.47675204081632
17.0,107.12266279863483
18.0,109.2125280821918
19.0,108.50144845360826
20.0,108.11141379310345
21.0,110.78370622837372
22.0,113.97368125000003
23.0,114.29908745644602
24.0,111.68646923076925
25.0,106.25162842105266
26.0,98.511936971831
27.0,90.23230812720851
28.0,86.22910531914894
29.0,88.98253879003559
30.0,98.62839642857143
31.0,106.79303870967745
32.0,112.45296043165472
33.0,121.73211552346571
34.0,132.15330652173915
35.0,135.12391200000002
36.0,126.47304197080292
37.0,114.45788901098904
38.0,105.97211139705884
39.0,100.09276273062731
40.0,93.84881000000001
41.0,88.96239368029741
42.0,91.02902238805973
43.0,99.6483943820225
44.0,108.46644699248122
45.0,113.50544264150945
46.0,115.07677500000003
47.0,114.53422927756655
48.0,112.18736679389313
49.0,106.86928620689658
50.0,103.42651846153849
51.0,104.4275316602317
52.0,107.46530581395352
53.0,107.66820116731519
54.0,104.98130156250002
55.0,105.08593764705883
56.0,106.9616657480315
57.0,105.89771739130437
58.0,106.95060357142857
59.0,110.95521633466134
60.0,113.68942200000002
