lagt,<y^2>
0.02,0.015271595720458733
0.04,0.020429860373052482
0.06,0.026701122182332088
0.08,0.03565781658456348
0.1,0.045212385049706795
0.12,0.0561281708077801
0.14,0.06893958633190965
0.16,0.08228002481169586
0.18,0.09700965922366046
0.2,0.1123708212798648
0.22,0.12904740472897938
0.24,0.14586342162104393
0.26,0.16329704936208342
0.28,0.18156307665594806
0.3,0.19999927407441895
0.32,0.21890885355540826
0.34,0.23827856872024403
0.36,0.2576343805747895
0.38,0.2779038896270151
0.4,0.29742498476640816
0.42,0.31739810660515894
0.44,0.3378226394333715
0.46,0.3579256394349555
0.48,0.3781822786165477
0.5,0.39845147594391495
0.52,0.4188684068065431
0.54,0.4392061486596418
0.56,0.4594633308465502
0.58,0.4798548529693334
0.6,0.499844505598995
0.62,0.5199044636718883
0.64,0.540071044513279
0.66,0.5599120094678527
0.68,0.5795252122923167
0.7,0.599656578546916
0.72,0.6195820058850001
0.74,0.6386947144967949
0.76,0.6580309879303219
0.78,0.677232290591793
0.8,0.6962620557704567
0.82,0.7152795092968572
0.84,0.7338448023615279
0.86,0.7524688624230351
0.88,0.7711178719579412
0.9,0.7893854467819362
0.92,0.8072817350947837
0.94,0.8251130994421061
0.96,0.8429054716076168
0.98,0.860880078486762
1.0,0.8788669799220276
1.02,0.8962278227555129
1.04,0.9137150113956755
1.06,0.931282465045343
1.08,0.9484918232831333
1.1,0.9655566782449804
1.12,0.9824054404502691
1.14,0.9992950439711323
1.16,1.0160989087425132
1.18,1.0325324671285763
1.2,1.0489976620893324
1.22,1.0652484917271103
1.24,1.0809070209487257
1.26,1.096963718853134
1.28,1.1127043884788357
1.3,1.1281763626309693
1.32,1.1440284785351558
1.34,1.159184014295631
1.36,1.1744823889893332
1.38,1.1892177279501597
1.4,1.2040663275049572
1.42,1.2188996361575943
1.44,1.2334903866361464
1.46,1.2483887107121268
1.48,1.2628834803193851
1.5,1.2771741808659152
1.52,1.2914959919199933
1.54,1.3053986826919721
1.56,1.3192859837076771
1.58,1.3329468223617842
1.6,1.3464597827301714
1.62,1.360049308687524
1.64,1.373597675690487
1.66,1.3867340045465533
1.68,1.399786788084512
1.7,1.4128372438711767
1.72,1.4256796052940566
1.74,1.4382643854052986
1.76,1.4508212809871202
1.78,1.463109245173709
1.8,1.475053660380703
1.82,1.4872673532005949
1.84,1.4992249501059323
1.86,1.510584427068899
1.88,1.522503615918029
1.9,1.5339211422964916
1.92,1.5451845880661899
1.94,1.556241986493795
1.96,1.5672165637424296
1.98,1.577989120124919
2.0,1.5886209193094183
2.02,1.5992074200775914
2.04,1.609440564851318
2.06,1.61971493677284
2.08,1.6300573571696373
2.1,1.640002073044876
2.12,1.649976434005644
2.14,1.6595946440298937
2.16,1.6690347414469866
2.18,1.6783661571128847
2.2,1.687371603800256
2.22,1.6962087132022603
2.24,1.7048815712556016
2.26,1.713484234155913
