lagt,<y^2>
0.014285714285714285,0.3185498207386807
0.02857142857142857,0.501906782119476
0.04285714285714286,0.6216949761799309
0.05714285714285714,0.7086065172760696
0.07142857142857142,0.7804679761854982
0.08571428571428572,0.8489021054911265
0.1,0.9162878484235446
0.11428571428571428,0.983398916095888
0.12857142857142856,1.052573845916511
0.14285714285714285,1.126283967315178
0.15714285714285714,1.1923722520856899
0.17142857142857143,1.2705365752246114
0.18571428571428572,1.3535225364771226
0.2,1.4410770723419613
0.21428571428571427,1.5269036235988773
0.22857142857142856,1.6064367864945657
0.24285714285714285,1.7042923581877376
0.2571428571428571,1.8145969470646803
0.2714285714285714,1.921428992516599
0.2857142857142857,2.020260915521466
0.3,2.1291295661499388
0.3142857142857143,2.2444480260749216
0.32857142857142857,2.364027152745626
0.34285714285714286,2.4840855794373984
0.35714285714285715,2.60387317935077
0.37142857142857144,2.7336253586642916
0.38571428571428573,2.8635683974113118
0.4,2.9948499069814747
0.4142857142857143,3.1319024146763637
0.42857142857142855,3.266188304402506
0.44285714285714284,3.4059967599841303
0.45714285714285713,3.5464169133970858
0.4714285714285714,3.686912050345616
0.4857142857142857,3.8310096282766923
0.5,3.9798258713854135
0.5142857142857142,4.127788871215255
0.5285714285714286,4.276862984204147
0.5428571428571428,4.427398594082319
0.5571428571428572,4.578730614040106
0.5714285714285714,4.736917215022016
0.5857142857142857,4.9004443628969705
0.6,5.0646002223930795
0.6142857142857143,5.232891117264581
0.6285714285714286,5.39763699598553
0.6428571428571429,5.559728728073914
0.6571428571428571,5.731542352695522
0.6714285714285714,5.89990503831864
0.6857142857142857,6.068512949738052
0.7,6.232960949628059
0.7142857142857143,6.39764911146819
0.7285714285714285,6.564338904925415
0.7428571428571429,6.731404043887101
0.7571428571428571,6.907571745804025
0.7714285714285715,7.078431217277227
0.7857142857142857,7.257105838126381
0.8,7.423476498943908
0.8142857142857143,7.586649558825284
0.8285714285714286,7.754713641093677
0.8428571428571429,7.915229650821658
0.8571428571428571,8.08634206277705
0.8714285714285714,8.25647157009253
0.8857142857142857,8.427201425237186
0.9,8.594721546515169
0.9142857142857143,8.760975564322385
0.9285714285714286,8.932981271733885
0.9428571428571428,9.100440020305246
0.9571428571428572,9.271702913773026
0.9714285714285714,9.436619040168308
0.9857142857142858,9.605549163184405
1.0,9.767570340094277
1.0142857142857142,9.932960306401139
1.0285714285714285,10.103322265976995
1.042857142857143,10.270103553758153
1.0571428571428572,10.43853581673676
1.0714285714285714,10.605972061644996
1.0857142857142856,10.774302506465093
1.1,10.943527914563541
1.1142857142857143,11.114232638195261
1.1285714285714286,11.285439178632725
1.1428571428571428,11.45422361475625
1.1571428571428573,11.621032425330649
1.1714285714285715,11.781289017611059
1.1857142857142857,11.943411934830776
1.2,12.104071053187848
1.2142857142857142,12.272393012929712
1.2285714285714286,12.432605100663325
1.2428571428571429,12.593996132140436
1.2571428571428571,12.752785177574275
1.2714285714285714,12.91792844870069
1.2857142857142858,13.087375668793808
1.3,13.248126387167895
1.3142857142857143,13.410604170469341
1.3285714285714285,13.572323016204853
1.3428571428571427,13.734468386601563
1.3571428571428572,13.890220604091805
1.3714285714285714,14.053004625369283
1.3857142857142857,14.218898537246542
1.4,14.379933379483097
1.4142857142857144,14.535659669905167
1.4285714285714286,14.696044459199983
1.4428571428571428,14.853418836382621
1.457142857142857,15.01035777066397
1.4714285714285715,15.162263198392425
1.4857142857142858,15.31277304962792
1.5,15.461865052687738
1.5142857142857142,15.61560356043228
1.5285714285714285,15.768179838612083
1.542857142857143,15.918016449767416
1.5571428571428572,16.06558850525849
1.5714285714285714,16.20961985850274
1.5857142857142856,16.353215991656622
1.6,16.5070493930973
1.6142857142857143,16.661772444992458
1.6285714285714286,16.815805885166306
1.6428571428571428,16.95574165362796
1.6571428571428573,17.09691242949313
1.6714285714285715,17.24663970510703
1.6857142857142857,17.39482763502943
1.7,17.541719702281306
1.7142857142857142,17.680024430315274
1.7285714285714286,17.824666760560117
1.7428571428571429,17.963048025587952
1.7571428571428571,18.103478081576604
1.7714285714285714,18.247200345143142
1.7857142857142858,18.393901390196593
1.8,18.532755868877246
1.8142857142857143,18.674273301907764
1.8285714285714285,18.81902096391677
1.8428571428571427,18.961182934369628
1.8571428571428572,19.10995944317178
1.8714285714285714,19.25690684533855
1.8857142857142857,19.392208298297373
1.9,19.52872899873919
1.9142857142857144,19.66961023905642
1.9285714285714286,19.80763182941832
1.9428571428571428,19.937554538690872
1.957142857142857,20.069515993634663
1.9714285714285715,20.20706949833884
1.9857142857142858,20.35222857951085
2.0,20.484707457387156
2.0142857142857142,20.62150573867198
2.0285714285714285,20.755532404001343
2.0428571428571427,20.892929976390366
2.057142857142857,21.027208310816498
2.0714285714285716,21.15895692272209
2.085714285714286,21.29191059093236
2.1,21.419453838943607
2.1142857142857143,21.555300035855076
2.1285714285714286,21.682182452594333
2.142857142857143,21.811858264600993
2.157142857142857,21.932507118648527
2.1714285714285713,22.058454812684783
2.1857142857142855,22.188014858298953
2.2,22.319013603594914
2.2142857142857144,22.44788814116618
2.2285714285714286,22.57902736683227
2.242857142857143,22.699985924163762
2.257142857142857,22.810158337958214
2.2714285714285714,22.932402970395774
2.2857142857142856,23.054314998270094
2.3,23.177793738839636
2.3142857142857145,23.300034314048233
2.3285714285714287,23.424864281366293
2.342857142857143,23.554610611111105
2.357142857142857,23.67722203131448
2.3714285714285714,23.801690129797723
2.3857142857142857,23.920949706326
2.4,24.04383160812693
2.414285714285714,24.161937554106746
2.4285714285714284,24.28813864453081
2.442857142857143,24.41073868553832
2.4571428571428573,24.530918524044743
2.4714285714285715,24.652114423379345
2.4857142857142858,24.777403365307112
2.5,24.899094085754477
2.5142857142857142,25.014749064543384
2.5285714285714285,25.132668824123346
2.5428571428571427,25.247486488234674
2.557142857142857,25.367429014772117
2.5714285714285716,25.482082178939425
2.585714285714286,25.593819251348975
2.6,25.711440692506528
2.6142857142857143,25.827911185535854
2.6285714285714286,25.94823979912424
2.642857142857143,26.062633785541735
2.657142857142857,26.175144959437056
2.6714285714285713,26.28555395593413
2.6857142857142855,26.397879431083588
2.7,26.50980969004937
2.7142857142857144,26.624062906256942
2.7285714285714286,26.738467073913075
2.742857142857143,26.858437449749935
2.757142857142857,26.971593237664628
2.7714285714285714,27.08524050751237
2.7857142857142856,27.196134192086344
2.8,27.30318001411198
2.8142857142857145,27.41415211586548
2.8285714285714287,27.522012867073137
2.842857142857143,27.640616645024625
2.857142857142857,27.753012884402086
2.8714285714285714,27.860640518862578
2.8857142857142857,27.970520973219337
2.9,28.082658831215767
2.914285714285714,28.192524138729453
2.9285714285714284,28.310286650611662
2.942857142857143,28.420778333975335
2.9571428571428573,28.5232582402624
2.9714285714285715,28.62888472358399
2.9857142857142858,28.739698892201247
3.0,28.850664149717016
3.0142857142857142,28.96338025788105
3.0285714285714285,29.068586305052587
3.0428571428571427,29.172518611846325
3.057142857142857,29.279934213276256
3.0714285714285716,29.382969097605482
3.085714285714286,29.489131341649394
3.1,29.598285957666597
3.1142857142857143,29.70430813578488
3.1285714285714286,29.80829564191728
3.142857142857143,29.91227802905828
3.157142857142857,30.022216857658016
3.1714285714285713,30.128161549242346
3.1857142857142855,30.235489526367004
3.2,30.339802992356557
3.2142857142857144,30.443300006019655
3.2285714285714286,30.550638978229088
3.242857142857143,30.66370512386748
3.257142857142857,30.765317223208342
3.2714285714285714,30.86644993297051
3.2857142857142856,30.9765673709786
3.3,31.081062113724794
3.3142857142857145,31.185516237290265
3.3285714285714287,31.29457865233409
3.342857142857143,31.40441584369174
3.357142857142857,31.519533084634944
3.3714285714285714,31.63322608770982
3.3857142857142857,31.746771192526918
3.4,31.856583845648554
3.414285714285714,31.963662807027692
3.4285714285714284,32.069241116196906
3.442857142857143,32.178224558041535
3.4571428571428573,32.28893211647012
3.4714285714285715,32.400275456258434
3.4857142857142858,32.513585065593055
3.5,32.62229232818555
3.5142857142857142,32.73471445109642
3.5285714285714285,32.842503339398
3.5428571428571427,32.95190469006166
3.557142857142857,33.06797992866161
3.5714285714285716,33.18113184269383
3.585714285714286,33.29547084181705
3.6,33.40597992094158
3.6142857142857143,33.518980330557646
3.6285714285714286,33.62661737196235
3.642857142857143,33.740334325130696
3.657142857142857,33.8514427841358
3.6714285714285713,33.965071505637226
3.6857142857142855,34.07567458489336
3.7,34.186098569328735
3.7142857142857144,34.29871170488736
3.7285714285714286,34.41586846215986
3.742857142857143,34.524072978812924
3.757142857142857,34.63300335328383
3.7714285714285714,34.74373659695454
3.7857142857142856,34.8575375696335
3.8,34.96841055279786
3.8142857142857145,35.08028733212063
3.8285714285714287,35.19028976497594
3.842857142857143,35.29414465583736
3.857142857142857,35.40236248772904
3.8714285714285714,35.509962766356466
3.8857142857142857,35.62321596414523
3.9,35.72624730561505
3.914285714285714,35.83605200345629
3.9285714285714284,35.946329436351085
3.942857142857143,36.06072664200356
3.9571428571428573,36.178533954965175
3.9714285714285715,36.28805133446199
3.9857142857142858,36.400647775923616
4.0,36.50749641048462
4.014285714285714,36.611842764554275
4.0285714285714285,36.720027493425256
4.042857142857143,36.834088591026735
4.057142857142857,36.93920354751145
4.071428571428571,37.0496213217998
