lagt,<y^2>
0.02,2.443575735533826
0.04,2.542937710775151
0.06,2.5755129305036295
0.08,2.576312158674097
0.1,2.643409157139236
0.12,2.6381251371361643
0.14,2.67472195950471
0.16,2.717371476971998
0.18,2.7348951294675463
0.2,2.7549349582912734
0.22,2.8260860922012965
0.24,2.8697364115495323
0.26,2.9108433823862105
0.28,2.9165627980681834
0.3,3.0111591869210055
0.32,3.045963645809389
0.34,3.072369935637862
0.36,3.1373289528840815
0.38,3.231345342269782
0.4,3.290457763919289
0.42,3.3402034207153406
0.44,3.3963574103572043
0.46,3.4583869141932793
0.48,3.5163287941586456
0.5,3.578593991907369
0.52,3.6255379394968847
0.54,3.6642145719396244
0.56,3.766883613800433
0.58,3.775592350169677
0.6,3.8850137054849996
0.62,3.928859901801093
0.64,4.013414719745085
0.66,4.07422889956317
0.68,4.1280558489775565
0.7,4.219127772949194
0.72,4.211548974716188
0.74,4.305235375193955
0.76,4.330319866521464
0.78,4.406043210533553
0.8,4.4924837695524324
0.82,4.531664508939835
0.84,4.6027374422005325
0.86,4.647229185680899
0.88,4.737723745738947
0.9,4.810226513411023
0.92,4.860825001908448
0.94,4.84821769453221
0.96,4.967753534716463
0.98,5.027431277839361
1.0,5.0725387624470235
1.02,5.089654912430826
1.04,5.1627208077984115
1.06,5.204325921458545
1.08,5.196691230967767
1.1,5.283991053225813
1.12,5.310798601852361
1.14,5.374828428307408
1.16,5.400861472862347
1.18,5.458500742445349
1.2,5.51667749461077
1.22,5.547024415457637
1.24,5.604553697037076
1.26,5.639057871881079
1.28,5.6736606121790265
1.3,5.694859143813675
1.32,5.741842529287321
1.34,5.792816815719695
1.36,5.820565520518723
1.38,5.861720585959519
1.4,5.898063931803077
1.42,5.945653822463167
1.44,5.8926565146502545
1.46,6.013325923980456
1.48,6.026980476078536
1.5,6.086175713375698
1.52,6.125565929332102
1.54,6.114776739973382
1.56,6.121528908750211
1.58,6.212264072972128
1.6,6.25260485059863
1.62,6.253570768005849
1.64,6.317162295603234
1.66,6.3408381000992815
