x,y,filename
480.6000061035156,425.8000030517578,exp100000
472.40000915527344,417.40000915527344,exp100050
481.20001220703125,434.6000061035156,exp100100
477.0,442.0,exp100150
474.20001220703125,438.0,exp100200
482.0,440.0,exp100250
484.0,442.0,exp100300
482.40000915527344,435.6000061035156,exp100350
482.8000030517578,441.8000030517578,exp100400
479.20001220703125,432.20001220703125,exp100450
481.0,443.6000061035156,exp100500
481.8000030517578,449.8000030517578,exp100550
481.8000030517578,453.40000915527344,exp100600
483.0,440.6000061035156,exp100650
482.6000061035156,437.20001220703125,exp100700
484.0,431.8000030517578,exp100750
482.40000915527344,424.6000061035156,exp100800
484.0,457.20001220703125,exp100850
486.0,449.40000915527344,exp100900
479.6000061035156,443.8000030517578,exp100950
482.20001220703125,428.20001220703125,exp101000
486.40000915527344,445.6000061035156,exp101050
477.20001220703125,451.8000030517578,exp101100
479.0,450.6000061035156,exp101150
479.8000030517578,447.20001220703125,exp101200
484.6000061035156,443.0,exp101250
481.20001220703125,472.6000061035156,exp101300
480.6000061035156,456.0,exp101350
484.40000915527344,458.0,exp101400
486.0,444.40000915527344,exp101450
479.6000061035156,441.20001220703125,exp101500
478.6000061035156,438.20001220703125,exp101550
475.20001220703125,456.8000030517578,exp101600
479.40000915527344,428.0,exp101650
485.8000030517578,416.8000030517578,exp101700
484.6000061035156,438.40000915527344,exp101750
480.0,434.0,exp101800
480.8000030517578,452.8000030517578,exp101850
482.0,452.8000030517578,exp101900
482.8000030517578,451.6000061035156,exp101950
486.40000915527344,436.20001220703125,exp102000
482.0,436.8000030517578,exp102050
485.20001220703125,447.6000061035156,exp102100
478.6000061035156,434.6000061035156,exp102150
482.40000915527344,445.6000061035156,exp102200
481.6000061035156,431.40000915527344,exp102250
481.8000030517578,421.0,exp102300
479.40000915527344,438.6000061035156,exp102350
477.40000915527344,430.40000915527344,exp102400
481.40000915527344,446.40000915527344,exp102450
475.8000030517578,428.8000030517578,exp102500
477.0,410.8000030517578,exp102550
481.40000915527344,426.40000915527344,exp102600
479.40000915527344,441.20001220703125,exp102650
478.6000061035156,441.8000030517578,exp102700
481.20001220703125,439.40000915527344,exp102750
477.0,418.20001220703125,exp102800
482.6000061035156,426.0,exp102850
481.6000061035156,424.40000915527344,exp102900
478.20001220703125,432.0,exp102950
477.6000061035156,437.6000061035156,exp103000
474.20001220703125,433.0,exp103050
483.20001220703125,448.20001220703125,exp103100
479.0,444.0,exp103150
477.40000915527344,431.6000061035156,exp103200
483.8000030517578,445.0,exp103250
487.40000915527344,443.40000915527344,exp103300
478.20001220703125,437.8000030517578,exp103350
484.8000030517578,439.0,exp103400
477.6000061035156,439.8000030517578,exp103450
476.6000061035156,449.40000915527344,exp103500
479.20001220703125,457.0,exp103550
477.40000915527344,445.8000030517578,exp103600
476.6000061035156,444.6000061035156,exp103650
476.8000030517578,446.0,exp103700
479.20001220703125,445.6000061035156,exp103750
478.6000061035156,418.20001220703125,exp103800
478.8000030517578,420.0,exp103850
476.40000915527344,416.0,exp103900
482.8000030517578,450.40000915527344,exp103950
481.6000061035156,465.20001220703125,exp104000
480.6000061035156,453.8000030517578,exp104050
478.40000915527344,446.6000061035156,exp104100
478.8000030517578,433.6000061035156,exp104150
